aces_publicb_ocount_100_osize_10_otype_SQUARE.png threshold:0.000 precision:0.910 recall:1.000 true_negative_rate:0.000 true_positive:37795 true_negative:0 false_positive:3747 false_negative:0 
aces_publicb_ocount_100_osize_10_otype_SQUARE.png threshold:0.050 precision:0.946 recall:0.863 true_negative_rate:0.501 true_positive:32625 true_negative:1878 false_positive:1869 false_negative:5170 
aces_publicb_ocount_100_osize_10_otype_SQUARE.png threshold:0.100 precision:0.995 recall:0.720 true_negative_rate:0.964 true_positive:27205 true_negative:3611 false_positive:136 false_negative:10590 
aces_publicb_ocount_100_osize_10_otype_SQUARE.png threshold:0.150 precision:0.997 recall:0.620 true_negative_rate:0.980 true_positive:23437 true_negative:3671 false_positive:76 false_negative:14358 
aces_publicb_ocount_100_osize_10_otype_SQUARE.png threshold:0.200 precision:0.998 recall:0.540 true_negative_rate:0.987 true_positive:20399 true_negative:3697 false_positive:50 false_negative:17396 
aces_publicb_ocount_100_osize_10_otype_SQUARE.png threshold:0.250 precision:0.998 recall:0.477 true_negative_rate:0.991 true_positive:18032 true_negative:3712 false_positive:35 false_negative:19763 
aces_publicb_ocount_100_osize_10_otype_SQUARE.png threshold:0.300 precision:0.998 recall:0.422 true_negative_rate:0.993 true_positive:15958 true_negative:3720 false_positive:27 false_negative:21837 
aces_publicb_ocount_100_osize_10_otype_SQUARE.png threshold:0.350 precision:0.999 recall:0.358 true_negative_rate:0.997 true_positive:13542 true_negative:3737 false_positive:10 false_negative:24253 
aces_publicb_ocount_100_osize_10_otype_SQUARE.png threshold:0.400 precision:0.999 recall:0.289 true_negative_rate:0.998 true_positive:10904 true_negative:3741 false_positive:6 false_negative:26891 
aces_publicb_ocount_100_osize_10_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.232 true_negative_rate:0.999 true_positive:8781 true_negative:3743 false_positive:4 false_negative:29014 
aces_publicb_ocount_100_osize_10_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.188 true_negative_rate:0.999 true_positive:7088 true_negative:3744 false_positive:3 false_negative:30707 
aces_publicb_ocount_100_osize_10_otype_SQUARE.png threshold:0.550 precision:0.999 recall:0.142 true_negative_rate:0.999 true_positive:5377 true_negative:3744 false_positive:3 false_negative:32418 
aces_publicb_ocount_100_osize_10_otype_SQUARE.png threshold:0.600 precision:0.999 recall:0.101 true_negative_rate:0.999 true_positive:3832 true_negative:3744 false_positive:3 false_negative:33963 
aces_publicb_ocount_100_osize_10_otype_SQUARE.png threshold:0.650 precision:0.999 recall:0.069 true_negative_rate:0.999 true_positive:2619 true_negative:3745 false_positive:2 false_negative:35176 
aces_publicb_ocount_100_osize_10_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.036 true_negative_rate:1.000 true_positive:1375 true_negative:3747 false_positive:0 false_negative:36420 
aces_publicb_ocount_100_osize_10_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.014 true_negative_rate:1.000 true_positive:528 true_negative:3747 false_positive:0 false_negative:37267 
aces_publicb_ocount_100_osize_10_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.003 true_negative_rate:1.000 true_positive:97 true_negative:3747 false_positive:0 false_negative:37698 
aces_publicb_ocount_100_osize_10_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:38 true_negative:3747 false_positive:0 false_negative:37757 
aces_publicb_ocount_100_osize_10_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:26 true_negative:3747 false_positive:0 false_negative:37769 
aces_publicb_ocount_100_osize_10_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:13 true_negative:3747 false_positive:0 false_negative:37782 
aces_publicb_ocount_100_osize_10_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:3747 false_positive:0 false_negative:37794 
