aces_publicb_ocount_20_osize_38_otype_RECTANGLE.png threshold:0.000 precision:0.826 recall:1.000 true_negative_rate:0.000 true_positive:37795 true_negative:0 false_positive:7955 false_negative:0 
aces_publicb_ocount_20_osize_38_otype_RECTANGLE.png threshold:0.050 precision:0.807 recall:0.868 true_negative_rate:0.012 true_positive:32799 true_negative:97 false_positive:7858 false_negative:4996 
aces_publicb_ocount_20_osize_38_otype_RECTANGLE.png threshold:0.100 precision:0.792 recall:0.733 true_negative_rate:0.084 true_positive:27705 true_negative:672 false_positive:7283 false_negative:10090 
aces_publicb_ocount_20_osize_38_otype_RECTANGLE.png threshold:0.150 precision:0.837 recall:0.626 true_negative_rate:0.419 true_positive:23672 true_negative:3334 false_positive:4621 false_negative:14123 
aces_publicb_ocount_20_osize_38_otype_RECTANGLE.png threshold:0.200 precision:0.951 recall:0.545 true_negative_rate:0.867 true_positive:20606 true_negative:6895 false_positive:1060 false_negative:17189 
aces_publicb_ocount_20_osize_38_otype_RECTANGLE.png threshold:0.250 precision:0.983 recall:0.476 true_negative_rate:0.962 true_positive:17973 true_negative:7651 false_positive:304 false_negative:19822 
aces_publicb_ocount_20_osize_38_otype_RECTANGLE.png threshold:0.300 precision:0.997 recall:0.422 true_negative_rate:0.994 true_positive:15937 true_negative:7904 false_positive:51 false_negative:21858 
aces_publicb_ocount_20_osize_38_otype_RECTANGLE.png threshold:0.350 precision:0.999 recall:0.356 true_negative_rate:0.998 true_positive:13450 true_negative:7942 false_positive:13 false_negative:24345 
aces_publicb_ocount_20_osize_38_otype_RECTANGLE.png threshold:0.400 precision:1.000 recall:0.285 true_negative_rate:1.000 true_positive:10784 true_negative:7952 false_positive:3 false_negative:27011 
aces_publicb_ocount_20_osize_38_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.232 true_negative_rate:1.000 true_positive:8755 true_negative:7952 false_positive:3 false_negative:29040 
aces_publicb_ocount_20_osize_38_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.186 true_negative_rate:1.000 true_positive:7020 true_negative:7952 false_positive:3 false_negative:30775 
aces_publicb_ocount_20_osize_38_otype_RECTANGLE.png threshold:0.550 precision:0.999 recall:0.142 true_negative_rate:1.000 true_positive:5372 true_negative:7952 false_positive:3 false_negative:32423 
aces_publicb_ocount_20_osize_38_otype_RECTANGLE.png threshold:0.600 precision:0.999 recall:0.100 true_negative_rate:1.000 true_positive:3795 true_negative:7952 false_positive:3 false_negative:34000 
aces_publicb_ocount_20_osize_38_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.067 true_negative_rate:1.000 true_positive:2537 true_negative:7954 false_positive:1 false_negative:35258 
aces_publicb_ocount_20_osize_38_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.037 true_negative_rate:1.000 true_positive:1386 true_negative:7955 false_positive:0 false_negative:36409 
aces_publicb_ocount_20_osize_38_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.013 true_negative_rate:1.000 true_positive:479 true_negative:7955 false_positive:0 false_negative:37316 
aces_publicb_ocount_20_osize_38_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:81 true_negative:7955 false_positive:0 false_negative:37714 
aces_publicb_ocount_20_osize_38_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:32 true_negative:7955 false_positive:0 false_negative:37763 
aces_publicb_ocount_20_osize_38_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:24 true_negative:7955 false_positive:0 false_negative:37771 
aces_publicb_ocount_20_osize_38_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:12 true_negative:7955 false_positive:0 false_negative:37783 
aces_publicb_ocount_20_osize_38_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:7955 false_positive:0 false_negative:37794 
