fr079_ocount_80_osize_4_otype_SQUARE.png threshold:0.000 precision:0.986 recall:1.000 true_negative_rate:0.000 true_positive:36465 true_negative:0 false_positive:516 false_negative:0 
fr079_ocount_80_osize_4_otype_SQUARE.png threshold:0.050 precision:0.991 recall:0.978 true_negative_rate:0.359 true_positive:35652 true_negative:185 false_positive:331 false_negative:813 
fr079_ocount_80_osize_4_otype_SQUARE.png threshold:0.100 precision:0.995 recall:0.911 true_negative_rate:0.653 true_positive:33210 true_negative:337 false_positive:179 false_negative:3255 
fr079_ocount_80_osize_4_otype_SQUARE.png threshold:0.150 precision:0.997 recall:0.777 true_negative_rate:0.839 true_positive:28344 true_negative:433 false_positive:83 false_negative:8121 
fr079_ocount_80_osize_4_otype_SQUARE.png threshold:0.200 precision:0.999 recall:0.614 true_negative_rate:0.938 true_positive:22402 true_negative:484 false_positive:32 false_negative:14063 
fr079_ocount_80_osize_4_otype_SQUARE.png threshold:0.250 precision:0.999 recall:0.480 true_negative_rate:0.971 true_positive:17518 true_negative:501 false_positive:15 false_negative:18947 
fr079_ocount_80_osize_4_otype_SQUARE.png threshold:0.300 precision:0.999 recall:0.374 true_negative_rate:0.983 true_positive:13620 true_negative:507 false_positive:9 false_negative:22845 
fr079_ocount_80_osize_4_otype_SQUARE.png threshold:0.350 precision:1.000 recall:0.277 true_negative_rate:0.998 true_positive:10089 true_negative:515 false_positive:1 false_negative:26376 
fr079_ocount_80_osize_4_otype_SQUARE.png threshold:0.400 precision:1.000 recall:0.198 true_negative_rate:0.998 true_positive:7217 true_negative:515 false_positive:1 false_negative:29248 
fr079_ocount_80_osize_4_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.139 true_negative_rate:0.998 true_positive:5069 true_negative:515 false_positive:1 false_negative:31396 
fr079_ocount_80_osize_4_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.096 true_negative_rate:0.998 true_positive:3489 true_negative:515 false_positive:1 false_negative:32976 
fr079_ocount_80_osize_4_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.064 true_negative_rate:1.000 true_positive:2340 true_negative:516 false_positive:0 false_negative:34125 
fr079_ocount_80_osize_4_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.038 true_negative_rate:1.000 true_positive:1376 true_negative:516 false_positive:0 false_negative:35089 
fr079_ocount_80_osize_4_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.018 true_negative_rate:1.000 true_positive:641 true_negative:516 false_positive:0 false_negative:35824 
fr079_ocount_80_osize_4_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.007 true_negative_rate:1.000 true_positive:262 true_negative:516 false_positive:0 false_negative:36203 
fr079_ocount_80_osize_4_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.003 true_negative_rate:1.000 true_positive:122 true_negative:516 false_positive:0 false_negative:36343 
fr079_ocount_80_osize_4_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:53 true_negative:516 false_positive:0 false_negative:36412 
fr079_ocount_80_osize_4_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:29 true_negative:516 false_positive:0 false_negative:36436 
fr079_ocount_80_osize_4_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:16 true_negative:516 false_positive:0 false_negative:36449 
fr079_ocount_80_osize_4_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:7 true_negative:516 false_positive:0 false_negative:36458 
fr079_ocount_80_osize_4_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:516 false_positive:0 false_negative:36464 
