csail_ocount_60_osize_8_otype_SQUARE.png threshold:0.000 precision:0.935 recall:1.000 true_negative_rate:0.000 true_positive:16857 true_negative:0 false_positive:1177 false_negative:0 
csail_ocount_60_osize_8_otype_SQUARE.png threshold:0.050 precision:0.943 recall:0.943 true_negative_rate:0.178 true_positive:15898 true_negative:210 false_positive:967 false_negative:959 
csail_ocount_60_osize_8_otype_SQUARE.png threshold:0.100 precision:0.964 recall:0.805 true_negative_rate:0.568 true_positive:13567 true_negative:669 false_positive:508 false_negative:3290 
csail_ocount_60_osize_8_otype_SQUARE.png threshold:0.150 precision:0.988 recall:0.607 true_negative_rate:0.891 true_positive:10225 true_negative:1049 false_positive:128 false_negative:6632 
csail_ocount_60_osize_8_otype_SQUARE.png threshold:0.200 precision:0.995 recall:0.422 true_negative_rate:0.972 true_positive:7119 true_negative:1144 false_positive:33 false_negative:9738 
csail_ocount_60_osize_8_otype_SQUARE.png threshold:0.250 precision:0.997 recall:0.308 true_negative_rate:0.986 true_positive:5196 true_negative:1161 false_positive:16 false_negative:11661 
csail_ocount_60_osize_8_otype_SQUARE.png threshold:0.300 precision:0.997 recall:0.235 true_negative_rate:0.992 true_positive:3958 true_negative:1167 false_positive:10 false_negative:12899 
csail_ocount_60_osize_8_otype_SQUARE.png threshold:0.350 precision:1.000 recall:0.179 true_negative_rate:0.999 true_positive:3014 true_negative:1176 false_positive:1 false_negative:13843 
csail_ocount_60_osize_8_otype_SQUARE.png threshold:0.400 precision:1.000 recall:0.131 true_negative_rate:1.000 true_positive:2208 true_negative:1177 false_positive:0 false_negative:14649 
csail_ocount_60_osize_8_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.095 true_negative_rate:1.000 true_positive:1604 true_negative:1177 false_positive:0 false_negative:15253 
csail_ocount_60_osize_8_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.061 true_negative_rate:1.000 true_positive:1025 true_negative:1177 false_positive:0 false_negative:15832 
csail_ocount_60_osize_8_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.034 true_negative_rate:1.000 true_positive:568 true_negative:1177 false_positive:0 false_negative:16289 
csail_ocount_60_osize_8_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.019 true_negative_rate:1.000 true_positive:325 true_negative:1177 false_positive:0 false_negative:16532 
csail_ocount_60_osize_8_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.007 true_negative_rate:1.000 true_positive:125 true_negative:1177 false_positive:0 false_negative:16732 
csail_ocount_60_osize_8_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:42 true_negative:1177 false_positive:0 false_negative:16815 
csail_ocount_60_osize_8_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:25 true_negative:1177 false_positive:0 false_negative:16832 
csail_ocount_60_osize_8_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:20 true_negative:1177 false_positive:0 false_negative:16837 
csail_ocount_60_osize_8_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:11 true_negative:1177 false_positive:0 false_negative:16846 
csail_ocount_60_osize_8_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:5 true_negative:1177 false_positive:0 false_negative:16852 
csail_ocount_60_osize_8_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:3 true_negative:1177 false_positive:0 false_negative:16854 
csail_ocount_60_osize_8_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1177 false_positive:0 false_negative:16856 
