csail_ocount_160_osize_3_otype_RANDOM.png threshold:0.000 precision:0.930 recall:1.000 true_negative_rate:0.000 true_positive:16857 true_negative:0 false_positive:1275 false_negative:0 
csail_ocount_160_osize_3_otype_RANDOM.png threshold:0.050 precision:0.942 recall:0.976 true_negative_rate:0.201 true_positive:16458 true_negative:256 false_positive:1019 false_negative:399 
csail_ocount_160_osize_3_otype_RANDOM.png threshold:0.100 precision:0.963 recall:0.902 true_negative_rate:0.545 true_positive:15211 true_negative:695 false_positive:580 false_negative:1646 
csail_ocount_160_osize_3_otype_RANDOM.png threshold:0.150 precision:0.982 recall:0.757 true_negative_rate:0.814 true_positive:12767 true_negative:1038 false_positive:237 false_negative:4090 
csail_ocount_160_osize_3_otype_RANDOM.png threshold:0.200 precision:0.991 recall:0.580 true_negative_rate:0.930 true_positive:9778 true_negative:1186 false_positive:89 false_negative:7079 
csail_ocount_160_osize_3_otype_RANDOM.png threshold:0.250 precision:0.994 recall:0.420 true_negative_rate:0.968 true_positive:7073 true_negative:1234 false_positive:41 false_negative:9784 
csail_ocount_160_osize_3_otype_RANDOM.png threshold:0.300 precision:0.995 recall:0.308 true_negative_rate:0.981 true_positive:5191 true_negative:1251 false_positive:24 false_negative:11666 
csail_ocount_160_osize_3_otype_RANDOM.png threshold:0.350 precision:0.996 recall:0.228 true_negative_rate:0.987 true_positive:3836 true_negative:1259 false_positive:16 false_negative:13021 
csail_ocount_160_osize_3_otype_RANDOM.png threshold:0.400 precision:1.000 recall:0.164 true_negative_rate:0.999 true_positive:2764 true_negative:1274 false_positive:1 false_negative:14093 
csail_ocount_160_osize_3_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.109 true_negative_rate:1.000 true_positive:1835 true_negative:1275 false_positive:0 false_negative:15022 
csail_ocount_160_osize_3_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.068 true_negative_rate:1.000 true_positive:1147 true_negative:1275 false_positive:0 false_negative:15710 
csail_ocount_160_osize_3_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.040 true_negative_rate:1.000 true_positive:682 true_negative:1275 false_positive:0 false_negative:16175 
csail_ocount_160_osize_3_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.023 true_negative_rate:1.000 true_positive:388 true_negative:1275 false_positive:0 false_negative:16469 
csail_ocount_160_osize_3_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.011 true_negative_rate:1.000 true_positive:181 true_negative:1275 false_positive:0 false_negative:16676 
csail_ocount_160_osize_3_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.004 true_negative_rate:1.000 true_positive:61 true_negative:1275 false_positive:0 false_negative:16796 
csail_ocount_160_osize_3_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:27 true_negative:1275 false_positive:0 false_negative:16830 
csail_ocount_160_osize_3_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:20 true_negative:1275 false_positive:0 false_negative:16837 
csail_ocount_160_osize_3_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:13 true_negative:1275 false_positive:0 false_negative:16844 
csail_ocount_160_osize_3_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:6 true_negative:1275 false_positive:0 false_negative:16851 
csail_ocount_160_osize_3_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:3 true_negative:1275 false_positive:0 false_negative:16854 
csail_ocount_160_osize_3_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1275 false_positive:0 false_negative:16856 
