aces_publicb_ocount_40_osize_32_otype_SQUARE.png threshold:0.000 precision:0.732 recall:1.000 true_negative_rate:0.000 true_positive:37795 true_negative:0 false_positive:13838 false_negative:0 
aces_publicb_ocount_40_osize_32_otype_SQUARE.png threshold:0.050 precision:0.709 recall:0.870 true_negative_rate:0.025 true_positive:32865 true_negative:351 false_positive:13487 false_negative:4930 
aces_publicb_ocount_40_osize_32_otype_SQUARE.png threshold:0.100 precision:0.704 recall:0.732 true_negative_rate:0.158 true_positive:27682 true_negative:2190 false_positive:11648 false_negative:10113 
aces_publicb_ocount_40_osize_32_otype_SQUARE.png threshold:0.150 precision:0.767 recall:0.630 true_negative_rate:0.478 true_positive:23792 true_negative:6620 false_positive:7218 false_negative:14003 
aces_publicb_ocount_40_osize_32_otype_SQUARE.png threshold:0.200 precision:0.969 recall:0.548 true_negative_rate:0.952 true_positive:20718 true_negative:13169 false_positive:669 false_negative:17077 
aces_publicb_ocount_40_osize_32_otype_SQUARE.png threshold:0.250 precision:0.990 recall:0.478 true_negative_rate:0.987 true_positive:18084 true_negative:13656 false_positive:182 false_negative:19711 
aces_publicb_ocount_40_osize_32_otype_SQUARE.png threshold:0.300 precision:0.997 recall:0.422 true_negative_rate:0.997 true_positive:15957 true_negative:13792 false_positive:46 false_negative:21838 
aces_publicb_ocount_40_osize_32_otype_SQUARE.png threshold:0.350 precision:0.998 recall:0.362 true_negative_rate:0.998 true_positive:13700 true_negative:13813 false_positive:25 false_negative:24095 
aces_publicb_ocount_40_osize_32_otype_SQUARE.png threshold:0.400 precision:0.998 recall:0.289 true_negative_rate:0.999 true_positive:10923 true_negative:13821 false_positive:17 false_negative:26872 
aces_publicb_ocount_40_osize_32_otype_SQUARE.png threshold:0.450 precision:0.998 recall:0.235 true_negative_rate:0.999 true_positive:8886 true_negative:13821 false_positive:17 false_negative:28909 
aces_publicb_ocount_40_osize_32_otype_SQUARE.png threshold:0.500 precision:0.998 recall:0.191 true_negative_rate:0.999 true_positive:7214 true_negative:13825 false_positive:13 false_negative:30581 
aces_publicb_ocount_40_osize_32_otype_SQUARE.png threshold:0.550 precision:0.999 recall:0.144 true_negative_rate:1.000 true_positive:5432 true_negative:13833 false_positive:5 false_negative:32363 
aces_publicb_ocount_40_osize_32_otype_SQUARE.png threshold:0.600 precision:0.999 recall:0.100 true_negative_rate:1.000 true_positive:3790 true_negative:13835 false_positive:3 false_negative:34005 
aces_publicb_ocount_40_osize_32_otype_SQUARE.png threshold:0.650 precision:0.999 recall:0.065 true_negative_rate:1.000 true_positive:2464 true_negative:13836 false_positive:2 false_negative:35331 
aces_publicb_ocount_40_osize_32_otype_SQUARE.png threshold:0.700 precision:0.999 recall:0.034 true_negative_rate:1.000 true_positive:1271 true_negative:13837 false_positive:1 false_negative:36524 
aces_publicb_ocount_40_osize_32_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.013 true_negative_rate:1.000 true_positive:489 true_negative:13838 false_positive:0 false_negative:37306 
aces_publicb_ocount_40_osize_32_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.004 true_negative_rate:1.000 true_positive:140 true_negative:13838 false_positive:0 false_negative:37655 
aces_publicb_ocount_40_osize_32_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:50 true_negative:13838 false_positive:0 false_negative:37745 
aces_publicb_ocount_40_osize_32_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:24 true_negative:13838 false_positive:0 false_negative:37771 
aces_publicb_ocount_40_osize_32_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:10 true_negative:13838 false_positive:0 false_negative:37785 
aces_publicb_ocount_40_osize_32_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:13838 false_positive:0 false_negative:37794 
