fr101_ocount_60_osize_18_otype_SQUARE.png threshold:0.000 precision:0.698 recall:1.000 true_negative_rate:0.000 true_positive:14893 true_negative:0 false_positive:6452 false_negative:0 
fr101_ocount_60_osize_18_otype_SQUARE.png threshold:0.050 precision:0.687 recall:0.924 true_negative_rate:0.029 true_positive:13765 true_negative:188 false_positive:6264 false_negative:1128 
fr101_ocount_60_osize_18_otype_SQUARE.png threshold:0.100 precision:0.713 recall:0.803 true_negative_rate:0.255 true_positive:11953 true_negative:1645 false_positive:4807 false_negative:2940 
fr101_ocount_60_osize_18_otype_SQUARE.png threshold:0.150 precision:0.851 recall:0.667 true_negative_rate:0.731 true_positive:9932 true_negative:4716 false_positive:1736 false_negative:4961 
fr101_ocount_60_osize_18_otype_SQUARE.png threshold:0.200 precision:0.954 recall:0.549 true_negative_rate:0.938 true_positive:8174 true_negative:6054 false_positive:398 false_negative:6719 
fr101_ocount_60_osize_18_otype_SQUARE.png threshold:0.250 precision:0.986 recall:0.474 true_negative_rate:0.985 true_positive:7059 true_negative:6354 false_positive:98 false_negative:7834 
fr101_ocount_60_osize_18_otype_SQUARE.png threshold:0.300 precision:0.999 recall:0.415 true_negative_rate:0.999 true_positive:6178 true_negative:6448 false_positive:4 false_negative:8715 
fr101_ocount_60_osize_18_otype_SQUARE.png threshold:0.350 precision:0.999 recall:0.374 true_negative_rate:1.000 true_positive:5563 true_negative:6449 false_positive:3 false_negative:9330 
fr101_ocount_60_osize_18_otype_SQUARE.png threshold:0.400 precision:1.000 recall:0.325 true_negative_rate:1.000 true_positive:4847 true_negative:6451 false_positive:1 false_negative:10046 
fr101_ocount_60_osize_18_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.285 true_negative_rate:1.000 true_positive:4245 true_negative:6451 false_positive:1 false_negative:10648 
fr101_ocount_60_osize_18_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.251 true_negative_rate:1.000 true_positive:3741 true_negative:6452 false_positive:0 false_negative:11152 
fr101_ocount_60_osize_18_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.218 true_negative_rate:1.000 true_positive:3253 true_negative:6452 false_positive:0 false_negative:11640 
fr101_ocount_60_osize_18_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.184 true_negative_rate:1.000 true_positive:2736 true_negative:6452 false_positive:0 false_negative:12157 
fr101_ocount_60_osize_18_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.147 true_negative_rate:1.000 true_positive:2185 true_negative:6452 false_positive:0 false_negative:12708 
fr101_ocount_60_osize_18_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.115 true_negative_rate:1.000 true_positive:1715 true_negative:6452 false_positive:0 false_negative:13178 
fr101_ocount_60_osize_18_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.085 true_negative_rate:1.000 true_positive:1260 true_negative:6452 false_positive:0 false_negative:13633 
fr101_ocount_60_osize_18_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.051 true_negative_rate:1.000 true_positive:763 true_negative:6452 false_positive:0 false_negative:14130 
fr101_ocount_60_osize_18_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.019 true_negative_rate:1.000 true_positive:289 true_negative:6452 false_positive:0 false_negative:14604 
fr101_ocount_60_osize_18_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.005 true_negative_rate:1.000 true_positive:75 true_negative:6452 false_positive:0 false_negative:14818 
fr101_ocount_60_osize_18_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:18 true_negative:6452 false_positive:0 false_negative:14875 
fr101_ocount_60_osize_18_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:6452 false_positive:0 false_negative:14892 
