edmonton_ocount_120_osize_21_otype_RANDOM.png threshold:0.000 precision:0.714 recall:1.000 true_negative_rate:0.000 true_positive:44587 true_negative:0 false_positive:17867 false_negative:0 
edmonton_ocount_120_osize_21_otype_RANDOM.png threshold:0.050 precision:0.715 recall:0.724 true_negative_rate:0.281 true_positive:32276 true_negative:5027 false_positive:12840 false_negative:12311 
edmonton_ocount_120_osize_21_otype_RANDOM.png threshold:0.100 precision:0.888 recall:0.463 true_negative_rate:0.855 true_positive:20656 true_negative:15268 false_positive:2599 false_negative:23931 
edmonton_ocount_120_osize_21_otype_RANDOM.png threshold:0.150 precision:0.970 recall:0.316 true_negative_rate:0.976 true_positive:14111 true_negative:17432 false_positive:435 false_negative:30476 
edmonton_ocount_120_osize_21_otype_RANDOM.png threshold:0.200 precision:0.983 recall:0.225 true_negative_rate:0.990 true_positive:10011 true_negative:17695 false_positive:172 false_negative:34576 
edmonton_ocount_120_osize_21_otype_RANDOM.png threshold:0.250 precision:0.988 recall:0.167 true_negative_rate:0.995 true_positive:7464 true_negative:17776 false_positive:91 false_negative:37123 
edmonton_ocount_120_osize_21_otype_RANDOM.png threshold:0.300 precision:0.988 recall:0.135 true_negative_rate:0.996 true_positive:6006 true_negative:17796 false_positive:71 false_negative:38581 
edmonton_ocount_120_osize_21_otype_RANDOM.png threshold:0.350 precision:1.000 recall:0.112 true_negative_rate:1.000 true_positive:5013 true_negative:17865 false_positive:2 false_negative:39574 
edmonton_ocount_120_osize_21_otype_RANDOM.png threshold:0.400 precision:1.000 recall:0.089 true_negative_rate:1.000 true_positive:3962 true_negative:17867 false_positive:0 false_negative:40625 
edmonton_ocount_120_osize_21_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.081 true_negative_rate:1.000 true_positive:3616 true_negative:17867 false_positive:0 false_negative:40971 
edmonton_ocount_120_osize_21_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.075 true_negative_rate:1.000 true_positive:3342 true_negative:17867 false_positive:0 false_negative:41245 
edmonton_ocount_120_osize_21_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.070 true_negative_rate:1.000 true_positive:3126 true_negative:17867 false_positive:0 false_negative:41461 
edmonton_ocount_120_osize_21_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.068 true_negative_rate:1.000 true_positive:3034 true_negative:17867 false_positive:0 false_negative:41553 
edmonton_ocount_120_osize_21_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.061 true_negative_rate:1.000 true_positive:2705 true_negative:17867 false_positive:0 false_negative:41882 
edmonton_ocount_120_osize_21_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.018 true_negative_rate:1.000 true_positive:782 true_negative:17867 false_positive:0 false_negative:43805 
edmonton_ocount_120_osize_21_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.010 true_negative_rate:1.000 true_positive:430 true_negative:17867 false_positive:0 false_negative:44157 
edmonton_ocount_120_osize_21_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:8 true_negative:17867 false_positive:0 false_negative:44579 
edmonton_ocount_120_osize_21_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:17867 false_positive:0 false_negative:44586 
edmonton_ocount_120_osize_21_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:17867 false_positive:0 false_negative:44586 
edmonton_ocount_120_osize_21_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:17867 false_positive:0 false_negative:44586 
edmonton_ocount_120_osize_21_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:17867 false_positive:0 false_negative:44586 
