fhw_ocount_100_osize_2_otype_RANDOM.png threshold:0.000 precision:0.988 recall:1.000 true_negative_rate:0.000 true_positive:34831 true_negative:0 false_positive:418 false_negative:0 
fhw_ocount_100_osize_2_otype_RANDOM.png threshold:0.050 precision:0.994 recall:0.935 true_negative_rate:0.507 true_positive:32583 true_negative:212 false_positive:206 false_negative:2248 
fhw_ocount_100_osize_2_otype_RANDOM.png threshold:0.100 precision:0.998 recall:0.783 true_negative_rate:0.837 true_positive:27282 true_negative:350 false_positive:68 false_negative:7549 
fhw_ocount_100_osize_2_otype_RANDOM.png threshold:0.150 precision:0.999 recall:0.602 true_negative_rate:0.933 true_positive:20970 true_negative:390 false_positive:28 false_negative:13861 
fhw_ocount_100_osize_2_otype_RANDOM.png threshold:0.200 precision:0.999 recall:0.471 true_negative_rate:0.971 true_positive:16405 true_negative:406 false_positive:12 false_negative:18426 
fhw_ocount_100_osize_2_otype_RANDOM.png threshold:0.250 precision:1.000 recall:0.395 true_negative_rate:0.995 true_positive:13745 true_negative:416 false_positive:2 false_negative:21086 
fhw_ocount_100_osize_2_otype_RANDOM.png threshold:0.300 precision:1.000 recall:0.330 true_negative_rate:0.995 true_positive:11504 true_negative:416 false_positive:2 false_negative:23327 
fhw_ocount_100_osize_2_otype_RANDOM.png threshold:0.350 precision:1.000 recall:0.277 true_negative_rate:0.998 true_positive:9643 true_negative:417 false_positive:1 false_negative:25188 
fhw_ocount_100_osize_2_otype_RANDOM.png threshold:0.400 precision:1.000 recall:0.231 true_negative_rate:1.000 true_positive:8059 true_negative:418 false_positive:0 false_negative:26772 
fhw_ocount_100_osize_2_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.187 true_negative_rate:1.000 true_positive:6512 true_negative:418 false_positive:0 false_negative:28319 
fhw_ocount_100_osize_2_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.144 true_negative_rate:1.000 true_positive:5010 true_negative:418 false_positive:0 false_negative:29821 
fhw_ocount_100_osize_2_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.110 true_negative_rate:1.000 true_positive:3842 true_negative:418 false_positive:0 false_negative:30989 
fhw_ocount_100_osize_2_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.077 true_negative_rate:1.000 true_positive:2670 true_negative:418 false_positive:0 false_negative:32161 
fhw_ocount_100_osize_2_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.049 true_negative_rate:1.000 true_positive:1706 true_negative:418 false_positive:0 false_negative:33125 
fhw_ocount_100_osize_2_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.036 true_negative_rate:1.000 true_positive:1249 true_negative:418 false_positive:0 false_negative:33582 
fhw_ocount_100_osize_2_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.028 true_negative_rate:1.000 true_positive:961 true_negative:418 false_positive:0 false_negative:33870 
fhw_ocount_100_osize_2_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.019 true_negative_rate:1.000 true_positive:663 true_negative:418 false_positive:0 false_negative:34168 
fhw_ocount_100_osize_2_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.006 true_negative_rate:1.000 true_positive:210 true_negative:418 false_positive:0 false_negative:34621 
fhw_ocount_100_osize_2_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:50 true_negative:418 false_positive:0 false_negative:34781 
fhw_ocount_100_osize_2_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:13 true_negative:418 false_positive:0 false_negative:34818 
fhw_ocount_100_osize_2_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:418 false_positive:0 false_negative:34830 
