fr101_ocount_120_osize_8_otype_RECTANGLE.png threshold:0.000 precision:0.855 recall:1.000 true_negative_rate:0.000 true_positive:14893 true_negative:0 false_positive:2517 false_negative:0 
fr101_ocount_120_osize_8_otype_RECTANGLE.png threshold:0.050 precision:0.898 recall:0.924 true_negative_rate:0.377 true_positive:13766 true_negative:950 false_positive:1567 false_negative:1127 
fr101_ocount_120_osize_8_otype_RECTANGLE.png threshold:0.100 precision:0.968 recall:0.806 true_negative_rate:0.841 true_positive:11999 true_negative:2116 false_positive:401 false_negative:2894 
fr101_ocount_120_osize_8_otype_RECTANGLE.png threshold:0.150 precision:0.988 recall:0.672 true_negative_rate:0.952 true_positive:10010 true_negative:2395 false_positive:122 false_negative:4883 
fr101_ocount_120_osize_8_otype_RECTANGLE.png threshold:0.200 precision:0.993 recall:0.566 true_negative_rate:0.977 true_positive:8434 true_negative:2460 false_positive:57 false_negative:6459 
fr101_ocount_120_osize_8_otype_RECTANGLE.png threshold:0.250 precision:0.996 recall:0.483 true_negative_rate:0.989 true_positive:7189 true_negative:2490 false_positive:27 false_negative:7704 
fr101_ocount_120_osize_8_otype_RECTANGLE.png threshold:0.300 precision:1.000 recall:0.420 true_negative_rate:0.999 true_positive:6261 true_negative:2515 false_positive:2 false_negative:8632 
fr101_ocount_120_osize_8_otype_RECTANGLE.png threshold:0.350 precision:1.000 recall:0.380 true_negative_rate:1.000 true_positive:5665 true_negative:2516 false_positive:1 false_negative:9228 
fr101_ocount_120_osize_8_otype_RECTANGLE.png threshold:0.400 precision:1.000 recall:0.333 true_negative_rate:1.000 true_positive:4961 true_negative:2517 false_positive:0 false_negative:9932 
fr101_ocount_120_osize_8_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.291 true_negative_rate:1.000 true_positive:4336 true_negative:2517 false_positive:0 false_negative:10557 
fr101_ocount_120_osize_8_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.259 true_negative_rate:1.000 true_positive:3854 true_negative:2517 false_positive:0 false_negative:11039 
fr101_ocount_120_osize_8_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.226 true_negative_rate:1.000 true_positive:3362 true_negative:2517 false_positive:0 false_negative:11531 
fr101_ocount_120_osize_8_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.195 true_negative_rate:1.000 true_positive:2900 true_negative:2517 false_positive:0 false_negative:11993 
fr101_ocount_120_osize_8_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.156 true_negative_rate:1.000 true_positive:2324 true_negative:2517 false_positive:0 false_negative:12569 
fr101_ocount_120_osize_8_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.121 true_negative_rate:1.000 true_positive:1796 true_negative:2517 false_positive:0 false_negative:13097 
fr101_ocount_120_osize_8_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.091 true_negative_rate:1.000 true_positive:1349 true_negative:2517 false_positive:0 false_negative:13544 
fr101_ocount_120_osize_8_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.062 true_negative_rate:1.000 true_positive:919 true_negative:2517 false_positive:0 false_negative:13974 
fr101_ocount_120_osize_8_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.030 true_negative_rate:1.000 true_positive:449 true_negative:2517 false_positive:0 false_negative:14444 
fr101_ocount_120_osize_8_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.010 true_negative_rate:1.000 true_positive:146 true_negative:2517 false_positive:0 false_negative:14747 
fr101_ocount_120_osize_8_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:35 true_negative:2517 false_positive:0 false_negative:14858 
fr101_ocount_120_osize_8_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:2517 false_positive:0 false_negative:14892 
