fhw_ocount_80_osize_8_otype_RANDOM.png threshold:0.000 precision:0.941 recall:1.000 true_negative_rate:0.000 true_positive:34831 true_negative:0 false_positive:2193 false_negative:0 
fhw_ocount_80_osize_8_otype_RANDOM.png threshold:0.050 precision:0.948 recall:0.936 true_negative_rate:0.183 true_positive:32618 true_negative:402 false_positive:1791 false_negative:2213 
fhw_ocount_80_osize_8_otype_RANDOM.png threshold:0.100 precision:0.966 recall:0.783 true_negative_rate:0.566 true_positive:27277 true_negative:1241 false_positive:952 false_negative:7554 
fhw_ocount_80_osize_8_otype_RANDOM.png threshold:0.150 precision:0.984 recall:0.611 true_negative_rate:0.839 true_positive:21293 true_negative:1841 false_positive:352 false_negative:13538 
fhw_ocount_80_osize_8_otype_RANDOM.png threshold:0.200 precision:0.991 recall:0.474 true_negative_rate:0.932 true_positive:16522 true_negative:2043 false_positive:150 false_negative:18309 
fhw_ocount_80_osize_8_otype_RANDOM.png threshold:0.250 precision:0.995 recall:0.395 true_negative_rate:0.966 true_positive:13747 true_negative:2118 false_positive:75 false_negative:21084 
fhw_ocount_80_osize_8_otype_RANDOM.png threshold:0.300 precision:0.996 recall:0.333 true_negative_rate:0.979 true_positive:11597 true_negative:2147 false_positive:46 false_negative:23234 
fhw_ocount_80_osize_8_otype_RANDOM.png threshold:0.350 precision:0.996 recall:0.278 true_negative_rate:0.983 true_positive:9689 true_negative:2155 false_positive:38 false_negative:25142 
fhw_ocount_80_osize_8_otype_RANDOM.png threshold:0.400 precision:0.997 recall:0.231 true_negative_rate:0.990 true_positive:8062 true_negative:2172 false_positive:21 false_negative:26769 
fhw_ocount_80_osize_8_otype_RANDOM.png threshold:0.450 precision:0.999 recall:0.188 true_negative_rate:0.997 true_positive:6564 true_negative:2186 false_positive:7 false_negative:28267 
fhw_ocount_80_osize_8_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.146 true_negative_rate:1.000 true_positive:5070 true_negative:2193 false_positive:0 false_negative:29761 
fhw_ocount_80_osize_8_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.114 true_negative_rate:1.000 true_positive:3976 true_negative:2193 false_positive:0 false_negative:30855 
fhw_ocount_80_osize_8_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.081 true_negative_rate:1.000 true_positive:2818 true_negative:2193 false_positive:0 false_negative:32013 
fhw_ocount_80_osize_8_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.052 true_negative_rate:1.000 true_positive:1818 true_negative:2193 false_positive:0 false_negative:33013 
fhw_ocount_80_osize_8_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.038 true_negative_rate:1.000 true_positive:1314 true_negative:2193 false_positive:0 false_negative:33517 
fhw_ocount_80_osize_8_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.029 true_negative_rate:1.000 true_positive:1007 true_negative:2193 false_positive:0 false_negative:33824 
fhw_ocount_80_osize_8_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.020 true_negative_rate:1.000 true_positive:702 true_negative:2193 false_positive:0 false_negative:34129 
fhw_ocount_80_osize_8_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.008 true_negative_rate:1.000 true_positive:287 true_negative:2193 false_positive:0 false_negative:34544 
fhw_ocount_80_osize_8_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:75 true_negative:2193 false_positive:0 false_negative:34756 
fhw_ocount_80_osize_8_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:13 true_negative:2193 false_positive:0 false_negative:34818 
fhw_ocount_80_osize_8_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:2193 false_positive:0 false_negative:34830 
