fhw_ocount_140_osize_7_otype_RECTANGLE.png threshold:0.000 precision:0.943 recall:1.000 true_negative_rate:0.000 true_positive:34831 true_negative:0 false_positive:2097 false_negative:0 
fhw_ocount_140_osize_7_otype_RECTANGLE.png threshold:0.050 precision:0.960 recall:0.936 true_negative_rate:0.349 true_positive:32618 true_negative:732 false_positive:1365 false_negative:2213 
fhw_ocount_140_osize_7_otype_RECTANGLE.png threshold:0.100 precision:0.982 recall:0.785 true_negative_rate:0.759 true_positive:27332 true_negative:1591 false_positive:506 false_negative:7499 
fhw_ocount_140_osize_7_otype_RECTANGLE.png threshold:0.150 precision:0.992 recall:0.604 true_negative_rate:0.914 true_positive:21029 true_negative:1917 false_positive:180 false_negative:13802 
fhw_ocount_140_osize_7_otype_RECTANGLE.png threshold:0.200 precision:0.997 recall:0.469 true_negative_rate:0.975 true_positive:16333 true_negative:2045 false_positive:52 false_negative:18498 
fhw_ocount_140_osize_7_otype_RECTANGLE.png threshold:0.250 precision:0.998 recall:0.390 true_negative_rate:0.984 true_positive:13572 true_negative:2063 false_positive:34 false_negative:21259 
fhw_ocount_140_osize_7_otype_RECTANGLE.png threshold:0.300 precision:0.998 recall:0.329 true_negative_rate:0.991 true_positive:11451 true_negative:2078 false_positive:19 false_negative:23380 
fhw_ocount_140_osize_7_otype_RECTANGLE.png threshold:0.350 precision:0.999 recall:0.274 true_negative_rate:0.995 true_positive:9543 true_negative:2086 false_positive:11 false_negative:25288 
fhw_ocount_140_osize_7_otype_RECTANGLE.png threshold:0.400 precision:0.999 recall:0.230 true_negative_rate:0.997 true_positive:8019 true_negative:2090 false_positive:7 false_negative:26812 
fhw_ocount_140_osize_7_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.187 true_negative_rate:0.999 true_positive:6522 true_negative:2094 false_positive:3 false_negative:28309 
fhw_ocount_140_osize_7_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.146 true_negative_rate:0.999 true_positive:5082 true_negative:2095 false_positive:2 false_negative:29749 
fhw_ocount_140_osize_7_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.112 true_negative_rate:1.000 true_positive:3907 true_negative:2097 false_positive:0 false_negative:30924 
fhw_ocount_140_osize_7_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.080 true_negative_rate:1.000 true_positive:2799 true_negative:2097 false_positive:0 false_negative:32032 
fhw_ocount_140_osize_7_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.051 true_negative_rate:1.000 true_positive:1790 true_negative:2097 false_positive:0 false_negative:33041 
fhw_ocount_140_osize_7_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.036 true_negative_rate:1.000 true_positive:1266 true_negative:2097 false_positive:0 false_negative:33565 
fhw_ocount_140_osize_7_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.029 true_negative_rate:1.000 true_positive:998 true_negative:2097 false_positive:0 false_negative:33833 
fhw_ocount_140_osize_7_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.020 true_negative_rate:1.000 true_positive:703 true_negative:2097 false_positive:0 false_negative:34128 
fhw_ocount_140_osize_7_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.007 true_negative_rate:1.000 true_positive:254 true_negative:2097 false_positive:0 false_negative:34577 
fhw_ocount_140_osize_7_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:60 true_negative:2097 false_positive:0 false_negative:34771 
fhw_ocount_140_osize_7_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:13 true_negative:2097 false_positive:0 false_negative:34818 
fhw_ocount_140_osize_7_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:2097 false_positive:0 false_negative:34830 
