aces_publicb_ocount_60_osize_6_otype_RECTANGLE.png threshold:0.000 precision:0.983 recall:1.000 true_negative_rate:0.000 true_positive:37795 true_negative:0 false_positive:645 false_negative:0 
aces_publicb_ocount_60_osize_6_otype_RECTANGLE.png threshold:0.050 precision:0.996 recall:0.859 true_negative_rate:0.792 true_positive:32465 true_negative:511 false_positive:134 false_negative:5330 
aces_publicb_ocount_60_osize_6_otype_RECTANGLE.png threshold:0.100 precision:0.999 recall:0.717 true_negative_rate:0.946 true_positive:27110 true_negative:610 false_positive:35 false_negative:10685 
aces_publicb_ocount_60_osize_6_otype_RECTANGLE.png threshold:0.150 precision:0.999 recall:0.618 true_negative_rate:0.981 true_positive:23359 true_negative:633 false_positive:12 false_negative:14436 
aces_publicb_ocount_60_osize_6_otype_RECTANGLE.png threshold:0.200 precision:1.000 recall:0.541 true_negative_rate:0.991 true_positive:20430 true_negative:639 false_positive:6 false_negative:17365 
aces_publicb_ocount_60_osize_6_otype_RECTANGLE.png threshold:0.250 precision:1.000 recall:0.476 true_negative_rate:0.991 true_positive:17985 true_negative:639 false_positive:6 false_negative:19810 
aces_publicb_ocount_60_osize_6_otype_RECTANGLE.png threshold:0.300 precision:1.000 recall:0.420 true_negative_rate:1.000 true_positive:15884 true_negative:645 false_positive:0 false_negative:21911 
aces_publicb_ocount_60_osize_6_otype_RECTANGLE.png threshold:0.350 precision:1.000 recall:0.357 true_negative_rate:1.000 true_positive:13489 true_negative:645 false_positive:0 false_negative:24306 
aces_publicb_ocount_60_osize_6_otype_RECTANGLE.png threshold:0.400 precision:1.000 recall:0.286 true_negative_rate:1.000 true_positive:10810 true_negative:645 false_positive:0 false_negative:26985 
aces_publicb_ocount_60_osize_6_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.230 true_negative_rate:1.000 true_positive:8696 true_negative:645 false_positive:0 false_negative:29099 
aces_publicb_ocount_60_osize_6_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.184 true_negative_rate:1.000 true_positive:6946 true_negative:645 false_positive:0 false_negative:30849 
aces_publicb_ocount_60_osize_6_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.140 true_negative_rate:1.000 true_positive:5304 true_negative:645 false_positive:0 false_negative:32491 
aces_publicb_ocount_60_osize_6_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.099 true_negative_rate:1.000 true_positive:3753 true_negative:645 false_positive:0 false_negative:34042 
aces_publicb_ocount_60_osize_6_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.067 true_negative_rate:1.000 true_positive:2519 true_negative:645 false_positive:0 false_negative:35276 
aces_publicb_ocount_60_osize_6_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.034 true_negative_rate:1.000 true_positive:1301 true_negative:645 false_positive:0 false_negative:36494 
aces_publicb_ocount_60_osize_6_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.013 true_negative_rate:1.000 true_positive:501 true_negative:645 false_positive:0 false_negative:37294 
aces_publicb_ocount_60_osize_6_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:61 true_negative:645 false_positive:0 false_negative:37734 
aces_publicb_ocount_60_osize_6_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:34 true_negative:645 false_positive:0 false_negative:37761 
aces_publicb_ocount_60_osize_6_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:25 true_negative:645 false_positive:0 false_negative:37770 
aces_publicb_ocount_60_osize_6_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:12 true_negative:645 false_positive:0 false_negative:37783 
aces_publicb_ocount_60_osize_6_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:645 false_positive:0 false_negative:37794 
