aces_publicb_ocount_180_osize_13_otype_RECTANGLE.png threshold:0.000 precision:0.811 recall:1.000 true_negative_rate:0.000 true_positive:37795 true_negative:0 false_positive:8811 false_negative:0 
aces_publicb_ocount_180_osize_13_otype_RECTANGLE.png threshold:0.050 precision:0.852 recall:0.865 true_negative_rate:0.357 true_positive:32691 true_negative:3142 false_positive:5669 false_negative:5104 
aces_publicb_ocount_180_osize_13_otype_RECTANGLE.png threshold:0.100 precision:0.975 recall:0.723 true_negative_rate:0.922 true_positive:27342 true_negative:8124 false_positive:687 false_negative:10453 
aces_publicb_ocount_180_osize_13_otype_RECTANGLE.png threshold:0.150 precision:0.990 recall:0.618 true_negative_rate:0.972 true_positive:23370 true_negative:8566 false_positive:245 false_negative:14425 
aces_publicb_ocount_180_osize_13_otype_RECTANGLE.png threshold:0.200 precision:0.992 recall:0.537 true_negative_rate:0.981 true_positive:20309 true_negative:8646 false_positive:165 false_negative:17486 
aces_publicb_ocount_180_osize_13_otype_RECTANGLE.png threshold:0.250 precision:0.993 recall:0.477 true_negative_rate:0.986 true_positive:18015 true_negative:8686 false_positive:125 false_negative:19780 
aces_publicb_ocount_180_osize_13_otype_RECTANGLE.png threshold:0.300 precision:0.995 recall:0.417 true_negative_rate:0.992 true_positive:15751 true_negative:8739 false_positive:72 false_negative:22044 
aces_publicb_ocount_180_osize_13_otype_RECTANGLE.png threshold:0.350 precision:0.998 recall:0.349 true_negative_rate:0.997 true_positive:13202 true_negative:8787 false_positive:24 false_negative:24593 
aces_publicb_ocount_180_osize_13_otype_RECTANGLE.png threshold:0.400 precision:0.999 recall:0.277 true_negative_rate:0.998 true_positive:10483 true_negative:8796 false_positive:15 false_negative:27312 
aces_publicb_ocount_180_osize_13_otype_RECTANGLE.png threshold:0.450 precision:0.999 recall:0.226 true_negative_rate:0.999 true_positive:8526 true_negative:8801 false_positive:10 false_negative:29269 
aces_publicb_ocount_180_osize_13_otype_RECTANGLE.png threshold:0.500 precision:0.999 recall:0.177 true_negative_rate:0.999 true_positive:6696 true_negative:8803 false_positive:8 false_negative:31099 
aces_publicb_ocount_180_osize_13_otype_RECTANGLE.png threshold:0.550 precision:0.999 recall:0.132 true_negative_rate:1.000 true_positive:4993 true_negative:8807 false_positive:4 false_negative:32802 
aces_publicb_ocount_180_osize_13_otype_RECTANGLE.png threshold:0.600 precision:0.999 recall:0.094 true_negative_rate:1.000 true_positive:3537 true_negative:8808 false_positive:3 false_negative:34258 
aces_publicb_ocount_180_osize_13_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.060 true_negative_rate:1.000 true_positive:2250 true_negative:8811 false_positive:0 false_negative:35545 
aces_publicb_ocount_180_osize_13_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.029 true_negative_rate:1.000 true_positive:1092 true_negative:8811 false_positive:0 false_negative:36703 
aces_publicb_ocount_180_osize_13_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:340 true_negative:8811 false_positive:0 false_negative:37455 
aces_publicb_ocount_180_osize_13_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:48 true_negative:8811 false_positive:0 false_negative:37747 
aces_publicb_ocount_180_osize_13_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:30 true_negative:8811 false_positive:0 false_negative:37765 
aces_publicb_ocount_180_osize_13_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:20 true_negative:8811 false_positive:0 false_negative:37775 
aces_publicb_ocount_180_osize_13_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:9 true_negative:8811 false_positive:0 false_negative:37786 
aces_publicb_ocount_180_osize_13_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:8811 false_positive:0 false_negative:37794 
