aces_publicb_ocount_140_osize_11_otype_RECTANGLE.png threshold:0.000 precision:0.899 recall:1.000 true_negative_rate:0.000 true_positive:37795 true_negative:0 false_positive:4232 false_negative:0 
aces_publicb_ocount_140_osize_11_otype_RECTANGLE.png threshold:0.050 precision:0.943 recall:0.866 true_negative_rate:0.533 true_positive:32739 true_negative:2254 false_positive:1978 false_negative:5056 
aces_publicb_ocount_140_osize_11_otype_RECTANGLE.png threshold:0.100 precision:0.987 recall:0.727 true_negative_rate:0.918 true_positive:27474 true_negative:3884 false_positive:348 false_negative:10321 
aces_publicb_ocount_140_osize_11_otype_RECTANGLE.png threshold:0.150 precision:0.997 recall:0.621 true_negative_rate:0.983 true_positive:23453 true_negative:4159 false_positive:73 false_negative:14342 
aces_publicb_ocount_140_osize_11_otype_RECTANGLE.png threshold:0.200 precision:0.999 recall:0.539 true_negative_rate:0.994 true_positive:20376 true_negative:4205 false_positive:27 false_negative:17419 
aces_publicb_ocount_140_osize_11_otype_RECTANGLE.png threshold:0.250 precision:0.999 recall:0.475 true_negative_rate:0.996 true_positive:17969 true_negative:4216 false_positive:16 false_negative:19826 
aces_publicb_ocount_140_osize_11_otype_RECTANGLE.png threshold:0.300 precision:1.000 recall:0.420 true_negative_rate:0.999 true_positive:15858 true_negative:4227 false_positive:5 false_negative:21937 
aces_publicb_ocount_140_osize_11_otype_RECTANGLE.png threshold:0.350 precision:1.000 recall:0.358 true_negative_rate:1.000 true_positive:13520 true_negative:4231 false_positive:1 false_negative:24275 
aces_publicb_ocount_140_osize_11_otype_RECTANGLE.png threshold:0.400 precision:1.000 recall:0.288 true_negative_rate:1.000 true_positive:10894 true_negative:4232 false_positive:0 false_negative:26901 
aces_publicb_ocount_140_osize_11_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.232 true_negative_rate:1.000 true_positive:8780 true_negative:4232 false_positive:0 false_negative:29015 
aces_publicb_ocount_140_osize_11_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.186 true_negative_rate:1.000 true_positive:7030 true_negative:4232 false_positive:0 false_negative:30765 
aces_publicb_ocount_140_osize_11_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.141 true_negative_rate:1.000 true_positive:5339 true_negative:4232 false_positive:0 false_negative:32456 
aces_publicb_ocount_140_osize_11_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.102 true_negative_rate:1.000 true_positive:3839 true_negative:4232 false_positive:0 false_negative:33956 
aces_publicb_ocount_140_osize_11_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.069 true_negative_rate:1.000 true_positive:2592 true_negative:4232 false_positive:0 false_negative:35203 
aces_publicb_ocount_140_osize_11_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.036 true_negative_rate:1.000 true_positive:1368 true_negative:4232 false_positive:0 false_negative:36427 
aces_publicb_ocount_140_osize_11_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.015 true_negative_rate:1.000 true_positive:549 true_negative:4232 false_positive:0 false_negative:37246 
aces_publicb_ocount_140_osize_11_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:68 true_negative:4232 false_positive:0 false_negative:37727 
aces_publicb_ocount_140_osize_11_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:40 true_negative:4232 false_positive:0 false_negative:37755 
aces_publicb_ocount_140_osize_11_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:26 true_negative:4232 false_positive:0 false_negative:37769 
aces_publicb_ocount_140_osize_11_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:13 true_negative:4232 false_positive:0 false_negative:37782 
aces_publicb_ocount_140_osize_11_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:4232 false_positive:0 false_negative:37794 
