fhw_ocount_20_osize_11_otype_RANDOM.png threshold:0.000 precision:0.980 recall:1.000 true_negative_rate:0.000 true_positive:34831 true_negative:0 false_positive:701 false_negative:0 
fhw_ocount_20_osize_11_otype_RANDOM.png threshold:0.050 precision:0.981 recall:0.935 true_negative_rate:0.108 true_positive:32557 true_negative:76 false_positive:625 false_negative:2274 
fhw_ocount_20_osize_11_otype_RANDOM.png threshold:0.100 precision:0.988 recall:0.777 true_negative_rate:0.544 true_positive:27059 true_negative:381 false_positive:320 false_negative:7772 
fhw_ocount_20_osize_11_otype_RANDOM.png threshold:0.150 precision:0.996 recall:0.592 true_negative_rate:0.883 true_positive:20622 true_negative:619 false_positive:82 false_negative:14209 
fhw_ocount_20_osize_11_otype_RANDOM.png threshold:0.200 precision:0.999 recall:0.463 true_negative_rate:0.977 true_positive:16122 true_negative:685 false_positive:16 false_negative:18709 
fhw_ocount_20_osize_11_otype_RANDOM.png threshold:0.250 precision:1.000 recall:0.386 true_negative_rate:0.997 true_positive:13459 true_negative:699 false_positive:2 false_negative:21372 
fhw_ocount_20_osize_11_otype_RANDOM.png threshold:0.300 precision:1.000 recall:0.326 true_negative_rate:0.999 true_positive:11340 true_negative:700 false_positive:1 false_negative:23491 
fhw_ocount_20_osize_11_otype_RANDOM.png threshold:0.350 precision:1.000 recall:0.270 true_negative_rate:0.999 true_positive:9401 true_negative:700 false_positive:1 false_negative:25430 
fhw_ocount_20_osize_11_otype_RANDOM.png threshold:0.400 precision:1.000 recall:0.225 true_negative_rate:1.000 true_positive:7824 true_negative:701 false_positive:0 false_negative:27007 
fhw_ocount_20_osize_11_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.184 true_negative_rate:1.000 true_positive:6413 true_negative:701 false_positive:0 false_negative:28418 
fhw_ocount_20_osize_11_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.143 true_negative_rate:1.000 true_positive:4964 true_negative:701 false_positive:0 false_negative:29867 
fhw_ocount_20_osize_11_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.110 true_negative_rate:1.000 true_positive:3816 true_negative:701 false_positive:0 false_negative:31015 
fhw_ocount_20_osize_11_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.077 true_negative_rate:1.000 true_positive:2668 true_negative:701 false_positive:0 false_negative:32163 
fhw_ocount_20_osize_11_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.048 true_negative_rate:1.000 true_positive:1688 true_negative:701 false_positive:0 false_negative:33143 
fhw_ocount_20_osize_11_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.036 true_negative_rate:1.000 true_positive:1239 true_negative:701 false_positive:0 false_negative:33592 
fhw_ocount_20_osize_11_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.028 true_negative_rate:1.000 true_positive:970 true_negative:701 false_positive:0 false_negative:33861 
fhw_ocount_20_osize_11_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.019 true_negative_rate:1.000 true_positive:650 true_negative:701 false_positive:0 false_negative:34181 
fhw_ocount_20_osize_11_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.006 true_negative_rate:1.000 true_positive:206 true_negative:701 false_positive:0 false_negative:34625 
fhw_ocount_20_osize_11_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:44 true_negative:701 false_positive:0 false_negative:34787 
fhw_ocount_20_osize_11_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:12 true_negative:701 false_positive:0 false_negative:34819 
fhw_ocount_20_osize_11_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:701 false_positive:0 false_negative:34830 
