csail_ocount_40_osize_10_otype_RANDOM.png threshold:0.000 precision:0.914 recall:1.000 true_negative_rate:0.000 true_positive:16857 true_negative:0 false_positive:1588 false_negative:0 
csail_ocount_40_osize_10_otype_RANDOM.png threshold:0.050 precision:0.915 recall:0.939 true_negative_rate:0.079 true_positive:15836 true_negative:125 false_positive:1463 false_negative:1021 
csail_ocount_40_osize_10_otype_RANDOM.png threshold:0.100 precision:0.925 recall:0.805 true_negative_rate:0.304 true_positive:13567 true_negative:483 false_positive:1105 false_negative:3290 
csail_ocount_40_osize_10_otype_RANDOM.png threshold:0.150 precision:0.949 recall:0.596 true_negative_rate:0.661 true_positive:10046 true_negative:1050 false_positive:538 false_negative:6811 
csail_ocount_40_osize_10_otype_RANDOM.png threshold:0.200 precision:0.968 recall:0.419 true_negative_rate:0.854 true_positive:7063 true_negative:1356 false_positive:232 false_negative:9794 
csail_ocount_40_osize_10_otype_RANDOM.png threshold:0.250 precision:0.976 recall:0.308 true_negative_rate:0.920 true_positive:5197 true_negative:1461 false_positive:127 false_negative:11660 
csail_ocount_40_osize_10_otype_RANDOM.png threshold:0.300 precision:0.986 recall:0.235 true_negative_rate:0.965 true_positive:3954 true_negative:1532 false_positive:56 false_negative:12903 
csail_ocount_40_osize_10_otype_RANDOM.png threshold:0.350 precision:0.992 recall:0.175 true_negative_rate:0.984 true_positive:2958 true_negative:1563 false_positive:25 false_negative:13899 
csail_ocount_40_osize_10_otype_RANDOM.png threshold:0.400 precision:0.999 recall:0.127 true_negative_rate:0.999 true_positive:2138 true_negative:1586 false_positive:2 false_negative:14719 
csail_ocount_40_osize_10_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.089 true_negative_rate:1.000 true_positive:1502 true_negative:1588 false_positive:0 false_negative:15355 
csail_ocount_40_osize_10_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.055 true_negative_rate:1.000 true_positive:920 true_negative:1588 false_positive:0 false_negative:15937 
csail_ocount_40_osize_10_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.032 true_negative_rate:1.000 true_positive:532 true_negative:1588 false_positive:0 false_negative:16325 
csail_ocount_40_osize_10_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.016 true_negative_rate:1.000 true_positive:265 true_negative:1588 false_positive:0 false_negative:16592 
csail_ocount_40_osize_10_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.004 true_negative_rate:1.000 true_positive:74 true_negative:1588 false_positive:0 false_negative:16783 
csail_ocount_40_osize_10_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:38 true_negative:1588 false_positive:0 false_negative:16819 
csail_ocount_40_osize_10_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:26 true_negative:1588 false_positive:0 false_negative:16831 
csail_ocount_40_osize_10_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:15 true_negative:1588 false_positive:0 false_negative:16842 
csail_ocount_40_osize_10_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:8 true_negative:1588 false_positive:0 false_negative:16849 
csail_ocount_40_osize_10_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:4 true_negative:1588 false_positive:0 false_negative:16853 
csail_ocount_40_osize_10_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1588 false_positive:0 false_negative:16856 
csail_ocount_40_osize_10_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1588 false_positive:0 false_negative:16856 
