csail_ocount_60_osize_8_otype_RECTANGLE.png threshold:0.000 precision:0.942 recall:1.000 true_negative_rate:0.000 true_positive:16857 true_negative:0 false_positive:1045 false_negative:0 
csail_ocount_60_osize_8_otype_RECTANGLE.png threshold:0.050 precision:0.945 recall:0.967 true_negative_rate:0.094 true_positive:16301 true_negative:98 false_positive:947 false_negative:556 
csail_ocount_60_osize_8_otype_RECTANGLE.png threshold:0.100 precision:0.969 recall:0.867 true_negative_rate:0.558 true_positive:14619 true_negative:583 false_positive:462 false_negative:2238 
csail_ocount_60_osize_8_otype_RECTANGLE.png threshold:0.150 precision:0.985 recall:0.693 true_negative_rate:0.825 true_positive:11689 true_negative:862 false_positive:183 false_negative:5168 
csail_ocount_60_osize_8_otype_RECTANGLE.png threshold:0.200 precision:0.991 recall:0.505 true_negative_rate:0.930 true_positive:8512 true_negative:972 false_positive:73 false_negative:8345 
csail_ocount_60_osize_8_otype_RECTANGLE.png threshold:0.250 precision:0.995 recall:0.366 true_negative_rate:0.970 true_positive:6162 true_negative:1014 false_positive:31 false_negative:10695 
csail_ocount_60_osize_8_otype_RECTANGLE.png threshold:0.300 precision:0.998 recall:0.272 true_negative_rate:0.991 true_positive:4586 true_negative:1036 false_positive:9 false_negative:12271 
csail_ocount_60_osize_8_otype_RECTANGLE.png threshold:0.350 precision:1.000 recall:0.203 true_negative_rate:0.999 true_positive:3427 true_negative:1044 false_positive:1 false_negative:13430 
csail_ocount_60_osize_8_otype_RECTANGLE.png threshold:0.400 precision:1.000 recall:0.149 true_negative_rate:1.000 true_positive:2518 true_negative:1045 false_positive:0 false_negative:14339 
csail_ocount_60_osize_8_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.105 true_negative_rate:1.000 true_positive:1772 true_negative:1045 false_positive:0 false_negative:15085 
csail_ocount_60_osize_8_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.069 true_negative_rate:1.000 true_positive:1156 true_negative:1045 false_positive:0 false_negative:15701 
csail_ocount_60_osize_8_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.040 true_negative_rate:1.000 true_positive:681 true_negative:1045 false_positive:0 false_negative:16176 
csail_ocount_60_osize_8_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.023 true_negative_rate:1.000 true_positive:393 true_negative:1045 false_positive:0 false_negative:16464 
csail_ocount_60_osize_8_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.010 true_negative_rate:1.000 true_positive:166 true_negative:1045 false_positive:0 false_negative:16691 
csail_ocount_60_osize_8_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.004 true_negative_rate:1.000 true_positive:60 true_negative:1045 false_positive:0 false_negative:16797 
csail_ocount_60_osize_8_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:29 true_negative:1045 false_positive:0 false_negative:16828 
csail_ocount_60_osize_8_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:19 true_negative:1045 false_positive:0 false_negative:16838 
csail_ocount_60_osize_8_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:13 true_negative:1045 false_positive:0 false_negative:16844 
csail_ocount_60_osize_8_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:7 true_negative:1045 false_positive:0 false_negative:16850 
csail_ocount_60_osize_8_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:5 true_negative:1045 false_positive:0 false_negative:16852 
csail_ocount_60_osize_8_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1045 false_positive:0 false_negative:16856 
