fr101_ocount_180_osize_4_otype_RANDOM.png threshold:0.000 precision:0.887 recall:1.000 true_negative_rate:0.000 true_positive:14893 true_negative:0 false_positive:1897 false_negative:0 
fr101_ocount_180_osize_4_otype_RANDOM.png threshold:0.050 precision:0.946 recall:0.923 true_negative_rate:0.590 true_positive:13742 true_negative:1120 false_positive:777 false_negative:1151 
fr101_ocount_180_osize_4_otype_RANDOM.png threshold:0.100 precision:0.992 recall:0.801 true_negative_rate:0.946 true_positive:11922 true_negative:1795 false_positive:102 false_negative:2971 
fr101_ocount_180_osize_4_otype_RANDOM.png threshold:0.150 precision:0.998 recall:0.662 true_negative_rate:0.988 true_positive:9859 true_negative:1874 false_positive:23 false_negative:5034 
fr101_ocount_180_osize_4_otype_RANDOM.png threshold:0.200 precision:1.000 recall:0.546 true_negative_rate:0.998 true_positive:8137 true_negative:1893 false_positive:4 false_negative:6756 
fr101_ocount_180_osize_4_otype_RANDOM.png threshold:0.250 precision:1.000 recall:0.473 true_negative_rate:0.998 true_positive:7040 true_negative:1894 false_positive:3 false_negative:7853 
fr101_ocount_180_osize_4_otype_RANDOM.png threshold:0.300 precision:1.000 recall:0.414 true_negative_rate:0.998 true_positive:6172 true_negative:1894 false_positive:3 false_negative:8721 
fr101_ocount_180_osize_4_otype_RANDOM.png threshold:0.350 precision:0.999 recall:0.374 true_negative_rate:0.998 true_positive:5567 true_negative:1894 false_positive:3 false_negative:9326 
fr101_ocount_180_osize_4_otype_RANDOM.png threshold:0.400 precision:0.999 recall:0.325 true_negative_rate:0.998 true_positive:4844 true_negative:1894 false_positive:3 false_negative:10049 
fr101_ocount_180_osize_4_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.284 true_negative_rate:0.999 true_positive:4235 true_negative:1896 false_positive:1 false_negative:10658 
fr101_ocount_180_osize_4_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.252 true_negative_rate:0.999 true_positive:3749 true_negative:1896 false_positive:1 false_negative:11144 
fr101_ocount_180_osize_4_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.219 true_negative_rate:1.000 true_positive:3263 true_negative:1897 false_positive:0 false_negative:11630 
fr101_ocount_180_osize_4_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.187 true_negative_rate:1.000 true_positive:2787 true_negative:1897 false_positive:0 false_negative:12106 
fr101_ocount_180_osize_4_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.146 true_negative_rate:1.000 true_positive:2178 true_negative:1897 false_positive:0 false_negative:12715 
fr101_ocount_180_osize_4_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.112 true_negative_rate:1.000 true_positive:1671 true_negative:1897 false_positive:0 false_negative:13222 
fr101_ocount_180_osize_4_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.084 true_negative_rate:1.000 true_positive:1251 true_negative:1897 false_positive:0 false_negative:13642 
fr101_ocount_180_osize_4_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.053 true_negative_rate:1.000 true_positive:795 true_negative:1897 false_positive:0 false_negative:14098 
fr101_ocount_180_osize_4_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.022 true_negative_rate:1.000 true_positive:328 true_negative:1897 false_positive:0 false_negative:14565 
fr101_ocount_180_osize_4_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.007 true_negative_rate:1.000 true_positive:97 true_negative:1897 false_positive:0 false_negative:14796 
fr101_ocount_180_osize_4_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:25 true_negative:1897 false_positive:0 false_negative:14868 
fr101_ocount_180_osize_4_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1897 false_positive:0 false_negative:14892 
