edmonton_ocount_60_osize_23_otype_RECTANGLE.png threshold:0.000 precision:0.808 recall:1.000 true_negative_rate:0.000 true_positive:44587 true_negative:0 false_positive:10606 false_negative:0 
edmonton_ocount_60_osize_23_otype_RECTANGLE.png threshold:0.050 precision:0.785 recall:0.716 true_negative_rate:0.173 true_positive:31941 true_negative:1837 false_positive:8769 false_negative:12646 
edmonton_ocount_60_osize_23_otype_RECTANGLE.png threshold:0.100 precision:0.948 recall:0.456 true_negative_rate:0.895 true_positive:20345 true_negative:9488 false_positive:1118 false_negative:24242 
edmonton_ocount_60_osize_23_otype_RECTANGLE.png threshold:0.150 precision:0.986 recall:0.309 true_negative_rate:0.981 true_positive:13793 true_negative:10405 false_positive:201 false_negative:30794 
edmonton_ocount_60_osize_23_otype_RECTANGLE.png threshold:0.200 precision:0.993 recall:0.222 true_negative_rate:0.994 true_positive:9880 true_negative:10540 false_positive:66 false_negative:34707 
edmonton_ocount_60_osize_23_otype_RECTANGLE.png threshold:0.250 precision:0.998 recall:0.167 true_negative_rate:0.998 true_positive:7465 true_negative:10590 false_positive:16 false_negative:37122 
edmonton_ocount_60_osize_23_otype_RECTANGLE.png threshold:0.300 precision:0.999 recall:0.130 true_negative_rate:0.999 true_positive:5792 true_negative:10599 false_positive:7 false_negative:38795 
edmonton_ocount_60_osize_23_otype_RECTANGLE.png threshold:0.350 precision:1.000 recall:0.110 true_negative_rate:1.000 true_positive:4904 true_negative:10606 false_positive:0 false_negative:39683 
edmonton_ocount_60_osize_23_otype_RECTANGLE.png threshold:0.400 precision:1.000 recall:0.089 true_negative_rate:1.000 true_positive:3975 true_negative:10606 false_positive:0 false_negative:40612 
edmonton_ocount_60_osize_23_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.082 true_negative_rate:1.000 true_positive:3634 true_negative:10606 false_positive:0 false_negative:40953 
edmonton_ocount_60_osize_23_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.075 true_negative_rate:1.000 true_positive:3328 true_negative:10606 false_positive:0 false_negative:41259 
edmonton_ocount_60_osize_23_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.070 true_negative_rate:1.000 true_positive:3119 true_negative:10606 false_positive:0 false_negative:41468 
edmonton_ocount_60_osize_23_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.068 true_negative_rate:1.000 true_positive:3047 true_negative:10606 false_positive:0 false_negative:41540 
edmonton_ocount_60_osize_23_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.061 true_negative_rate:1.000 true_positive:2728 true_negative:10606 false_positive:0 false_negative:41859 
edmonton_ocount_60_osize_23_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.016 true_negative_rate:1.000 true_positive:731 true_negative:10606 false_positive:0 false_negative:43856 
edmonton_ocount_60_osize_23_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:395 true_negative:10606 false_positive:0 false_negative:44192 
edmonton_ocount_60_osize_23_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:16 true_negative:10606 false_positive:0 false_negative:44571 
edmonton_ocount_60_osize_23_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:10606 false_positive:0 false_negative:44586 
edmonton_ocount_60_osize_23_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:10606 false_positive:0 false_negative:44586 
edmonton_ocount_60_osize_23_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:10606 false_positive:0 false_negative:44586 
edmonton_ocount_60_osize_23_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:10606 false_positive:0 false_negative:44586 
