edmonton_ocount_20_osize_12_otype_RANDOM.png threshold:0.000 precision:0.977 recall:1.000 true_negative_rate:0.000 true_positive:44587 true_negative:0 false_positive:1036 false_negative:0 
edmonton_ocount_20_osize_12_otype_RANDOM.png threshold:0.050 precision:0.988 recall:0.704 true_negative_rate:0.631 true_positive:31402 true_negative:654 false_positive:382 false_negative:13185 
edmonton_ocount_20_osize_12_otype_RANDOM.png threshold:0.100 precision:0.997 recall:0.441 true_negative_rate:0.940 true_positive:19664 true_negative:974 false_positive:62 false_negative:24923 
edmonton_ocount_20_osize_12_otype_RANDOM.png threshold:0.150 precision:0.999 recall:0.304 true_negative_rate:0.987 true_positive:13573 true_negative:1023 false_positive:13 false_negative:31014 
edmonton_ocount_20_osize_12_otype_RANDOM.png threshold:0.200 precision:0.999 recall:0.219 true_negative_rate:0.994 true_positive:9756 true_negative:1030 false_positive:6 false_negative:34831 
edmonton_ocount_20_osize_12_otype_RANDOM.png threshold:0.250 precision:1.000 recall:0.165 true_negative_rate:1.000 true_positive:7372 true_negative:1036 false_positive:0 false_negative:37215 
edmonton_ocount_20_osize_12_otype_RANDOM.png threshold:0.300 precision:1.000 recall:0.128 true_negative_rate:1.000 true_positive:5703 true_negative:1036 false_positive:0 false_negative:38884 
edmonton_ocount_20_osize_12_otype_RANDOM.png threshold:0.350 precision:1.000 recall:0.109 true_negative_rate:1.000 true_positive:4851 true_negative:1036 false_positive:0 false_negative:39736 
edmonton_ocount_20_osize_12_otype_RANDOM.png threshold:0.400 precision:1.000 recall:0.089 true_negative_rate:1.000 true_positive:3954 true_negative:1036 false_positive:0 false_negative:40633 
edmonton_ocount_20_osize_12_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.081 true_negative_rate:1.000 true_positive:3620 true_negative:1036 false_positive:0 false_negative:40967 
edmonton_ocount_20_osize_12_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.075 true_negative_rate:1.000 true_positive:3323 true_negative:1036 false_positive:0 false_negative:41264 
edmonton_ocount_20_osize_12_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.070 true_negative_rate:1.000 true_positive:3109 true_negative:1036 false_positive:0 false_negative:41478 
edmonton_ocount_20_osize_12_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.068 true_negative_rate:1.000 true_positive:3050 true_negative:1036 false_positive:0 false_negative:41537 
edmonton_ocount_20_osize_12_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.061 true_negative_rate:1.000 true_positive:2699 true_negative:1036 false_positive:0 false_negative:41888 
edmonton_ocount_20_osize_12_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.015 true_negative_rate:1.000 true_positive:687 true_negative:1036 false_positive:0 false_negative:43900 
edmonton_ocount_20_osize_12_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:401 true_negative:1036 false_positive:0 false_negative:44186 
edmonton_ocount_20_osize_12_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:7 true_negative:1036 false_positive:0 false_negative:44580 
edmonton_ocount_20_osize_12_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1036 false_positive:0 false_negative:44586 
edmonton_ocount_20_osize_12_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1036 false_positive:0 false_negative:44586 
edmonton_ocount_20_osize_12_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1036 false_positive:0 false_negative:44586 
edmonton_ocount_20_osize_12_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1036 false_positive:0 false_negative:44586 
