fhw_ocount_60_osize_17_otype_RANDOM.png threshold:0.000 precision:0.861 recall:1.000 true_negative_rate:0.000 true_positive:34831 true_negative:0 false_positive:5610 false_negative:0 
fhw_ocount_60_osize_17_otype_RANDOM.png threshold:0.050 precision:0.857 recall:0.942 true_negative_rate:0.023 true_positive:32802 true_negative:131 false_positive:5479 false_negative:2029 
fhw_ocount_60_osize_17_otype_RANDOM.png threshold:0.100 precision:0.858 recall:0.806 true_negative_rate:0.170 true_positive:28065 true_negative:953 false_positive:4657 false_negative:6766 
fhw_ocount_60_osize_17_otype_RANDOM.png threshold:0.150 precision:0.883 recall:0.637 true_negative_rate:0.476 true_positive:22203 true_negative:2670 false_positive:2940 false_negative:12628 
fhw_ocount_60_osize_17_otype_RANDOM.png threshold:0.200 precision:0.930 recall:0.497 true_negative_rate:0.766 true_positive:17314 true_negative:4299 false_positive:1311 false_negative:17517 
fhw_ocount_60_osize_17_otype_RANDOM.png threshold:0.250 precision:0.967 recall:0.403 true_negative_rate:0.914 true_positive:14050 true_negative:5127 false_positive:483 false_negative:20781 
fhw_ocount_60_osize_17_otype_RANDOM.png threshold:0.300 precision:0.991 recall:0.334 true_negative_rate:0.980 true_positive:11637 true_negative:5500 false_positive:110 false_negative:23194 
fhw_ocount_60_osize_17_otype_RANDOM.png threshold:0.350 precision:0.997 recall:0.278 true_negative_rate:0.996 true_positive:9684 true_negative:5585 false_positive:25 false_negative:25147 
fhw_ocount_60_osize_17_otype_RANDOM.png threshold:0.400 precision:1.000 recall:0.231 true_negative_rate:0.999 true_positive:8034 true_negative:5606 false_positive:4 false_negative:26797 
fhw_ocount_60_osize_17_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.190 true_negative_rate:1.000 true_positive:6625 true_negative:5610 false_positive:0 false_negative:28206 
fhw_ocount_60_osize_17_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.150 true_negative_rate:1.000 true_positive:5209 true_negative:5610 false_positive:0 false_negative:29622 
fhw_ocount_60_osize_17_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.117 true_negative_rate:1.000 true_positive:4081 true_negative:5610 false_positive:0 false_negative:30750 
fhw_ocount_60_osize_17_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.085 true_negative_rate:1.000 true_positive:2946 true_negative:5610 false_positive:0 false_negative:31885 
fhw_ocount_60_osize_17_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.054 true_negative_rate:1.000 true_positive:1894 true_negative:5610 false_positive:0 false_negative:32937 
fhw_ocount_60_osize_17_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.039 true_negative_rate:1.000 true_positive:1368 true_negative:5610 false_positive:0 false_negative:33463 
fhw_ocount_60_osize_17_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.029 true_negative_rate:1.000 true_positive:1012 true_negative:5610 false_positive:0 false_negative:33819 
fhw_ocount_60_osize_17_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.022 true_negative_rate:1.000 true_positive:758 true_negative:5610 false_positive:0 false_negative:34073 
fhw_ocount_60_osize_17_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:314 true_negative:5610 false_positive:0 false_negative:34517 
fhw_ocount_60_osize_17_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.003 true_negative_rate:1.000 true_positive:112 true_negative:5610 false_positive:0 false_negative:34719 
fhw_ocount_60_osize_17_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:14 true_negative:5610 false_positive:0 false_negative:34817 
fhw_ocount_60_osize_17_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:5610 false_positive:0 false_negative:34830 
