aces_publicb_ocount_60_osize_32_otype_SQUARE.png threshold:0.000 precision:0.636 recall:1.000 true_negative_rate:0.000 true_positive:37795 true_negative:0 false_positive:21653 false_negative:0 
aces_publicb_ocount_60_osize_32_otype_SQUARE.png threshold:0.050 precision:0.610 recall:0.876 true_negative_rate:0.024 true_positive:33123 true_negative:513 false_positive:21140 false_negative:4672 
aces_publicb_ocount_60_osize_32_otype_SQUARE.png threshold:0.100 precision:0.607 recall:0.748 true_negative_rate:0.154 true_positive:28272 true_negative:3334 false_positive:18319 false_negative:9523 
aces_publicb_ocount_60_osize_32_otype_SQUARE.png threshold:0.150 precision:0.673 recall:0.637 true_negative_rate:0.460 true_positive:24063 true_negative:9962 false_positive:11691 false_negative:13732 
aces_publicb_ocount_60_osize_32_otype_SQUARE.png threshold:0.200 precision:0.809 recall:0.553 true_negative_rate:0.772 true_positive:20917 true_negative:16717 false_positive:4936 false_negative:16878 
aces_publicb_ocount_60_osize_32_otype_SQUARE.png threshold:0.250 precision:0.932 recall:0.487 true_negative_rate:0.938 true_positive:18403 true_negative:20309 false_positive:1344 false_negative:19392 
aces_publicb_ocount_60_osize_32_otype_SQUARE.png threshold:0.300 precision:0.982 recall:0.428 true_negative_rate:0.986 true_positive:16191 true_negative:21350 false_positive:303 false_negative:21604 
aces_publicb_ocount_60_osize_32_otype_SQUARE.png threshold:0.350 precision:0.997 recall:0.362 true_negative_rate:0.998 true_positive:13683 true_negative:21605 false_positive:48 false_negative:24112 
aces_publicb_ocount_60_osize_32_otype_SQUARE.png threshold:0.400 precision:0.998 recall:0.293 true_negative_rate:0.999 true_positive:11065 true_negative:21636 false_positive:17 false_negative:26730 
aces_publicb_ocount_60_osize_32_otype_SQUARE.png threshold:0.450 precision:0.999 recall:0.238 true_negative_rate:0.999 true_positive:8980 true_negative:21642 false_positive:11 false_negative:28815 
aces_publicb_ocount_60_osize_32_otype_SQUARE.png threshold:0.500 precision:0.998 recall:0.189 true_negative_rate:0.999 true_positive:7137 true_negative:21642 false_positive:11 false_negative:30658 
aces_publicb_ocount_60_osize_32_otype_SQUARE.png threshold:0.550 precision:0.998 recall:0.144 true_negative_rate:0.999 true_positive:5431 true_negative:21642 false_positive:11 false_negative:32364 
aces_publicb_ocount_60_osize_32_otype_SQUARE.png threshold:0.600 precision:0.998 recall:0.105 true_negative_rate:1.000 true_positive:3979 true_negative:21645 false_positive:8 false_negative:33816 
aces_publicb_ocount_60_osize_32_otype_SQUARE.png threshold:0.650 precision:0.998 recall:0.066 true_negative_rate:1.000 true_positive:2510 true_negative:21649 false_positive:4 false_negative:35285 
aces_publicb_ocount_60_osize_32_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.040 true_negative_rate:1.000 true_positive:1510 true_negative:21653 false_positive:0 false_negative:36285 
aces_publicb_ocount_60_osize_32_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.019 true_negative_rate:1.000 true_positive:721 true_negative:21653 false_positive:0 false_negative:37074 
aces_publicb_ocount_60_osize_32_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.005 true_negative_rate:1.000 true_positive:203 true_negative:21653 false_positive:0 false_negative:37592 
aces_publicb_ocount_60_osize_32_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:41 true_negative:21653 false_positive:0 false_negative:37754 
aces_publicb_ocount_60_osize_32_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:23 true_negative:21653 false_positive:0 false_negative:37772 
aces_publicb_ocount_60_osize_32_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:11 true_negative:21653 false_positive:0 false_negative:37784 
aces_publicb_ocount_60_osize_32_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:21653 false_positive:0 false_negative:37794 
