edmonton_ocount_160_osize_22_otype_RANDOM.png threshold:0.000 precision:0.632 recall:1.000 true_negative_rate:0.000 true_positive:44587 true_negative:0 false_positive:25971 false_negative:0 
edmonton_ocount_160_osize_22_otype_RANDOM.png threshold:0.050 precision:0.633 recall:0.738 true_negative_rate:0.264 true_positive:32912 true_negative:6849 false_positive:19122 false_negative:11675 
edmonton_ocount_160_osize_22_otype_RANDOM.png threshold:0.100 precision:0.840 recall:0.474 true_negative_rate:0.845 true_positive:21140 true_negative:21949 false_positive:4022 false_negative:23447 
edmonton_ocount_160_osize_22_otype_RANDOM.png threshold:0.150 precision:0.943 recall:0.325 true_negative_rate:0.966 true_positive:14499 true_negative:25096 false_positive:875 false_negative:30088 
edmonton_ocount_160_osize_22_otype_RANDOM.png threshold:0.200 precision:0.971 recall:0.232 true_negative_rate:0.988 true_positive:10355 true_negative:25658 false_positive:313 false_negative:34232 
edmonton_ocount_160_osize_22_otype_RANDOM.png threshold:0.250 precision:0.990 recall:0.169 true_negative_rate:0.997 true_positive:7556 true_negative:25893 false_positive:78 false_negative:37031 
edmonton_ocount_160_osize_22_otype_RANDOM.png threshold:0.300 precision:0.993 recall:0.133 true_negative_rate:0.998 true_positive:5950 true_negative:25929 false_positive:42 false_negative:38637 
edmonton_ocount_160_osize_22_otype_RANDOM.png threshold:0.350 precision:0.996 recall:0.111 true_negative_rate:0.999 true_positive:4963 true_negative:25950 false_positive:21 false_negative:39624 
edmonton_ocount_160_osize_22_otype_RANDOM.png threshold:0.400 precision:0.996 recall:0.091 true_negative_rate:0.999 true_positive:4068 true_negative:25954 false_positive:17 false_negative:40519 
edmonton_ocount_160_osize_22_otype_RANDOM.png threshold:0.450 precision:0.998 recall:0.082 true_negative_rate:1.000 true_positive:3642 true_negative:25964 false_positive:7 false_negative:40945 
edmonton_ocount_160_osize_22_otype_RANDOM.png threshold:0.500 precision:0.999 recall:0.075 true_negative_rate:1.000 true_positive:3337 true_negative:25967 false_positive:4 false_negative:41250 
edmonton_ocount_160_osize_22_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.070 true_negative_rate:1.000 true_positive:3112 true_negative:25971 false_positive:0 false_negative:41475 
edmonton_ocount_160_osize_22_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.068 true_negative_rate:1.000 true_positive:3035 true_negative:25971 false_positive:0 false_negative:41552 
edmonton_ocount_160_osize_22_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.060 true_negative_rate:1.000 true_positive:2664 true_negative:25971 false_positive:0 false_negative:41923 
edmonton_ocount_160_osize_22_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.019 true_negative_rate:1.000 true_positive:829 true_negative:25971 false_positive:0 false_negative:43758 
edmonton_ocount_160_osize_22_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:405 true_negative:25971 false_positive:0 false_negative:44182 
edmonton_ocount_160_osize_22_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:35 true_negative:25971 false_positive:0 false_negative:44552 
edmonton_ocount_160_osize_22_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:25971 false_positive:0 false_negative:44586 
edmonton_ocount_160_osize_22_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:25971 false_positive:0 false_negative:44586 
edmonton_ocount_160_osize_22_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:25971 false_positive:0 false_negative:44586 
edmonton_ocount_160_osize_22_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:25971 false_positive:0 false_negative:44586 
