csail_ocount_100_osize_8_otype_RANDOM.png threshold:0.000 precision:0.847 recall:1.000 true_negative_rate:0.000 true_positive:16857 true_negative:0 false_positive:3034 false_negative:0 
csail_ocount_100_osize_8_otype_RANDOM.png threshold:0.050 precision:0.850 recall:0.967 true_negative_rate:0.051 true_positive:16296 true_negative:154 false_positive:2880 false_negative:561 
csail_ocount_100_osize_8_otype_RANDOM.png threshold:0.100 precision:0.869 recall:0.881 true_negative_rate:0.263 true_positive:14850 true_negative:799 false_positive:2235 false_negative:2007 
csail_ocount_100_osize_8_otype_RANDOM.png threshold:0.150 precision:0.902 recall:0.713 true_negative_rate:0.569 true_positive:12020 true_negative:1727 false_positive:1307 false_negative:4837 
csail_ocount_100_osize_8_otype_RANDOM.png threshold:0.200 precision:0.941 recall:0.520 true_negative_rate:0.820 true_positive:8767 true_negative:2489 false_positive:545 false_negative:8090 
csail_ocount_100_osize_8_otype_RANDOM.png threshold:0.250 precision:0.971 recall:0.372 true_negative_rate:0.938 true_positive:6279 true_negative:2845 false_positive:189 false_negative:10578 
csail_ocount_100_osize_8_otype_RANDOM.png threshold:0.300 precision:0.985 recall:0.271 true_negative_rate:0.977 true_positive:4568 true_negative:2964 false_positive:70 false_negative:12289 
csail_ocount_100_osize_8_otype_RANDOM.png threshold:0.350 precision:0.996 recall:0.204 true_negative_rate:0.995 true_positive:3444 true_negative:3019 false_positive:15 false_negative:13413 
csail_ocount_100_osize_8_otype_RANDOM.png threshold:0.400 precision:0.998 recall:0.149 true_negative_rate:0.998 true_positive:2512 true_negative:3029 false_positive:5 false_negative:14345 
csail_ocount_100_osize_8_otype_RANDOM.png threshold:0.450 precision:0.999 recall:0.107 true_negative_rate:1.000 true_positive:1808 true_negative:3033 false_positive:1 false_negative:15049 
csail_ocount_100_osize_8_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.067 true_negative_rate:1.000 true_positive:1134 true_negative:3034 false_positive:0 false_negative:15723 
csail_ocount_100_osize_8_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.041 true_negative_rate:1.000 true_positive:690 true_negative:3034 false_positive:0 false_negative:16167 
csail_ocount_100_osize_8_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.023 true_negative_rate:1.000 true_positive:382 true_negative:3034 false_positive:0 false_negative:16475 
csail_ocount_100_osize_8_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.011 true_negative_rate:1.000 true_positive:178 true_negative:3034 false_positive:0 false_negative:16679 
csail_ocount_100_osize_8_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.004 true_negative_rate:1.000 true_positive:70 true_negative:3034 false_positive:0 false_negative:16787 
csail_ocount_100_osize_8_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:30 true_negative:3034 false_positive:0 false_negative:16827 
csail_ocount_100_osize_8_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:20 true_negative:3034 false_positive:0 false_negative:16837 
csail_ocount_100_osize_8_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:13 true_negative:3034 false_positive:0 false_negative:16844 
csail_ocount_100_osize_8_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:7 true_negative:3034 false_positive:0 false_negative:16850 
csail_ocount_100_osize_8_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:3 true_negative:3034 false_positive:0 false_negative:16854 
csail_ocount_100_osize_8_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:3034 false_positive:0 false_negative:16856 
