fr101_ocount_40_osize_6_otype_RANDOM.png threshold:0.000 precision:0.953 recall:1.000 true_negative_rate:0.000 true_positive:14893 true_negative:0 false_positive:728 false_negative:0 
fr101_ocount_40_osize_6_otype_RANDOM.png threshold:0.050 precision:0.973 recall:0.922 true_negative_rate:0.478 true_positive:13730 true_negative:348 false_positive:380 false_negative:1163 
fr101_ocount_40_osize_6_otype_RANDOM.png threshold:0.100 precision:0.993 recall:0.800 true_negative_rate:0.891 true_positive:11912 true_negative:649 false_positive:79 false_negative:2981 
fr101_ocount_40_osize_6_otype_RANDOM.png threshold:0.150 precision:0.996 recall:0.665 true_negative_rate:0.949 true_positive:9897 true_negative:691 false_positive:37 false_negative:4996 
fr101_ocount_40_osize_6_otype_RANDOM.png threshold:0.200 precision:0.998 recall:0.551 true_negative_rate:0.974 true_positive:8213 true_negative:709 false_positive:19 false_negative:6680 
fr101_ocount_40_osize_6_otype_RANDOM.png threshold:0.250 precision:0.999 recall:0.480 true_negative_rate:0.986 true_positive:7142 true_negative:718 false_positive:10 false_negative:7751 
fr101_ocount_40_osize_6_otype_RANDOM.png threshold:0.300 precision:0.998 recall:0.420 true_negative_rate:0.986 true_positive:6251 true_negative:718 false_positive:10 false_negative:8642 
fr101_ocount_40_osize_6_otype_RANDOM.png threshold:0.350 precision:0.998 recall:0.380 true_negative_rate:0.986 true_positive:5659 true_negative:718 false_positive:10 false_negative:9234 
fr101_ocount_40_osize_6_otype_RANDOM.png threshold:0.400 precision:0.999 recall:0.336 true_negative_rate:0.996 true_positive:4997 true_negative:725 false_positive:3 false_negative:9896 
fr101_ocount_40_osize_6_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.291 true_negative_rate:1.000 true_positive:4327 true_negative:728 false_positive:0 false_negative:10566 
fr101_ocount_40_osize_6_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.259 true_negative_rate:1.000 true_positive:3851 true_negative:728 false_positive:0 false_negative:11042 
fr101_ocount_40_osize_6_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.225 true_negative_rate:1.000 true_positive:3348 true_negative:728 false_positive:0 false_negative:11545 
fr101_ocount_40_osize_6_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.195 true_negative_rate:1.000 true_positive:2898 true_negative:728 false_positive:0 false_negative:11995 
fr101_ocount_40_osize_6_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.155 true_negative_rate:1.000 true_positive:2311 true_negative:728 false_positive:0 false_negative:12582 
fr101_ocount_40_osize_6_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.121 true_negative_rate:1.000 true_positive:1796 true_negative:728 false_positive:0 false_negative:13097 
fr101_ocount_40_osize_6_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.091 true_negative_rate:1.000 true_positive:1354 true_negative:728 false_positive:0 false_negative:13539 
fr101_ocount_40_osize_6_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.061 true_negative_rate:1.000 true_positive:914 true_negative:728 false_positive:0 false_negative:13979 
fr101_ocount_40_osize_6_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.029 true_negative_rate:1.000 true_positive:434 true_negative:728 false_positive:0 false_negative:14459 
fr101_ocount_40_osize_6_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.010 true_negative_rate:1.000 true_positive:148 true_negative:728 false_positive:0 false_negative:14745 
fr101_ocount_40_osize_6_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:34 true_negative:728 false_positive:0 false_negative:14859 
fr101_ocount_40_osize_6_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:728 false_positive:0 false_negative:14892 
