edmonton_ocount_140_osize_21_otype_RANDOM.png threshold:0.000 precision:0.670 recall:1.000 true_negative_rate:0.000 true_positive:44587 true_negative:0 false_positive:21966 false_negative:0 
edmonton_ocount_140_osize_21_otype_RANDOM.png threshold:0.050 precision:0.679 recall:0.736 true_negative_rate:0.295 true_positive:32832 true_negative:6471 false_positive:15495 false_negative:11755 
edmonton_ocount_140_osize_21_otype_RANDOM.png threshold:0.100 precision:0.789 recall:0.458 true_negative_rate:0.750 true_positive:20438 true_negative:16485 false_positive:5481 false_negative:24149 
edmonton_ocount_140_osize_21_otype_RANDOM.png threshold:0.150 precision:0.922 recall:0.322 true_negative_rate:0.945 true_positive:14355 true_negative:20749 false_positive:1217 false_negative:30232 
edmonton_ocount_140_osize_21_otype_RANDOM.png threshold:0.200 precision:0.961 recall:0.231 true_negative_rate:0.981 true_positive:10313 true_negative:21548 false_positive:418 false_negative:34274 
edmonton_ocount_140_osize_21_otype_RANDOM.png threshold:0.250 precision:0.979 recall:0.179 true_negative_rate:0.992 true_positive:7990 true_negative:21791 false_positive:175 false_negative:36597 
edmonton_ocount_140_osize_21_otype_RANDOM.png threshold:0.300 precision:0.981 recall:0.135 true_negative_rate:0.995 true_positive:6005 true_negative:21851 false_positive:115 false_negative:38582 
edmonton_ocount_140_osize_21_otype_RANDOM.png threshold:0.350 precision:0.988 recall:0.114 true_negative_rate:0.997 true_positive:5074 true_negative:21903 false_positive:63 false_negative:39513 
edmonton_ocount_140_osize_21_otype_RANDOM.png threshold:0.400 precision:0.991 recall:0.092 true_negative_rate:0.998 true_positive:4083 true_negative:21930 false_positive:36 false_negative:40504 
edmonton_ocount_140_osize_21_otype_RANDOM.png threshold:0.450 precision:0.999 recall:0.081 true_negative_rate:1.000 true_positive:3624 true_negative:21961 false_positive:5 false_negative:40963 
edmonton_ocount_140_osize_21_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.075 true_negative_rate:1.000 true_positive:3322 true_negative:21965 false_positive:1 false_negative:41265 
edmonton_ocount_140_osize_21_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.070 true_negative_rate:1.000 true_positive:3126 true_negative:21965 false_positive:1 false_negative:41461 
edmonton_ocount_140_osize_21_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.068 true_negative_rate:1.000 true_positive:3050 true_negative:21966 false_positive:0 false_negative:41537 
edmonton_ocount_140_osize_21_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.060 true_negative_rate:1.000 true_positive:2692 true_negative:21966 false_positive:0 false_negative:41895 
edmonton_ocount_140_osize_21_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.018 true_negative_rate:1.000 true_positive:801 true_negative:21966 false_positive:0 false_negative:43786 
edmonton_ocount_140_osize_21_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.010 true_negative_rate:1.000 true_positive:434 true_negative:21966 false_positive:0 false_negative:44153 
edmonton_ocount_140_osize_21_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:42 true_negative:21966 false_positive:0 false_negative:44545 
edmonton_ocount_140_osize_21_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:2 true_negative:21966 false_positive:0 false_negative:44585 
edmonton_ocount_140_osize_21_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:21966 false_positive:0 false_negative:44586 
edmonton_ocount_140_osize_21_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:21966 false_positive:0 false_negative:44586 
edmonton_ocount_140_osize_21_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:21966 false_positive:0 false_negative:44586 
