fr101_ocount_60_osize_4_otype_RECTANGLE.png threshold:0.000 precision:0.976 recall:1.000 true_negative_rate:0.000 true_positive:14893 true_negative:0 false_positive:360 false_negative:0 
fr101_ocount_60_osize_4_otype_RECTANGLE.png threshold:0.050 precision:0.992 recall:0.921 true_negative_rate:0.703 true_positive:13721 true_negative:253 false_positive:107 false_negative:1172 
fr101_ocount_60_osize_4_otype_RECTANGLE.png threshold:0.100 precision:0.999 recall:0.800 true_negative_rate:0.956 true_positive:11912 true_negative:344 false_positive:16 false_negative:2981 
fr101_ocount_60_osize_4_otype_RECTANGLE.png threshold:0.150 precision:1.000 recall:0.663 true_negative_rate:0.989 true_positive:9879 true_negative:356 false_positive:4 false_negative:5014 
fr101_ocount_60_osize_4_otype_RECTANGLE.png threshold:0.200 precision:1.000 recall:0.551 true_negative_rate:1.000 true_positive:8213 true_negative:360 false_positive:0 false_negative:6680 
fr101_ocount_60_osize_4_otype_RECTANGLE.png threshold:0.250 precision:1.000 recall:0.479 true_negative_rate:1.000 true_positive:7130 true_negative:360 false_positive:0 false_negative:7763 
fr101_ocount_60_osize_4_otype_RECTANGLE.png threshold:0.300 precision:1.000 recall:0.418 true_negative_rate:1.000 true_positive:6227 true_negative:360 false_positive:0 false_negative:8666 
fr101_ocount_60_osize_4_otype_RECTANGLE.png threshold:0.350 precision:1.000 recall:0.378 true_negative_rate:1.000 true_positive:5628 true_negative:360 false_positive:0 false_negative:9265 
fr101_ocount_60_osize_4_otype_RECTANGLE.png threshold:0.400 precision:1.000 recall:0.332 true_negative_rate:1.000 true_positive:4943 true_negative:360 false_positive:0 false_negative:9950 
fr101_ocount_60_osize_4_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.289 true_negative_rate:1.000 true_positive:4305 true_negative:360 false_positive:0 false_negative:10588 
fr101_ocount_60_osize_4_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.258 true_negative_rate:1.000 true_positive:3849 true_negative:360 false_positive:0 false_negative:11044 
fr101_ocount_60_osize_4_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.224 true_negative_rate:1.000 true_positive:3342 true_negative:360 false_positive:0 false_negative:11551 
fr101_ocount_60_osize_4_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.194 true_negative_rate:1.000 true_positive:2895 true_negative:360 false_positive:0 false_negative:11998 
fr101_ocount_60_osize_4_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.155 true_negative_rate:1.000 true_positive:2306 true_negative:360 false_positive:0 false_negative:12587 
fr101_ocount_60_osize_4_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.120 true_negative_rate:1.000 true_positive:1782 true_negative:360 false_positive:0 false_negative:13111 
fr101_ocount_60_osize_4_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.091 true_negative_rate:1.000 true_positive:1348 true_negative:360 false_positive:0 false_negative:13545 
fr101_ocount_60_osize_4_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.060 true_negative_rate:1.000 true_positive:897 true_negative:360 false_positive:0 false_negative:13996 
fr101_ocount_60_osize_4_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.029 true_negative_rate:1.000 true_positive:429 true_negative:360 false_positive:0 false_negative:14464 
fr101_ocount_60_osize_4_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.010 true_negative_rate:1.000 true_positive:145 true_negative:360 false_positive:0 false_negative:14748 
fr101_ocount_60_osize_4_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:36 true_negative:360 false_positive:0 false_negative:14857 
fr101_ocount_60_osize_4_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:360 false_positive:0 false_negative:14892 
