csail_ocount_40_osize_20_otype_RECTANGLE.png threshold:0.000 precision:0.806 recall:1.000 true_negative_rate:0.000 true_positive:16857 true_negative:0 false_positive:4049 false_negative:0 
csail_ocount_40_osize_20_otype_RECTANGLE.png threshold:0.050 precision:0.799 recall:0.937 true_negative_rate:0.017 true_positive:15790 true_negative:67 false_positive:3982 false_negative:1067 
csail_ocount_40_osize_20_otype_RECTANGLE.png threshold:0.100 precision:0.789 recall:0.810 true_negative_rate:0.099 true_positive:13655 true_negative:402 false_positive:3647 false_negative:3202 
csail_ocount_40_osize_20_otype_RECTANGLE.png threshold:0.150 precision:0.793 recall:0.629 true_negative_rate:0.316 true_positive:10602 true_negative:1280 false_positive:2769 false_negative:6255 
csail_ocount_40_osize_20_otype_RECTANGLE.png threshold:0.200 precision:0.851 recall:0.461 true_negative_rate:0.664 true_positive:7778 true_negative:2689 false_positive:1360 false_negative:9079 
csail_ocount_40_osize_20_otype_RECTANGLE.png threshold:0.250 precision:0.917 recall:0.331 true_negative_rate:0.876 true_positive:5575 true_negative:3547 false_positive:502 false_negative:11282 
csail_ocount_40_osize_20_otype_RECTANGLE.png threshold:0.300 precision:0.941 recall:0.247 true_negative_rate:0.936 true_positive:4168 true_negative:3789 false_positive:260 false_negative:12689 
csail_ocount_40_osize_20_otype_RECTANGLE.png threshold:0.350 precision:0.966 recall:0.188 true_negative_rate:0.972 true_positive:3175 true_negative:3936 false_positive:113 false_negative:13682 
csail_ocount_40_osize_20_otype_RECTANGLE.png threshold:0.400 precision:0.979 recall:0.137 true_negative_rate:0.988 true_positive:2301 true_negative:4000 false_positive:49 false_negative:14556 
csail_ocount_40_osize_20_otype_RECTANGLE.png threshold:0.450 precision:0.990 recall:0.096 true_negative_rate:0.996 true_positive:1620 true_negative:4032 false_positive:17 false_negative:15237 
csail_ocount_40_osize_20_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.060 true_negative_rate:1.000 true_positive:1012 true_negative:4049 false_positive:0 false_negative:15845 
csail_ocount_40_osize_20_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.036 true_negative_rate:1.000 true_positive:605 true_negative:4049 false_positive:0 false_negative:16252 
csail_ocount_40_osize_20_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.020 true_negative_rate:1.000 true_positive:338 true_negative:4049 false_positive:0 false_negative:16519 
csail_ocount_40_osize_20_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:148 true_negative:4049 false_positive:0 false_negative:16709 
csail_ocount_40_osize_20_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.003 true_negative_rate:1.000 true_positive:54 true_negative:4049 false_positive:0 false_negative:16803 
csail_ocount_40_osize_20_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:29 true_negative:4049 false_positive:0 false_negative:16828 
csail_ocount_40_osize_20_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:17 true_negative:4049 false_positive:0 false_negative:16840 
csail_ocount_40_osize_20_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:9 true_negative:4049 false_positive:0 false_negative:16848 
csail_ocount_40_osize_20_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:5 true_negative:4049 false_positive:0 false_negative:16852 
csail_ocount_40_osize_20_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:4 true_negative:4049 false_positive:0 false_negative:16853 
csail_ocount_40_osize_20_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:4049 false_positive:0 false_negative:16856 
