edmonton_ocount_60_osize_37_otype_RECTANGLE.png threshold:0.000 precision:0.700 recall:1.000 true_negative_rate:0.000 true_positive:44587 true_negative:0 false_positive:19098 false_negative:0 
edmonton_ocount_60_osize_37_otype_RECTANGLE.png threshold:0.050 precision:0.650 recall:0.742 true_negative_rate:0.065 true_positive:33105 true_negative:1247 false_positive:17851 false_negative:11482 
edmonton_ocount_60_osize_37_otype_RECTANGLE.png threshold:0.100 precision:0.696 recall:0.477 true_negative_rate:0.514 true_positive:21263 true_negative:9822 false_positive:9276 false_negative:23324 
edmonton_ocount_60_osize_37_otype_RECTANGLE.png threshold:0.150 precision:0.866 recall:0.328 true_negative_rate:0.882 true_positive:14605 true_negative:16844 false_positive:2254 false_negative:29982 
edmonton_ocount_60_osize_37_otype_RECTANGLE.png threshold:0.200 precision:0.952 recall:0.229 true_negative_rate:0.973 true_positive:10210 true_negative:18583 false_positive:515 false_negative:34377 
edmonton_ocount_60_osize_37_otype_RECTANGLE.png threshold:0.250 precision:0.983 recall:0.171 true_negative_rate:0.993 true_positive:7631 true_negative:18968 false_positive:130 false_negative:36956 
edmonton_ocount_60_osize_37_otype_RECTANGLE.png threshold:0.300 precision:0.990 recall:0.133 true_negative_rate:0.997 true_positive:5945 true_negative:19037 false_positive:61 false_negative:38642 
edmonton_ocount_60_osize_37_otype_RECTANGLE.png threshold:0.350 precision:1.000 recall:0.110 true_negative_rate:1.000 true_positive:4900 true_negative:19097 false_positive:1 false_negative:39687 
edmonton_ocount_60_osize_37_otype_RECTANGLE.png threshold:0.400 precision:1.000 recall:0.090 true_negative_rate:1.000 true_positive:4013 true_negative:19098 false_positive:0 false_negative:40574 
edmonton_ocount_60_osize_37_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.082 true_negative_rate:1.000 true_positive:3644 true_negative:19098 false_positive:0 false_negative:40943 
edmonton_ocount_60_osize_37_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.073 true_negative_rate:1.000 true_positive:3264 true_negative:19098 false_positive:0 false_negative:41323 
edmonton_ocount_60_osize_37_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.070 true_negative_rate:1.000 true_positive:3133 true_negative:19098 false_positive:0 false_negative:41454 
edmonton_ocount_60_osize_37_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.068 true_negative_rate:1.000 true_positive:3049 true_negative:19098 false_positive:0 false_negative:41538 
edmonton_ocount_60_osize_37_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.061 true_negative_rate:1.000 true_positive:2716 true_negative:19098 false_positive:0 false_negative:41871 
edmonton_ocount_60_osize_37_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.020 true_negative_rate:1.000 true_positive:907 true_negative:19098 false_positive:0 false_negative:43680 
edmonton_ocount_60_osize_37_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.010 true_negative_rate:1.000 true_positive:435 true_negative:19098 false_positive:0 false_negative:44152 
edmonton_ocount_60_osize_37_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:14 true_negative:19098 false_positive:0 false_negative:44573 
edmonton_ocount_60_osize_37_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:19098 false_positive:0 false_negative:44586 
edmonton_ocount_60_osize_37_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:19098 false_positive:0 false_negative:44586 
edmonton_ocount_60_osize_37_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:19098 false_positive:0 false_negative:44586 
edmonton_ocount_60_osize_37_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:19098 false_positive:0 false_negative:44586 
