csail_ocount_20_osize_7_otype_RECTANGLE.png threshold:0.000 precision:0.984 recall:1.000 true_negative_rate:0.000 true_positive:16857 true_negative:0 false_positive:278 false_negative:0 
csail_ocount_20_osize_7_otype_RECTANGLE.png threshold:0.050 precision:0.985 recall:0.977 true_negative_rate:0.079 true_positive:16461 true_negative:22 false_positive:256 false_negative:396 
csail_ocount_20_osize_7_otype_RECTANGLE.png threshold:0.100 precision:0.987 recall:0.903 true_negative_rate:0.302 true_positive:15225 true_negative:84 false_positive:194 false_negative:1632 
csail_ocount_20_osize_7_otype_RECTANGLE.png threshold:0.150 precision:0.995 recall:0.758 true_negative_rate:0.755 true_positive:12776 true_negative:210 false_positive:68 false_negative:4081 
csail_ocount_20_osize_7_otype_RECTANGLE.png threshold:0.200 precision:0.997 recall:0.571 true_negative_rate:0.903 true_positive:9624 true_negative:251 false_positive:27 false_negative:7233 
csail_ocount_20_osize_7_otype_RECTANGLE.png threshold:0.250 precision:0.999 recall:0.416 true_negative_rate:0.982 true_positive:7011 true_negative:273 false_positive:5 false_negative:9846 
csail_ocount_20_osize_7_otype_RECTANGLE.png threshold:0.300 precision:1.000 recall:0.308 true_negative_rate:1.000 true_positive:5199 true_negative:278 false_positive:0 false_negative:11658 
csail_ocount_20_osize_7_otype_RECTANGLE.png threshold:0.350 precision:1.000 recall:0.230 true_negative_rate:1.000 true_positive:3871 true_negative:278 false_positive:0 false_negative:12986 
csail_ocount_20_osize_7_otype_RECTANGLE.png threshold:0.400 precision:1.000 recall:0.165 true_negative_rate:1.000 true_positive:2788 true_negative:278 false_positive:0 false_negative:14069 
csail_ocount_20_osize_7_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.111 true_negative_rate:1.000 true_positive:1867 true_negative:278 false_positive:0 false_negative:14990 
csail_ocount_20_osize_7_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.072 true_negative_rate:1.000 true_positive:1207 true_negative:278 false_positive:0 false_negative:15650 
csail_ocount_20_osize_7_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.042 true_negative_rate:1.000 true_positive:716 true_negative:278 false_positive:0 false_negative:16141 
csail_ocount_20_osize_7_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.024 true_negative_rate:1.000 true_positive:403 true_negative:278 false_positive:0 false_negative:16454 
csail_ocount_20_osize_7_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.011 true_negative_rate:1.000 true_positive:185 true_negative:278 false_positive:0 false_negative:16672 
csail_ocount_20_osize_7_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.004 true_negative_rate:1.000 true_positive:70 true_negative:278 false_positive:0 false_negative:16787 
csail_ocount_20_osize_7_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:30 true_negative:278 false_positive:0 false_negative:16827 
csail_ocount_20_osize_7_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:18 true_negative:278 false_positive:0 false_negative:16839 
csail_ocount_20_osize_7_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:13 true_negative:278 false_positive:0 false_negative:16844 
csail_ocount_20_osize_7_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:6 true_negative:278 false_positive:0 false_negative:16851 
csail_ocount_20_osize_7_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:5 true_negative:278 false_positive:0 false_negative:16852 
csail_ocount_20_osize_7_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:278 false_positive:0 false_negative:16856 
