edmonton_ocount_80_osize_19_otype_SQUARE.png threshold:0.000 precision:0.818 recall:1.000 true_negative_rate:0.000 true_positive:44587 true_negative:0 false_positive:9930 false_negative:0 
edmonton_ocount_80_osize_19_otype_SQUARE.png threshold:0.050 precision:0.835 recall:0.716 true_negative_rate:0.365 true_positive:31930 true_negative:3623 false_positive:6307 false_negative:12657 
edmonton_ocount_80_osize_19_otype_SQUARE.png threshold:0.100 precision:0.972 recall:0.451 true_negative_rate:0.941 true_positive:20102 true_negative:9342 false_positive:588 false_negative:24485 
edmonton_ocount_80_osize_19_otype_SQUARE.png threshold:0.150 precision:0.996 recall:0.305 true_negative_rate:0.994 true_positive:13590 true_negative:9871 false_positive:59 false_negative:30997 
edmonton_ocount_80_osize_19_otype_SQUARE.png threshold:0.200 precision:0.998 recall:0.219 true_negative_rate:0.998 true_positive:9777 true_negative:9911 false_positive:19 false_negative:34810 
edmonton_ocount_80_osize_19_otype_SQUARE.png threshold:0.250 precision:0.999 recall:0.167 true_negative_rate:0.999 true_positive:7457 true_negative:9925 false_positive:5 false_negative:37130 
edmonton_ocount_80_osize_19_otype_SQUARE.png threshold:0.300 precision:1.000 recall:0.129 true_negative_rate:1.000 true_positive:5732 true_negative:9930 false_positive:0 false_negative:38855 
edmonton_ocount_80_osize_19_otype_SQUARE.png threshold:0.350 precision:1.000 recall:0.109 true_negative_rate:1.000 true_positive:4863 true_negative:9930 false_positive:0 false_negative:39724 
edmonton_ocount_80_osize_19_otype_SQUARE.png threshold:0.400 precision:1.000 recall:0.088 true_negative_rate:1.000 true_positive:3944 true_negative:9930 false_positive:0 false_negative:40643 
edmonton_ocount_80_osize_19_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.081 true_negative_rate:1.000 true_positive:3621 true_negative:9930 false_positive:0 false_negative:40966 
edmonton_ocount_80_osize_19_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.075 true_negative_rate:1.000 true_positive:3337 true_negative:9930 false_positive:0 false_negative:41250 
edmonton_ocount_80_osize_19_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.070 true_negative_rate:1.000 true_positive:3114 true_negative:9930 false_positive:0 false_negative:41473 
edmonton_ocount_80_osize_19_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.068 true_negative_rate:1.000 true_positive:3042 true_negative:9930 false_positive:0 false_negative:41545 
edmonton_ocount_80_osize_19_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.061 true_negative_rate:1.000 true_positive:2741 true_negative:9930 false_positive:0 false_negative:41846 
edmonton_ocount_80_osize_19_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.017 true_negative_rate:1.000 true_positive:765 true_negative:9930 false_positive:0 false_negative:43822 
edmonton_ocount_80_osize_19_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:400 true_negative:9930 false_positive:0 false_negative:44187 
edmonton_ocount_80_osize_19_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:6 true_negative:9930 false_positive:0 false_negative:44581 
edmonton_ocount_80_osize_19_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:9930 false_positive:0 false_negative:44586 
edmonton_ocount_80_osize_19_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:9930 false_positive:0 false_negative:44586 
edmonton_ocount_80_osize_19_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:9930 false_positive:0 false_negative:44586 
edmonton_ocount_80_osize_19_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:9930 false_positive:0 false_negative:44586 
