fr079_ocount_40_osize_8_otype_SQUARE.png threshold:0.000 precision:0.979 recall:1.000 true_negative_rate:0.000 true_positive:36465 true_negative:0 false_positive:785 false_negative:0 
fr079_ocount_40_osize_8_otype_SQUARE.png threshold:0.050 precision:0.985 recall:0.979 true_negative_rate:0.311 true_positive:35696 true_negative:244 false_positive:541 false_negative:769 
fr079_ocount_40_osize_8_otype_SQUARE.png threshold:0.100 precision:0.991 recall:0.913 true_negative_rate:0.608 true_positive:33287 true_negative:477 false_positive:308 false_negative:3178 
fr079_ocount_40_osize_8_otype_SQUARE.png threshold:0.150 precision:0.996 recall:0.779 true_negative_rate:0.845 true_positive:28397 true_negative:663 false_positive:122 false_negative:8068 
fr079_ocount_40_osize_8_otype_SQUARE.png threshold:0.200 precision:0.998 recall:0.614 true_negative_rate:0.945 true_positive:22404 true_negative:742 false_positive:43 false_negative:14061 
fr079_ocount_40_osize_8_otype_SQUARE.png threshold:0.250 precision:0.999 recall:0.481 true_negative_rate:0.980 true_positive:17528 true_negative:769 false_positive:16 false_negative:18937 
fr079_ocount_40_osize_8_otype_SQUARE.png threshold:0.300 precision:1.000 recall:0.378 true_negative_rate:0.996 true_positive:13772 true_negative:782 false_positive:3 false_negative:22693 
fr079_ocount_40_osize_8_otype_SQUARE.png threshold:0.350 precision:1.000 recall:0.279 true_negative_rate:0.999 true_positive:10161 true_negative:784 false_positive:1 false_negative:26304 
fr079_ocount_40_osize_8_otype_SQUARE.png threshold:0.400 precision:1.000 recall:0.200 true_negative_rate:0.999 true_positive:7305 true_negative:784 false_positive:1 false_negative:29160 
fr079_ocount_40_osize_8_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.141 true_negative_rate:0.999 true_positive:5128 true_negative:784 false_positive:1 false_negative:31337 
fr079_ocount_40_osize_8_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.097 true_negative_rate:1.000 true_positive:3543 true_negative:785 false_positive:0 false_negative:32922 
fr079_ocount_40_osize_8_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.066 true_negative_rate:1.000 true_positive:2396 true_negative:785 false_positive:0 false_negative:34069 
fr079_ocount_40_osize_8_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.039 true_negative_rate:1.000 true_positive:1409 true_negative:785 false_positive:0 false_negative:35056 
fr079_ocount_40_osize_8_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.018 true_negative_rate:1.000 true_positive:664 true_negative:785 false_positive:0 false_negative:35801 
fr079_ocount_40_osize_8_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.007 true_negative_rate:1.000 true_positive:261 true_negative:785 false_positive:0 false_negative:36204 
fr079_ocount_40_osize_8_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.004 true_negative_rate:1.000 true_positive:128 true_negative:785 false_positive:0 false_negative:36337 
fr079_ocount_40_osize_8_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:54 true_negative:785 false_positive:0 false_negative:36411 
fr079_ocount_40_osize_8_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:29 true_negative:785 false_positive:0 false_negative:36436 
fr079_ocount_40_osize_8_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:18 true_negative:785 false_positive:0 false_negative:36447 
fr079_ocount_40_osize_8_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:7 true_negative:785 false_positive:0 false_negative:36458 
fr079_ocount_40_osize_8_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:785 false_positive:0 false_negative:36464 
