edmonton_ocount_60_osize_37_otype_SQUARE.png threshold:0.000 precision:0.582 recall:1.000 true_negative_rate:0.000 true_positive:44587 true_negative:0 false_positive:32058 false_negative:0 
edmonton_ocount_60_osize_37_otype_SQUARE.png threshold:0.050 precision:0.526 recall:0.745 true_negative_rate:0.067 true_positive:33212 true_negative:2133 false_positive:29925 false_negative:11375 
edmonton_ocount_60_osize_37_otype_SQUARE.png threshold:0.100 precision:0.528 recall:0.494 true_negative_rate:0.387 true_positive:22029 true_negative:12404 false_positive:19654 false_negative:22558 
edmonton_ocount_60_osize_37_otype_SQUARE.png threshold:0.150 precision:0.762 recall:0.320 true_negative_rate:0.861 true_positive:14278 true_negative:27596 false_positive:4462 false_negative:30309 
edmonton_ocount_60_osize_37_otype_SQUARE.png threshold:0.200 precision:0.906 recall:0.230 true_negative_rate:0.967 true_positive:10265 true_negative:30988 false_positive:1070 false_negative:34322 
edmonton_ocount_60_osize_37_otype_SQUARE.png threshold:0.250 precision:0.973 recall:0.172 true_negative_rate:0.993 true_positive:7656 true_negative:31843 false_positive:215 false_negative:36931 
edmonton_ocount_60_osize_37_otype_SQUARE.png threshold:0.300 precision:0.985 recall:0.132 true_negative_rate:0.997 true_positive:5887 true_negative:31968 false_positive:90 false_negative:38700 
edmonton_ocount_60_osize_37_otype_SQUARE.png threshold:0.350 precision:0.989 recall:0.109 true_negative_rate:0.998 true_positive:4844 true_negative:32002 false_positive:56 false_negative:39743 
edmonton_ocount_60_osize_37_otype_SQUARE.png threshold:0.400 precision:0.999 recall:0.094 true_negative_rate:1.000 true_positive:4198 true_negative:32054 false_positive:4 false_negative:40389 
edmonton_ocount_60_osize_37_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.084 true_negative_rate:1.000 true_positive:3756 true_negative:32058 false_positive:0 false_negative:40831 
edmonton_ocount_60_osize_37_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.074 true_negative_rate:1.000 true_positive:3316 true_negative:32058 false_positive:0 false_negative:41271 
edmonton_ocount_60_osize_37_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.070 true_negative_rate:1.000 true_positive:3102 true_negative:32058 false_positive:0 false_negative:41485 
edmonton_ocount_60_osize_37_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.067 true_negative_rate:1.000 true_positive:3006 true_negative:32058 false_positive:0 false_negative:41581 
edmonton_ocount_60_osize_37_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.062 true_negative_rate:1.000 true_positive:2750 true_negative:32058 false_positive:0 false_negative:41837 
edmonton_ocount_60_osize_37_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.020 true_negative_rate:1.000 true_positive:886 true_negative:32058 false_positive:0 false_negative:43701 
edmonton_ocount_60_osize_37_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:390 true_negative:32058 false_positive:0 false_negative:44197 
edmonton_ocount_60_osize_37_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:90 true_negative:32058 false_positive:0 false_negative:44497 
edmonton_ocount_60_osize_37_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:32058 false_positive:0 false_negative:44586 
edmonton_ocount_60_osize_37_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:32058 false_positive:0 false_negative:44586 
edmonton_ocount_60_osize_37_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:32058 false_positive:0 false_negative:44586 
edmonton_ocount_60_osize_37_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:32058 false_positive:0 false_negative:44586 
