edmonton_ocount_80_osize_12_otype_RANDOM.png threshold:0.000 precision:0.903 recall:1.000 true_negative_rate:0.000 true_positive:44587 true_negative:0 false_positive:4803 false_negative:0 
edmonton_ocount_80_osize_12_otype_RANDOM.png threshold:0.050 precision:0.943 recall:0.704 true_negative_rate:0.603 true_positive:31382 true_negative:2895 false_positive:1908 false_negative:13205 
edmonton_ocount_80_osize_12_otype_RANDOM.png threshold:0.100 precision:0.990 recall:0.445 true_negative_rate:0.960 true_positive:19845 true_negative:4610 false_positive:193 false_negative:24742 
edmonton_ocount_80_osize_12_otype_RANDOM.png threshold:0.150 precision:0.998 recall:0.306 true_negative_rate:0.995 true_positive:13654 true_negative:4780 false_positive:23 false_negative:30933 
edmonton_ocount_80_osize_12_otype_RANDOM.png threshold:0.200 precision:0.998 recall:0.218 true_negative_rate:0.996 true_positive:9712 true_negative:4783 false_positive:20 false_negative:34875 
edmonton_ocount_80_osize_12_otype_RANDOM.png threshold:0.250 precision:0.999 recall:0.166 true_negative_rate:0.998 true_positive:7409 true_negative:4794 false_positive:9 false_negative:37178 
edmonton_ocount_80_osize_12_otype_RANDOM.png threshold:0.300 precision:1.000 recall:0.128 true_negative_rate:1.000 true_positive:5700 true_negative:4803 false_positive:0 false_negative:38887 
edmonton_ocount_80_osize_12_otype_RANDOM.png threshold:0.350 precision:1.000 recall:0.110 true_negative_rate:1.000 true_positive:4908 true_negative:4803 false_positive:0 false_negative:39679 
edmonton_ocount_80_osize_12_otype_RANDOM.png threshold:0.400 precision:1.000 recall:0.090 true_negative_rate:1.000 true_positive:3997 true_negative:4803 false_positive:0 false_negative:40590 
edmonton_ocount_80_osize_12_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.081 true_negative_rate:1.000 true_positive:3626 true_negative:4803 false_positive:0 false_negative:40961 
edmonton_ocount_80_osize_12_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.075 true_negative_rate:1.000 true_positive:3343 true_negative:4803 false_positive:0 false_negative:41244 
edmonton_ocount_80_osize_12_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.070 true_negative_rate:1.000 true_positive:3110 true_negative:4803 false_positive:0 false_negative:41477 
edmonton_ocount_80_osize_12_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.069 true_negative_rate:1.000 true_positive:3064 true_negative:4803 false_positive:0 false_negative:41523 
edmonton_ocount_80_osize_12_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.061 true_negative_rate:1.000 true_positive:2701 true_negative:4803 false_positive:0 false_negative:41886 
edmonton_ocount_80_osize_12_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.016 true_negative_rate:1.000 true_positive:696 true_negative:4803 false_positive:0 false_negative:43891 
edmonton_ocount_80_osize_12_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:398 true_negative:4803 false_positive:0 false_negative:44189 
edmonton_ocount_80_osize_12_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:6 true_negative:4803 false_positive:0 false_negative:44581 
edmonton_ocount_80_osize_12_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:4803 false_positive:0 false_negative:44586 
edmonton_ocount_80_osize_12_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:4803 false_positive:0 false_negative:44586 
edmonton_ocount_80_osize_12_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:4803 false_positive:0 false_negative:44586 
edmonton_ocount_80_osize_12_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:4803 false_positive:0 false_negative:44586 
