fr079_ocount_60_osize_13_otype_SQUARE.png threshold:0.000 precision:0.924 recall:1.000 true_negative_rate:0.000 true_positive:36465 true_negative:0 false_positive:2990 false_negative:0 
fr079_ocount_60_osize_13_otype_SQUARE.png threshold:0.050 precision:0.932 recall:0.979 true_negative_rate:0.129 true_positive:35683 true_negative:386 false_positive:2604 false_negative:782 
fr079_ocount_60_osize_13_otype_SQUARE.png threshold:0.100 precision:0.956 recall:0.906 true_negative_rate:0.489 true_positive:33053 true_negative:1463 false_positive:1527 false_negative:3412 
fr079_ocount_60_osize_13_otype_SQUARE.png threshold:0.150 precision:0.979 recall:0.775 true_negative_rate:0.793 true_positive:28271 true_negative:2371 false_positive:619 false_negative:8194 
fr079_ocount_60_osize_13_otype_SQUARE.png threshold:0.200 precision:0.990 recall:0.607 true_negative_rate:0.924 true_positive:22129 true_negative:2762 false_positive:228 false_negative:14336 
fr079_ocount_60_osize_13_otype_SQUARE.png threshold:0.250 precision:0.993 recall:0.465 true_negative_rate:0.963 true_positive:16944 true_negative:2878 false_positive:112 false_negative:19521 
fr079_ocount_60_osize_13_otype_SQUARE.png threshold:0.300 precision:0.995 recall:0.348 true_negative_rate:0.978 true_positive:12708 true_negative:2923 false_positive:67 false_negative:23757 
fr079_ocount_60_osize_13_otype_SQUARE.png threshold:0.350 precision:0.995 recall:0.251 true_negative_rate:0.986 true_positive:9137 true_negative:2947 false_positive:43 false_negative:27328 
fr079_ocount_60_osize_13_otype_SQUARE.png threshold:0.400 precision:0.998 recall:0.177 true_negative_rate:0.995 true_positive:6440 true_negative:2974 false_positive:16 false_negative:30025 
fr079_ocount_60_osize_13_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.125 true_negative_rate:1.000 true_positive:4560 true_negative:2990 false_positive:0 false_negative:31905 
fr079_ocount_60_osize_13_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.084 true_negative_rate:1.000 true_positive:3059 true_negative:2990 false_positive:0 false_negative:33406 
fr079_ocount_60_osize_13_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.053 true_negative_rate:1.000 true_positive:1919 true_negative:2990 false_positive:0 false_negative:34546 
fr079_ocount_60_osize_13_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.027 true_negative_rate:1.000 true_positive:970 true_negative:2990 false_positive:0 false_negative:35495 
fr079_ocount_60_osize_13_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.011 true_negative_rate:1.000 true_positive:386 true_negative:2990 false_positive:0 false_negative:36079 
fr079_ocount_60_osize_13_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.004 true_negative_rate:1.000 true_positive:154 true_negative:2990 false_positive:0 false_negative:36311 
fr079_ocount_60_osize_13_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:72 true_negative:2990 false_positive:0 false_negative:36393 
fr079_ocount_60_osize_13_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:26 true_negative:2990 false_positive:0 false_negative:36439 
fr079_ocount_60_osize_13_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:16 true_negative:2990 false_positive:0 false_negative:36449 
fr079_ocount_60_osize_13_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:11 true_negative:2990 false_positive:0 false_negative:36454 
fr079_ocount_60_osize_13_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:7 true_negative:2990 false_positive:0 false_negative:36458 
fr079_ocount_60_osize_13_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:2990 false_positive:0 false_negative:36464 
