edmonton_ocount_20_osize_38_otype_RECTANGLE.png threshold:0.000 precision:0.840 recall:1.000 true_negative_rate:0.000 true_positive:44587 true_negative:0 false_positive:8502 false_negative:0 
edmonton_ocount_20_osize_38_otype_RECTANGLE.png threshold:0.050 precision:0.798 recall:0.714 true_negative_rate:0.054 true_positive:31816 true_negative:462 false_positive:8040 false_negative:12771 
edmonton_ocount_20_osize_38_otype_RECTANGLE.png threshold:0.100 precision:0.790 recall:0.452 true_negative_rate:0.369 true_positive:20156 true_negative:3133 false_positive:5369 false_negative:24431 
edmonton_ocount_20_osize_38_otype_RECTANGLE.png threshold:0.150 precision:0.942 recall:0.304 true_negative_rate:0.901 true_positive:13555 true_negative:7663 false_positive:839 false_negative:31032 
edmonton_ocount_20_osize_38_otype_RECTANGLE.png threshold:0.200 precision:0.992 recall:0.220 true_negative_rate:0.991 true_positive:9828 true_negative:8427 false_positive:75 false_negative:34759 
edmonton_ocount_20_osize_38_otype_RECTANGLE.png threshold:0.250 precision:0.997 recall:0.167 true_negative_rate:0.997 true_positive:7447 true_negative:8480 false_positive:22 false_negative:37140 
edmonton_ocount_20_osize_38_otype_RECTANGLE.png threshold:0.300 precision:1.000 recall:0.131 true_negative_rate:1.000 true_positive:5845 true_negative:8502 false_positive:0 false_negative:38742 
edmonton_ocount_20_osize_38_otype_RECTANGLE.png threshold:0.350 precision:1.000 recall:0.110 true_negative_rate:1.000 true_positive:4901 true_negative:8502 false_positive:0 false_negative:39686 
edmonton_ocount_20_osize_38_otype_RECTANGLE.png threshold:0.400 precision:1.000 recall:0.088 true_negative_rate:1.000 true_positive:3912 true_negative:8502 false_positive:0 false_negative:40675 
edmonton_ocount_20_osize_38_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.081 true_negative_rate:1.000 true_positive:3603 true_negative:8502 false_positive:0 false_negative:40984 
edmonton_ocount_20_osize_38_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.074 true_negative_rate:1.000 true_positive:3319 true_negative:8502 false_positive:0 false_negative:41268 
edmonton_ocount_20_osize_38_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.070 true_negative_rate:1.000 true_positive:3102 true_negative:8502 false_positive:0 false_negative:41485 
edmonton_ocount_20_osize_38_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.068 true_negative_rate:1.000 true_positive:3052 true_negative:8502 false_positive:0 false_negative:41535 
edmonton_ocount_20_osize_38_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.060 true_negative_rate:1.000 true_positive:2696 true_negative:8502 false_positive:0 false_negative:41891 
edmonton_ocount_20_osize_38_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.016 true_negative_rate:1.000 true_positive:715 true_negative:8502 false_positive:0 false_negative:43872 
edmonton_ocount_20_osize_38_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:416 true_negative:8502 false_positive:0 false_negative:44171 
edmonton_ocount_20_osize_38_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:8 true_negative:8502 false_positive:0 false_negative:44579 
edmonton_ocount_20_osize_38_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:8502 false_positive:0 false_negative:44586 
edmonton_ocount_20_osize_38_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:8502 false_positive:0 false_negative:44586 
edmonton_ocount_20_osize_38_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:8502 false_positive:0 false_negative:44586 
edmonton_ocount_20_osize_38_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:8502 false_positive:0 false_negative:44586 
