fhw_ocount_60_osize_15_otype_SQUARE.png threshold:0.000 precision:0.876 recall:1.000 true_negative_rate:0.000 true_positive:34831 true_negative:0 false_positive:4931 false_negative:0 
fhw_ocount_60_osize_15_otype_SQUARE.png threshold:0.050 precision:0.873 recall:0.933 true_negative_rate:0.043 true_positive:32507 true_negative:213 false_positive:4718 false_negative:2324 
fhw_ocount_60_osize_15_otype_SQUARE.png threshold:0.100 precision:0.880 recall:0.802 true_negative_rate:0.230 true_positive:27927 true_negative:1135 false_positive:3796 false_negative:6904 
fhw_ocount_60_osize_15_otype_SQUARE.png threshold:0.150 precision:0.903 recall:0.634 true_negative_rate:0.521 true_positive:22092 true_negative:2567 false_positive:2364 false_negative:12739 
fhw_ocount_60_osize_15_otype_SQUARE.png threshold:0.200 precision:0.937 recall:0.498 true_negative_rate:0.765 true_positive:17344 true_negative:3774 false_positive:1157 false_negative:17487 
fhw_ocount_60_osize_15_otype_SQUARE.png threshold:0.250 precision:0.968 recall:0.404 true_negative_rate:0.905 true_positive:14087 true_negative:4462 false_positive:469 false_negative:20744 
fhw_ocount_60_osize_15_otype_SQUARE.png threshold:0.300 precision:0.986 recall:0.336 true_negative_rate:0.965 true_positive:11689 true_negative:4760 false_positive:171 false_negative:23142 
fhw_ocount_60_osize_15_otype_SQUARE.png threshold:0.350 precision:0.993 recall:0.280 true_negative_rate:0.987 true_positive:9739 true_negative:4866 false_positive:65 false_negative:25092 
fhw_ocount_60_osize_15_otype_SQUARE.png threshold:0.400 precision:0.999 recall:0.232 true_negative_rate:0.998 true_positive:8091 true_negative:4921 false_positive:10 false_negative:26740 
fhw_ocount_60_osize_15_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.194 true_negative_rate:1.000 true_positive:6761 true_negative:4931 false_positive:0 false_negative:28070 
fhw_ocount_60_osize_15_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.152 true_negative_rate:1.000 true_positive:5288 true_negative:4931 false_positive:0 false_negative:29543 
fhw_ocount_60_osize_15_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.118 true_negative_rate:1.000 true_positive:4098 true_negative:4931 false_positive:0 false_negative:30733 
fhw_ocount_60_osize_15_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.084 true_negative_rate:1.000 true_positive:2929 true_negative:4931 false_positive:0 false_negative:31902 
fhw_ocount_60_osize_15_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.056 true_negative_rate:1.000 true_positive:1946 true_negative:4931 false_positive:0 false_negative:32885 
fhw_ocount_60_osize_15_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.039 true_negative_rate:1.000 true_positive:1371 true_negative:4931 false_positive:0 false_negative:33460 
fhw_ocount_60_osize_15_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.030 true_negative_rate:1.000 true_positive:1056 true_negative:4931 false_positive:0 false_negative:33775 
fhw_ocount_60_osize_15_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.022 true_negative_rate:1.000 true_positive:776 true_negative:4931 false_positive:0 false_negative:34055 
fhw_ocount_60_osize_15_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.011 true_negative_rate:1.000 true_positive:379 true_negative:4931 false_positive:0 false_negative:34452 
fhw_ocount_60_osize_15_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:79 true_negative:4931 false_positive:0 false_negative:34752 
fhw_ocount_60_osize_15_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:16 true_negative:4931 false_positive:0 false_negative:34815 
fhw_ocount_60_osize_15_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:4931 false_positive:0 false_negative:34830 
