fr101_ocount_160_osize_6_otype_RANDOM.png threshold:0.000 precision:0.844 recall:1.000 true_negative_rate:0.000 true_positive:14893 true_negative:0 false_positive:2748 false_negative:0 
fr101_ocount_160_osize_6_otype_RANDOM.png threshold:0.050 precision:0.896 recall:0.928 true_negative_rate:0.419 true_positive:13820 true_negative:1151 false_positive:1597 false_negative:1073 
fr101_ocount_160_osize_6_otype_RANDOM.png threshold:0.100 precision:0.976 recall:0.809 true_negative_rate:0.892 true_positive:12051 true_negative:2450 false_positive:298 false_negative:2842 
fr101_ocount_160_osize_6_otype_RANDOM.png threshold:0.150 precision:0.988 recall:0.671 true_negative_rate:0.955 true_positive:9995 true_negative:2625 false_positive:123 false_negative:4898 
fr101_ocount_160_osize_6_otype_RANDOM.png threshold:0.200 precision:0.993 recall:0.556 true_negative_rate:0.979 true_positive:8277 true_negative:2690 false_positive:58 false_negative:6616 
fr101_ocount_160_osize_6_otype_RANDOM.png threshold:0.250 precision:0.994 recall:0.484 true_negative_rate:0.984 true_positive:7206 true_negative:2703 false_positive:45 false_negative:7687 
fr101_ocount_160_osize_6_otype_RANDOM.png threshold:0.300 precision:0.996 recall:0.422 true_negative_rate:0.990 true_positive:6285 true_negative:2720 false_positive:28 false_negative:8608 
fr101_ocount_160_osize_6_otype_RANDOM.png threshold:0.350 precision:0.998 recall:0.381 true_negative_rate:0.995 true_positive:5677 true_negative:2734 false_positive:14 false_negative:9216 
fr101_ocount_160_osize_6_otype_RANDOM.png threshold:0.400 precision:1.000 recall:0.336 true_negative_rate:0.999 true_positive:5010 true_negative:2746 false_positive:2 false_negative:9883 
fr101_ocount_160_osize_6_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.292 true_negative_rate:0.999 true_positive:4353 true_negative:2746 false_positive:2 false_negative:10540 
fr101_ocount_160_osize_6_otype_RANDOM.png threshold:0.500 precision:0.999 recall:0.260 true_negative_rate:0.999 true_positive:3874 true_negative:2746 false_positive:2 false_negative:11019 
fr101_ocount_160_osize_6_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.227 true_negative_rate:1.000 true_positive:3385 true_negative:2748 false_positive:0 false_negative:11508 
fr101_ocount_160_osize_6_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.196 true_negative_rate:1.000 true_positive:2919 true_negative:2748 false_positive:0 false_negative:11974 
fr101_ocount_160_osize_6_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.155 true_negative_rate:1.000 true_positive:2305 true_negative:2748 false_positive:0 false_negative:12588 
fr101_ocount_160_osize_6_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.122 true_negative_rate:1.000 true_positive:1821 true_negative:2748 false_positive:0 false_negative:13072 
fr101_ocount_160_osize_6_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.092 true_negative_rate:1.000 true_positive:1370 true_negative:2748 false_positive:0 false_negative:13523 
fr101_ocount_160_osize_6_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.062 true_negative_rate:1.000 true_positive:930 true_negative:2748 false_positive:0 false_negative:13963 
fr101_ocount_160_osize_6_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.031 true_negative_rate:1.000 true_positive:456 true_negative:2748 false_positive:0 false_negative:14437 
fr101_ocount_160_osize_6_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.010 true_negative_rate:1.000 true_positive:154 true_negative:2748 false_positive:0 false_negative:14739 
fr101_ocount_160_osize_6_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:37 true_negative:2748 false_positive:0 false_negative:14856 
fr101_ocount_160_osize_6_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:2748 false_positive:0 false_negative:14892 
