edmonton_ocount_120_osize_23_otype_RANDOM.png threshold:0.000 precision:0.667 recall:1.000 true_negative_rate:0.000 true_positive:44587 true_negative:0 false_positive:22255 false_negative:0 
edmonton_ocount_120_osize_23_otype_RANDOM.png threshold:0.050 precision:0.668 recall:0.740 true_negative_rate:0.265 true_positive:32979 true_negative:5888 false_positive:16367 false_negative:11608 
edmonton_ocount_120_osize_23_otype_RANDOM.png threshold:0.100 precision:0.894 recall:0.462 true_negative_rate:0.890 true_positive:20619 true_negative:19811 false_positive:2444 false_negative:23968 
edmonton_ocount_120_osize_23_otype_RANDOM.png threshold:0.150 precision:0.978 recall:0.311 true_negative_rate:0.986 true_positive:13846 true_negative:21947 false_positive:308 false_negative:30741 
edmonton_ocount_120_osize_23_otype_RANDOM.png threshold:0.200 precision:0.993 recall:0.220 true_negative_rate:0.997 true_positive:9823 true_negative:22189 false_positive:66 false_negative:34764 
edmonton_ocount_120_osize_23_otype_RANDOM.png threshold:0.250 precision:0.999 recall:0.167 true_negative_rate:1.000 true_positive:7449 true_negative:22251 false_positive:4 false_negative:37138 
edmonton_ocount_120_osize_23_otype_RANDOM.png threshold:0.300 precision:1.000 recall:0.130 true_negative_rate:1.000 true_positive:5779 true_negative:22255 false_positive:0 false_negative:38808 
edmonton_ocount_120_osize_23_otype_RANDOM.png threshold:0.350 precision:1.000 recall:0.110 true_negative_rate:1.000 true_positive:4888 true_negative:22255 false_positive:0 false_negative:39699 
edmonton_ocount_120_osize_23_otype_RANDOM.png threshold:0.400 precision:1.000 recall:0.089 true_negative_rate:1.000 true_positive:3946 true_negative:22255 false_positive:0 false_negative:40641 
edmonton_ocount_120_osize_23_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.082 true_negative_rate:1.000 true_positive:3639 true_negative:22255 false_positive:0 false_negative:40948 
edmonton_ocount_120_osize_23_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.073 true_negative_rate:1.000 true_positive:3274 true_negative:22255 false_positive:0 false_negative:41313 
edmonton_ocount_120_osize_23_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.070 true_negative_rate:1.000 true_positive:3104 true_negative:22255 false_positive:0 false_negative:41483 
edmonton_ocount_120_osize_23_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.068 true_negative_rate:1.000 true_positive:3024 true_negative:22255 false_positive:0 false_negative:41563 
edmonton_ocount_120_osize_23_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.061 true_negative_rate:1.000 true_positive:2728 true_negative:22255 false_positive:0 false_negative:41859 
edmonton_ocount_120_osize_23_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.019 true_negative_rate:1.000 true_positive:849 true_negative:22255 false_positive:0 false_negative:43738 
edmonton_ocount_120_osize_23_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:385 true_negative:22255 false_positive:0 false_negative:44202 
edmonton_ocount_120_osize_23_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:9 true_negative:22255 false_positive:0 false_negative:44578 
edmonton_ocount_120_osize_23_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:22255 false_positive:0 false_negative:44586 
edmonton_ocount_120_osize_23_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:22255 false_positive:0 false_negative:44586 
edmonton_ocount_120_osize_23_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:22255 false_positive:0 false_negative:44586 
edmonton_ocount_120_osize_23_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:22255 false_positive:0 false_negative:44586 
