csail_ocount_180_osize_2_otype_RANDOM.png threshold:0.000 precision:0.950 recall:1.000 true_negative_rate:0.000 true_positive:16857 true_negative:0 false_positive:893 false_negative:0 
csail_ocount_180_osize_2_otype_RANDOM.png threshold:0.050 precision:0.963 recall:0.976 true_negative_rate:0.283 true_positive:16451 true_negative:253 false_positive:640 false_negative:406 
csail_ocount_180_osize_2_otype_RANDOM.png threshold:0.100 precision:0.989 recall:0.900 true_negative_rate:0.806 true_positive:15174 true_negative:720 false_positive:173 false_negative:1683 
csail_ocount_180_osize_2_otype_RANDOM.png threshold:0.150 precision:0.996 recall:0.755 true_negative_rate:0.944 true_positive:12719 true_negative:843 false_positive:50 false_negative:4138 
csail_ocount_180_osize_2_otype_RANDOM.png threshold:0.200 precision:0.998 recall:0.571 true_negative_rate:0.976 true_positive:9619 true_negative:872 false_positive:21 false_negative:7238 
csail_ocount_180_osize_2_otype_RANDOM.png threshold:0.250 precision:0.999 recall:0.413 true_negative_rate:0.991 true_positive:6968 true_negative:885 false_positive:8 false_negative:9889 
csail_ocount_180_osize_2_otype_RANDOM.png threshold:0.300 precision:1.000 recall:0.302 true_negative_rate:0.998 true_positive:5092 true_negative:891 false_positive:2 false_negative:11765 
csail_ocount_180_osize_2_otype_RANDOM.png threshold:0.350 precision:1.000 recall:0.223 true_negative_rate:1.000 true_positive:3767 true_negative:893 false_positive:0 false_negative:13090 
csail_ocount_180_osize_2_otype_RANDOM.png threshold:0.400 precision:1.000 recall:0.160 true_negative_rate:1.000 true_positive:2697 true_negative:893 false_positive:0 false_negative:14160 
csail_ocount_180_osize_2_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.108 true_negative_rate:1.000 true_positive:1818 true_negative:893 false_positive:0 false_negative:15039 
csail_ocount_180_osize_2_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.069 true_negative_rate:1.000 true_positive:1157 true_negative:893 false_positive:0 false_negative:15700 
csail_ocount_180_osize_2_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.041 true_negative_rate:1.000 true_positive:683 true_negative:893 false_positive:0 false_negative:16174 
csail_ocount_180_osize_2_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.024 true_negative_rate:1.000 true_positive:397 true_negative:893 false_positive:0 false_negative:16460 
csail_ocount_180_osize_2_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.010 true_negative_rate:1.000 true_positive:168 true_negative:893 false_positive:0 false_negative:16689 
csail_ocount_180_osize_2_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.004 true_negative_rate:1.000 true_positive:67 true_negative:893 false_positive:0 false_negative:16790 
csail_ocount_180_osize_2_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:29 true_negative:893 false_positive:0 false_negative:16828 
csail_ocount_180_osize_2_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:19 true_negative:893 false_positive:0 false_negative:16838 
csail_ocount_180_osize_2_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:12 true_negative:893 false_positive:0 false_negative:16845 
csail_ocount_180_osize_2_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:6 true_negative:893 false_positive:0 false_negative:16851 
csail_ocount_180_osize_2_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:4 true_negative:893 false_positive:0 false_negative:16853 
csail_ocount_180_osize_2_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:893 false_positive:0 false_negative:16856 
