fr079_ocount_20_osize_2_otype_RECTANGLE.png threshold:0.000 precision:0.999 recall:1.000 true_negative_rate:0.000 true_positive:36465 true_negative:0 false_positive:44 false_negative:0 
fr079_ocount_20_osize_2_otype_RECTANGLE.png threshold:0.050 precision:0.999 recall:0.976 true_negative_rate:0.432 true_positive:35603 true_negative:19 false_positive:25 false_negative:862 
fr079_ocount_20_osize_2_otype_RECTANGLE.png threshold:0.100 precision:0.999 recall:0.905 true_negative_rate:0.591 true_positive:32990 true_negative:26 false_positive:18 false_negative:3475 
fr079_ocount_20_osize_2_otype_RECTANGLE.png threshold:0.150 precision:1.000 recall:0.767 true_negative_rate:0.750 true_positive:27956 true_negative:33 false_positive:11 false_negative:8509 
fr079_ocount_20_osize_2_otype_RECTANGLE.png threshold:0.200 precision:1.000 recall:0.601 true_negative_rate:0.841 true_positive:21929 true_negative:37 false_positive:7 false_negative:14536 
fr079_ocount_20_osize_2_otype_RECTANGLE.png threshold:0.250 precision:1.000 recall:0.470 true_negative_rate:0.909 true_positive:17143 true_negative:40 false_positive:4 false_negative:19322 
fr079_ocount_20_osize_2_otype_RECTANGLE.png threshold:0.300 precision:1.000 recall:0.364 true_negative_rate:0.909 true_positive:13260 true_negative:40 false_positive:4 false_negative:23205 
fr079_ocount_20_osize_2_otype_RECTANGLE.png threshold:0.350 precision:1.000 recall:0.266 true_negative_rate:0.909 true_positive:9689 true_negative:40 false_positive:4 false_negative:26776 
fr079_ocount_20_osize_2_otype_RECTANGLE.png threshold:0.400 precision:0.999 recall:0.190 true_negative_rate:0.909 true_positive:6931 true_negative:40 false_positive:4 false_negative:29534 
fr079_ocount_20_osize_2_otype_RECTANGLE.png threshold:0.450 precision:0.999 recall:0.133 true_negative_rate:0.909 true_positive:4837 true_negative:40 false_positive:4 false_negative:31628 
fr079_ocount_20_osize_2_otype_RECTANGLE.png threshold:0.500 precision:0.999 recall:0.091 true_negative_rate:0.909 true_positive:3317 true_negative:40 false_positive:4 false_negative:33148 
fr079_ocount_20_osize_2_otype_RECTANGLE.png threshold:0.550 precision:0.998 recall:0.060 true_negative_rate:0.909 true_positive:2187 true_negative:40 false_positive:4 false_negative:34278 
fr079_ocount_20_osize_2_otype_RECTANGLE.png threshold:0.600 precision:0.997 recall:0.034 true_negative_rate:0.909 true_positive:1230 true_negative:40 false_positive:4 false_negative:35235 
fr079_ocount_20_osize_2_otype_RECTANGLE.png threshold:0.650 precision:0.996 recall:0.015 true_negative_rate:0.955 true_positive:555 true_negative:42 false_positive:2 false_negative:35910 
fr079_ocount_20_osize_2_otype_RECTANGLE.png threshold:0.700 precision:0.991 recall:0.006 true_negative_rate:0.955 true_positive:218 true_negative:42 false_positive:2 false_negative:36247 
fr079_ocount_20_osize_2_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.003 true_negative_rate:1.000 true_positive:103 true_negative:44 false_positive:0 false_negative:36362 
fr079_ocount_20_osize_2_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:48 true_negative:44 false_positive:0 false_negative:36417 
fr079_ocount_20_osize_2_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:24 true_negative:44 false_positive:0 false_negative:36441 
fr079_ocount_20_osize_2_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:14 true_negative:44 false_positive:0 false_negative:36451 
fr079_ocount_20_osize_2_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:6 true_negative:44 false_positive:0 false_negative:36459 
fr079_ocount_20_osize_2_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:44 false_positive:0 false_negative:36464 
