aces_publicb_ocount_140_osize_14_otype_SQUARE.png threshold:0.000 precision:0.802 recall:1.000 true_negative_rate:0.000 true_positive:37795 true_negative:0 false_positive:9350 false_negative:0 
aces_publicb_ocount_140_osize_14_otype_SQUARE.png threshold:0.050 precision:0.818 recall:0.869 true_negative_rate:0.219 true_positive:32852 true_negative:2052 false_positive:7298 false_negative:4943 
aces_publicb_ocount_140_osize_14_otype_SQUARE.png threshold:0.100 precision:0.954 recall:0.725 true_negative_rate:0.859 true_positive:27420 true_negative:8035 false_positive:1315 false_negative:10375 
aces_publicb_ocount_140_osize_14_otype_SQUARE.png threshold:0.150 precision:0.988 recall:0.624 true_negative_rate:0.970 true_positive:23575 true_negative:9067 false_positive:283 false_negative:14220 
aces_publicb_ocount_140_osize_14_otype_SQUARE.png threshold:0.200 precision:0.994 recall:0.544 true_negative_rate:0.987 true_positive:20552 true_negative:9230 false_positive:120 false_negative:17243 
aces_publicb_ocount_140_osize_14_otype_SQUARE.png threshold:0.250 precision:0.996 recall:0.480 true_negative_rate:0.992 true_positive:18160 true_negative:9275 false_positive:75 false_negative:19635 
aces_publicb_ocount_140_osize_14_otype_SQUARE.png threshold:0.300 precision:0.997 recall:0.423 true_negative_rate:0.995 true_positive:15996 true_negative:9306 false_positive:44 false_negative:21799 
aces_publicb_ocount_140_osize_14_otype_SQUARE.png threshold:0.350 precision:0.998 recall:0.363 true_negative_rate:0.996 true_positive:13716 true_negative:9317 false_positive:33 false_negative:24079 
aces_publicb_ocount_140_osize_14_otype_SQUARE.png threshold:0.400 precision:0.998 recall:0.295 true_negative_rate:0.998 true_positive:11144 true_negative:9333 false_positive:17 false_negative:26651 
aces_publicb_ocount_140_osize_14_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.236 true_negative_rate:1.000 true_positive:8933 true_negative:9347 false_positive:3 false_negative:28862 
aces_publicb_ocount_140_osize_14_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.190 true_negative_rate:1.000 true_positive:7187 true_negative:9347 false_positive:3 false_negative:30608 
aces_publicb_ocount_140_osize_14_otype_SQUARE.png threshold:0.550 precision:0.999 recall:0.146 true_negative_rate:1.000 true_positive:5500 true_negative:9347 false_positive:3 false_negative:32295 
aces_publicb_ocount_140_osize_14_otype_SQUARE.png threshold:0.600 precision:0.999 recall:0.104 true_negative_rate:1.000 true_positive:3936 true_negative:9347 false_positive:3 false_negative:33859 
aces_publicb_ocount_140_osize_14_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.071 true_negative_rate:1.000 true_positive:2693 true_negative:9350 false_positive:0 false_negative:35102 
aces_publicb_ocount_140_osize_14_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.039 true_negative_rate:1.000 true_positive:1473 true_negative:9350 false_positive:0 false_negative:36322 
aces_publicb_ocount_140_osize_14_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.016 true_negative_rate:1.000 true_positive:618 true_negative:9350 false_positive:0 false_negative:37177 
aces_publicb_ocount_140_osize_14_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.003 true_negative_rate:1.000 true_positive:129 true_negative:9350 false_positive:0 false_negative:37666 
aces_publicb_ocount_140_osize_14_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:39 true_negative:9350 false_positive:0 false_negative:37756 
aces_publicb_ocount_140_osize_14_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:26 true_negative:9350 false_positive:0 false_negative:37769 
aces_publicb_ocount_140_osize_14_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:12 true_negative:9350 false_positive:0 false_negative:37783 
aces_publicb_ocount_140_osize_14_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:9350 false_positive:0 false_negative:37794 
