fhw_ocount_20_osize_3_otype_RECTANGLE.png threshold:0.000 precision:0.998 recall:1.000 true_negative_rate:0.000 true_positive:34831 true_negative:0 false_positive:80 false_negative:0 
fhw_ocount_20_osize_3_otype_RECTANGLE.png threshold:0.050 precision:0.998 recall:0.934 true_negative_rate:0.388 true_positive:32546 true_negative:31 false_positive:49 false_negative:2285 
fhw_ocount_20_osize_3_otype_RECTANGLE.png threshold:0.100 precision:0.999 recall:0.778 true_negative_rate:0.725 true_positive:27105 true_negative:58 false_positive:22 false_negative:7726 
fhw_ocount_20_osize_3_otype_RECTANGLE.png threshold:0.150 precision:0.999 recall:0.595 true_negative_rate:0.850 true_positive:20716 true_negative:68 false_positive:12 false_negative:14115 
fhw_ocount_20_osize_3_otype_RECTANGLE.png threshold:0.200 precision:0.999 recall:0.464 true_negative_rate:0.863 true_positive:16170 true_negative:69 false_positive:11 false_negative:18661 
fhw_ocount_20_osize_3_otype_RECTANGLE.png threshold:0.250 precision:1.000 recall:0.388 true_negative_rate:0.988 true_positive:13506 true_negative:79 false_positive:1 false_negative:21325 
fhw_ocount_20_osize_3_otype_RECTANGLE.png threshold:0.300 precision:1.000 recall:0.326 true_negative_rate:1.000 true_positive:11348 true_negative:80 false_positive:0 false_negative:23483 
fhw_ocount_20_osize_3_otype_RECTANGLE.png threshold:0.350 precision:1.000 recall:0.271 true_negative_rate:1.000 true_positive:9449 true_negative:80 false_positive:0 false_negative:25382 
fhw_ocount_20_osize_3_otype_RECTANGLE.png threshold:0.400 precision:1.000 recall:0.227 true_negative_rate:1.000 true_positive:7894 true_negative:80 false_positive:0 false_negative:26937 
fhw_ocount_20_osize_3_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.184 true_negative_rate:1.000 true_positive:6426 true_negative:80 false_positive:0 false_negative:28405 
fhw_ocount_20_osize_3_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.143 true_negative_rate:1.000 true_positive:4991 true_negative:80 false_positive:0 false_negative:29840 
fhw_ocount_20_osize_3_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.110 true_negative_rate:1.000 true_positive:3842 true_negative:80 false_positive:0 false_negative:30989 
fhw_ocount_20_osize_3_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.077 true_negative_rate:1.000 true_positive:2668 true_negative:80 false_positive:0 false_negative:32163 
fhw_ocount_20_osize_3_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.049 true_negative_rate:1.000 true_positive:1705 true_negative:80 false_positive:0 false_negative:33126 
fhw_ocount_20_osize_3_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.036 true_negative_rate:1.000 true_positive:1250 true_negative:80 false_positive:0 false_negative:33581 
fhw_ocount_20_osize_3_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.028 true_negative_rate:1.000 true_positive:970 true_negative:80 false_positive:0 false_negative:33861 
fhw_ocount_20_osize_3_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.019 true_negative_rate:1.000 true_positive:669 true_negative:80 false_positive:0 false_negative:34162 
fhw_ocount_20_osize_3_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.006 true_negative_rate:1.000 true_positive:221 true_negative:80 false_positive:0 false_negative:34610 
fhw_ocount_20_osize_3_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:49 true_negative:80 false_positive:0 false_negative:34782 
fhw_ocount_20_osize_3_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:13 true_negative:80 false_positive:0 false_negative:34818 
fhw_ocount_20_osize_3_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:80 false_positive:0 false_negative:34830 
