edmonton_ocount_20_osize_16_otype_SQUARE.png threshold:0.000 precision:0.969 recall:1.000 true_negative_rate:0.000 true_positive:44587 true_negative:0 false_positive:1439 false_negative:0 
edmonton_ocount_20_osize_16_otype_SQUARE.png threshold:0.050 precision:0.973 recall:0.704 true_negative_rate:0.397 true_positive:31385 true_negative:571 false_positive:868 false_negative:13202 
edmonton_ocount_20_osize_16_otype_SQUARE.png threshold:0.100 precision:0.997 recall:0.442 true_negative_rate:0.957 true_positive:19722 true_negative:1377 false_positive:62 false_negative:24865 
edmonton_ocount_20_osize_16_otype_SQUARE.png threshold:0.150 precision:0.997 recall:0.304 true_negative_rate:0.972 true_positive:13543 true_negative:1399 false_positive:40 false_negative:31044 
edmonton_ocount_20_osize_16_otype_SQUARE.png threshold:0.200 precision:0.998 recall:0.217 true_negative_rate:0.988 true_positive:9678 true_negative:1422 false_positive:17 false_negative:34909 
edmonton_ocount_20_osize_16_otype_SQUARE.png threshold:0.250 precision:1.000 recall:0.166 true_negative_rate:1.000 true_positive:7399 true_negative:1439 false_positive:0 false_negative:37188 
edmonton_ocount_20_osize_16_otype_SQUARE.png threshold:0.300 precision:1.000 recall:0.128 true_negative_rate:1.000 true_positive:5718 true_negative:1439 false_positive:0 false_negative:38869 
edmonton_ocount_20_osize_16_otype_SQUARE.png threshold:0.350 precision:1.000 recall:0.109 true_negative_rate:1.000 true_positive:4875 true_negative:1439 false_positive:0 false_negative:39712 
edmonton_ocount_20_osize_16_otype_SQUARE.png threshold:0.400 precision:1.000 recall:0.089 true_negative_rate:1.000 true_positive:3953 true_negative:1439 false_positive:0 false_negative:40634 
edmonton_ocount_20_osize_16_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.081 true_negative_rate:1.000 true_positive:3626 true_negative:1439 false_positive:0 false_negative:40961 
edmonton_ocount_20_osize_16_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.075 true_negative_rate:1.000 true_positive:3339 true_negative:1439 false_positive:0 false_negative:41248 
edmonton_ocount_20_osize_16_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.070 true_negative_rate:1.000 true_positive:3110 true_negative:1439 false_positive:0 false_negative:41477 
edmonton_ocount_20_osize_16_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.068 true_negative_rate:1.000 true_positive:3051 true_negative:1439 false_positive:0 false_negative:41536 
edmonton_ocount_20_osize_16_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.060 true_negative_rate:1.000 true_positive:2697 true_negative:1439 false_positive:0 false_negative:41890 
edmonton_ocount_20_osize_16_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.015 true_negative_rate:1.000 true_positive:679 true_negative:1439 false_positive:0 false_negative:43908 
edmonton_ocount_20_osize_16_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:405 true_negative:1439 false_positive:0 false_negative:44182 
edmonton_ocount_20_osize_16_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:7 true_negative:1439 false_positive:0 false_negative:44580 
edmonton_ocount_20_osize_16_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1439 false_positive:0 false_negative:44586 
edmonton_ocount_20_osize_16_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1439 false_positive:0 false_negative:44586 
edmonton_ocount_20_osize_16_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1439 false_positive:0 false_negative:44586 
edmonton_ocount_20_osize_16_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1439 false_positive:0 false_negative:44586 
