fr101_ocount_60_osize_12_otype_RANDOM.png threshold:0.000 precision:0.812 recall:1.000 true_negative_rate:0.000 true_positive:14893 true_negative:0 false_positive:3448 false_negative:0 
fr101_ocount_60_osize_12_otype_RANDOM.png threshold:0.050 precision:0.819 recall:0.924 true_negative_rate:0.116 true_positive:13761 true_negative:401 false_positive:3047 false_negative:1132 
fr101_ocount_60_osize_12_otype_RANDOM.png threshold:0.100 precision:0.887 recall:0.801 true_negative_rate:0.559 true_positive:11925 true_negative:1929 false_positive:1519 false_negative:2968 
fr101_ocount_60_osize_12_otype_RANDOM.png threshold:0.150 precision:0.965 recall:0.657 true_negative_rate:0.896 true_positive:9779 true_negative:3090 false_positive:358 false_negative:5114 
fr101_ocount_60_osize_12_otype_RANDOM.png threshold:0.200 precision:0.997 recall:0.543 true_negative_rate:0.994 true_positive:8083 true_negative:3427 false_positive:21 false_negative:6810 
fr101_ocount_60_osize_12_otype_RANDOM.png threshold:0.250 precision:1.000 recall:0.467 true_negative_rate:0.999 true_positive:6960 true_negative:3445 false_positive:3 false_negative:7933 
fr101_ocount_60_osize_12_otype_RANDOM.png threshold:0.300 precision:1.000 recall:0.409 true_negative_rate:0.999 true_positive:6094 true_negative:3446 false_positive:2 false_negative:8799 
fr101_ocount_60_osize_12_otype_RANDOM.png threshold:0.350 precision:1.000 recall:0.369 true_negative_rate:1.000 true_positive:5490 true_negative:3447 false_positive:1 false_negative:9403 
fr101_ocount_60_osize_12_otype_RANDOM.png threshold:0.400 precision:1.000 recall:0.322 true_negative_rate:1.000 true_positive:4798 true_negative:3447 false_positive:1 false_negative:10095 
fr101_ocount_60_osize_12_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.283 true_negative_rate:1.000 true_positive:4219 true_negative:3448 false_positive:0 false_negative:10674 
fr101_ocount_60_osize_12_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.250 true_negative_rate:1.000 true_positive:3727 true_negative:3448 false_positive:0 false_negative:11166 
fr101_ocount_60_osize_12_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.215 true_negative_rate:1.000 true_positive:3208 true_negative:3448 false_positive:0 false_negative:11685 
fr101_ocount_60_osize_12_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.183 true_negative_rate:1.000 true_positive:2725 true_negative:3448 false_positive:0 false_negative:12168 
fr101_ocount_60_osize_12_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.143 true_negative_rate:1.000 true_positive:2136 true_negative:3448 false_positive:0 false_negative:12757 
fr101_ocount_60_osize_12_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.107 true_negative_rate:1.000 true_positive:1599 true_negative:3448 false_positive:0 false_negative:13294 
fr101_ocount_60_osize_12_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.079 true_negative_rate:1.000 true_positive:1173 true_negative:3448 false_positive:0 false_negative:13720 
fr101_ocount_60_osize_12_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.044 true_negative_rate:1.000 true_positive:656 true_negative:3448 false_positive:0 false_negative:14237 
fr101_ocount_60_osize_12_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.020 true_negative_rate:1.000 true_positive:293 true_negative:3448 false_positive:0 false_negative:14600 
fr101_ocount_60_osize_12_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.006 true_negative_rate:1.000 true_positive:91 true_negative:3448 false_positive:0 false_negative:14802 
fr101_ocount_60_osize_12_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:16 true_negative:3448 false_positive:0 false_negative:14877 
fr101_ocount_60_osize_12_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:3448 false_positive:0 false_negative:14892 
