fr079_ocount_180_osize_5_otype_RECTANGLE.png threshold:0.000 precision:0.965 recall:1.000 true_negative_rate:0.000 true_positive:36465 true_negative:0 false_positive:1315 false_negative:0 
fr079_ocount_180_osize_5_otype_RECTANGLE.png threshold:0.050 precision:0.979 recall:0.979 true_negative_rate:0.410 true_positive:35686 true_negative:539 false_positive:776 false_negative:779 
fr079_ocount_180_osize_5_otype_RECTANGLE.png threshold:0.100 precision:0.987 recall:0.913 true_negative_rate:0.659 true_positive:33304 true_negative:867 false_positive:448 false_negative:3161 
fr079_ocount_180_osize_5_otype_RECTANGLE.png threshold:0.150 precision:0.993 recall:0.779 true_negative_rate:0.857 true_positive:28423 true_negative:1127 false_positive:188 false_negative:8042 
fr079_ocount_180_osize_5_otype_RECTANGLE.png threshold:0.200 precision:0.996 recall:0.616 true_negative_rate:0.932 true_positive:22449 true_negative:1226 false_positive:89 false_negative:14016 
fr079_ocount_180_osize_5_otype_RECTANGLE.png threshold:0.250 precision:0.997 recall:0.482 true_negative_rate:0.963 true_positive:17565 true_negative:1267 false_positive:48 false_negative:18900 
fr079_ocount_180_osize_5_otype_RECTANGLE.png threshold:0.300 precision:0.998 recall:0.376 true_negative_rate:0.980 true_positive:13716 true_negative:1289 false_positive:26 false_negative:22749 
fr079_ocount_180_osize_5_otype_RECTANGLE.png threshold:0.350 precision:0.999 recall:0.277 true_negative_rate:0.995 true_positive:10085 true_negative:1309 false_positive:6 false_negative:26380 
fr079_ocount_180_osize_5_otype_RECTANGLE.png threshold:0.400 precision:1.000 recall:0.197 true_negative_rate:0.999 true_positive:7195 true_negative:1314 false_positive:1 false_negative:29270 
fr079_ocount_180_osize_5_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.138 true_negative_rate:1.000 true_positive:5048 true_negative:1315 false_positive:0 false_negative:31417 
fr079_ocount_180_osize_5_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.095 true_negative_rate:1.000 true_positive:3482 true_negative:1315 false_positive:0 false_negative:32983 
fr079_ocount_180_osize_5_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.064 true_negative_rate:1.000 true_positive:2332 true_negative:1315 false_positive:0 false_negative:34133 
fr079_ocount_180_osize_5_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.037 true_negative_rate:1.000 true_positive:1367 true_negative:1315 false_positive:0 false_negative:35098 
fr079_ocount_180_osize_5_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.017 true_negative_rate:1.000 true_positive:631 true_negative:1315 false_positive:0 false_negative:35834 
fr079_ocount_180_osize_5_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.007 true_negative_rate:1.000 true_positive:257 true_negative:1315 false_positive:0 false_negative:36208 
fr079_ocount_180_osize_5_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.003 true_negative_rate:1.000 true_positive:122 true_negative:1315 false_positive:0 false_negative:36343 
fr079_ocount_180_osize_5_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:56 true_negative:1315 false_positive:0 false_negative:36409 
fr079_ocount_180_osize_5_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:29 true_negative:1315 false_positive:0 false_negative:36436 
fr079_ocount_180_osize_5_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:16 true_negative:1315 false_positive:0 false_negative:36449 
fr079_ocount_180_osize_5_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:7 true_negative:1315 false_positive:0 false_negative:36458 
fr079_ocount_180_osize_5_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1315 false_positive:0 false_negative:36464 
