fr101_ocount_140_osize_13_otype_SQUARE.png threshold:0.000 precision:0.619 recall:1.000 true_negative_rate:0.000 true_positive:14893 true_negative:0 false_positive:9180 false_negative:0 
fr101_ocount_140_osize_13_otype_SQUARE.png threshold:0.050 precision:0.620 recall:0.917 true_negative_rate:0.087 true_positive:13662 true_negative:802 false_positive:8378 false_negative:1231 
fr101_ocount_140_osize_13_otype_SQUARE.png threshold:0.100 precision:0.703 recall:0.803 true_negative_rate:0.450 true_positive:11963 true_negative:4131 false_positive:5049 false_negative:2930 
fr101_ocount_140_osize_13_otype_SQUARE.png threshold:0.150 precision:0.891 recall:0.673 true_negative_rate:0.866 true_positive:10023 true_negative:7954 false_positive:1226 false_negative:4870 
fr101_ocount_140_osize_13_otype_SQUARE.png threshold:0.200 precision:0.968 recall:0.566 true_negative_rate:0.969 true_positive:8435 true_negative:8898 false_positive:282 false_negative:6458 
fr101_ocount_140_osize_13_otype_SQUARE.png threshold:0.250 precision:0.984 recall:0.483 true_negative_rate:0.987 true_positive:7197 true_negative:9061 false_positive:119 false_negative:7696 
fr101_ocount_140_osize_13_otype_SQUARE.png threshold:0.300 precision:0.993 recall:0.417 true_negative_rate:0.995 true_positive:6213 true_negative:9135 false_positive:45 false_negative:8680 
fr101_ocount_140_osize_13_otype_SQUARE.png threshold:0.350 precision:0.996 recall:0.367 true_negative_rate:0.998 true_positive:5473 true_negative:9160 false_positive:20 false_negative:9420 
fr101_ocount_140_osize_13_otype_SQUARE.png threshold:0.400 precision:0.997 recall:0.314 true_negative_rate:0.999 true_positive:4671 true_negative:9167 false_positive:13 false_negative:10222 
fr101_ocount_140_osize_13_otype_SQUARE.png threshold:0.450 precision:0.997 recall:0.273 true_negative_rate:0.999 true_positive:4070 true_negative:9169 false_positive:11 false_negative:10823 
fr101_ocount_140_osize_13_otype_SQUARE.png threshold:0.500 precision:0.997 recall:0.239 true_negative_rate:0.999 true_positive:3552 true_negative:9171 false_positive:9 false_negative:11341 
fr101_ocount_140_osize_13_otype_SQUARE.png threshold:0.550 precision:0.999 recall:0.207 true_negative_rate:1.000 true_positive:3082 true_negative:9176 false_positive:4 false_negative:11811 
fr101_ocount_140_osize_13_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.168 true_negative_rate:1.000 true_positive:2505 true_negative:9180 false_positive:0 false_negative:12388 
fr101_ocount_140_osize_13_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.132 true_negative_rate:1.000 true_positive:1961 true_negative:9180 false_positive:0 false_negative:12932 
fr101_ocount_140_osize_13_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.098 true_negative_rate:1.000 true_positive:1456 true_negative:9180 false_positive:0 false_negative:13437 
fr101_ocount_140_osize_13_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.069 true_negative_rate:1.000 true_positive:1026 true_negative:9180 false_positive:0 false_negative:13867 
fr101_ocount_140_osize_13_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.032 true_negative_rate:1.000 true_positive:475 true_negative:9180 false_positive:0 false_negative:14418 
fr101_ocount_140_osize_13_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.011 true_negative_rate:1.000 true_positive:164 true_negative:9180 false_positive:0 false_negative:14729 
fr101_ocount_140_osize_13_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.004 true_negative_rate:1.000 true_positive:53 true_negative:9180 false_positive:0 false_negative:14840 
fr101_ocount_140_osize_13_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:15 true_negative:9180 false_positive:0 false_negative:14878 
fr101_ocount_140_osize_13_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:9180 false_positive:0 false_negative:14892 
