aces_publicb_ocount_60_osize_3_otype_RANDOM.png threshold:0.000 precision:0.988 recall:1.000 true_negative_rate:0.000 true_positive:37795 true_negative:0 false_positive:442 false_negative:0 
aces_publicb_ocount_60_osize_3_otype_RANDOM.png threshold:0.050 precision:0.998 recall:0.857 true_negative_rate:0.842 true_positive:32408 true_negative:372 false_positive:70 false_negative:5387 
aces_publicb_ocount_60_osize_3_otype_RANDOM.png threshold:0.100 precision:0.999 recall:0.717 true_negative_rate:0.948 true_positive:27110 true_negative:419 false_positive:23 false_negative:10685 
aces_publicb_ocount_60_osize_3_otype_RANDOM.png threshold:0.150 precision:0.999 recall:0.618 true_negative_rate:0.962 true_positive:23357 true_negative:425 false_positive:17 false_negative:14438 
aces_publicb_ocount_60_osize_3_otype_RANDOM.png threshold:0.200 precision:1.000 recall:0.540 true_negative_rate:0.982 true_positive:20428 true_negative:434 false_positive:8 false_negative:17367 
aces_publicb_ocount_60_osize_3_otype_RANDOM.png threshold:0.250 precision:1.000 recall:0.476 true_negative_rate:1.000 true_positive:17985 true_negative:442 false_positive:0 false_negative:19810 
aces_publicb_ocount_60_osize_3_otype_RANDOM.png threshold:0.300 precision:1.000 recall:0.420 true_negative_rate:1.000 true_positive:15867 true_negative:442 false_positive:0 false_negative:21928 
aces_publicb_ocount_60_osize_3_otype_RANDOM.png threshold:0.350 precision:1.000 recall:0.356 true_negative_rate:1.000 true_positive:13467 true_negative:442 false_positive:0 false_negative:24328 
aces_publicb_ocount_60_osize_3_otype_RANDOM.png threshold:0.400 precision:1.000 recall:0.286 true_negative_rate:1.000 true_positive:10815 true_negative:442 false_positive:0 false_negative:26980 
aces_publicb_ocount_60_osize_3_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.230 true_negative_rate:1.000 true_positive:8703 true_negative:442 false_positive:0 false_negative:29092 
aces_publicb_ocount_60_osize_3_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.184 true_negative_rate:1.000 true_positive:6956 true_negative:442 false_positive:0 false_negative:30839 
aces_publicb_ocount_60_osize_3_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.140 true_negative_rate:1.000 true_positive:5304 true_negative:442 false_positive:0 false_negative:32491 
aces_publicb_ocount_60_osize_3_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.099 true_negative_rate:1.000 true_positive:3754 true_negative:442 false_positive:0 false_negative:34041 
aces_publicb_ocount_60_osize_3_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.066 true_negative_rate:1.000 true_positive:2511 true_negative:442 false_positive:0 false_negative:35284 
aces_publicb_ocount_60_osize_3_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.034 true_negative_rate:1.000 true_positive:1294 true_negative:442 false_positive:0 false_negative:36501 
aces_publicb_ocount_60_osize_3_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.013 true_negative_rate:1.000 true_positive:503 true_negative:442 false_positive:0 false_negative:37292 
aces_publicb_ocount_60_osize_3_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:61 true_negative:442 false_positive:0 false_negative:37734 
aces_publicb_ocount_60_osize_3_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:35 true_negative:442 false_positive:0 false_negative:37760 
aces_publicb_ocount_60_osize_3_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:25 true_negative:442 false_positive:0 false_negative:37770 
aces_publicb_ocount_60_osize_3_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:12 true_negative:442 false_positive:0 false_negative:37783 
aces_publicb_ocount_60_osize_3_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:442 false_positive:0 false_negative:37794 
