aces_publicb_ocount_100_osize_22_otype_RANDOM.png threshold:0.000 precision:0.640 recall:1.000 true_negative_rate:0.000 true_positive:37795 true_negative:0 false_positive:21245 false_negative:0 
aces_publicb_ocount_100_osize_22_otype_RANDOM.png threshold:0.050 precision:0.625 recall:0.873 true_negative_rate:0.068 true_positive:32999 true_negative:1444 false_positive:19801 false_negative:4796 
aces_publicb_ocount_100_osize_22_otype_RANDOM.png threshold:0.100 precision:0.672 recall:0.751 true_negative_rate:0.346 true_positive:28395 true_negative:7356 false_positive:13889 false_negative:9400 
aces_publicb_ocount_100_osize_22_otype_RANDOM.png threshold:0.150 precision:0.797 recall:0.635 true_negative_rate:0.712 true_positive:24015 true_negative:15122 false_positive:6123 false_negative:13780 
aces_publicb_ocount_100_osize_22_otype_RANDOM.png threshold:0.200 precision:0.904 recall:0.554 true_negative_rate:0.895 true_positive:20951 true_negative:19016 false_positive:2229 false_negative:16844 
aces_publicb_ocount_100_osize_22_otype_RANDOM.png threshold:0.250 precision:0.969 recall:0.487 true_negative_rate:0.972 true_positive:18420 true_negative:20650 false_positive:595 false_negative:19375 
aces_publicb_ocount_100_osize_22_otype_RANDOM.png threshold:0.300 precision:0.986 recall:0.430 true_negative_rate:0.989 true_positive:16253 true_negative:21017 false_positive:228 false_negative:21542 
aces_publicb_ocount_100_osize_22_otype_RANDOM.png threshold:0.350 precision:0.991 recall:0.370 true_negative_rate:0.994 true_positive:13986 true_negative:21118 false_positive:127 false_negative:23809 
aces_publicb_ocount_100_osize_22_otype_RANDOM.png threshold:0.400 precision:0.996 recall:0.299 true_negative_rate:0.998 true_positive:11289 true_negative:21197 false_positive:48 false_negative:26506 
aces_publicb_ocount_100_osize_22_otype_RANDOM.png threshold:0.450 precision:0.997 recall:0.249 true_negative_rate:0.998 true_positive:9394 true_negative:21213 false_positive:32 false_negative:28401 
aces_publicb_ocount_100_osize_22_otype_RANDOM.png threshold:0.500 precision:0.996 recall:0.196 true_negative_rate:0.999 true_positive:7408 true_negative:21216 false_positive:29 false_negative:30387 
aces_publicb_ocount_100_osize_22_otype_RANDOM.png threshold:0.550 precision:0.996 recall:0.150 true_negative_rate:0.999 true_positive:5664 true_negative:21222 false_positive:23 false_negative:32131 
aces_publicb_ocount_100_osize_22_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.107 true_negative_rate:1.000 true_positive:4061 true_negative:21243 false_positive:2 false_negative:33734 
aces_publicb_ocount_100_osize_22_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.072 true_negative_rate:1.000 true_positive:2732 true_negative:21245 false_positive:0 false_negative:35063 
aces_publicb_ocount_100_osize_22_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.040 true_negative_rate:1.000 true_positive:1496 true_negative:21245 false_positive:0 false_negative:36299 
aces_publicb_ocount_100_osize_22_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.015 true_negative_rate:1.000 true_positive:555 true_negative:21245 false_positive:0 false_negative:37240 
aces_publicb_ocount_100_osize_22_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.005 true_negative_rate:1.000 true_positive:207 true_negative:21245 false_positive:0 false_negative:37588 
aces_publicb_ocount_100_osize_22_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:67 true_negative:21245 false_positive:0 false_negative:37728 
aces_publicb_ocount_100_osize_22_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:24 true_negative:21245 false_positive:0 false_negative:37771 
aces_publicb_ocount_100_osize_22_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:13 true_negative:21245 false_positive:0 false_negative:37782 
aces_publicb_ocount_100_osize_22_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:21245 false_positive:0 false_negative:37794 
