csail_ocount_140_osize_7_otype_RANDOM.png threshold:0.000 precision:0.845 recall:1.000 true_negative_rate:0.000 true_positive:16857 true_negative:0 false_positive:3101 false_negative:0 
csail_ocount_140_osize_7_otype_RANDOM.png threshold:0.050 precision:0.852 recall:0.969 true_negative_rate:0.082 true_positive:16335 true_negative:253 false_positive:2848 false_negative:522 
csail_ocount_140_osize_7_otype_RANDOM.png threshold:0.100 precision:0.882 recall:0.872 true_negative_rate:0.366 true_positive:14698 true_negative:1136 false_positive:1965 false_negative:2159 
csail_ocount_140_osize_7_otype_RANDOM.png threshold:0.150 precision:0.932 recall:0.697 true_negative_rate:0.722 true_positive:11756 true_negative:2239 false_positive:862 false_negative:5101 
csail_ocount_140_osize_7_otype_RANDOM.png threshold:0.200 precision:0.963 recall:0.507 true_negative_rate:0.895 true_positive:8554 true_negative:2774 false_positive:327 false_negative:8303 
csail_ocount_140_osize_7_otype_RANDOM.png threshold:0.250 precision:0.986 recall:0.362 true_negative_rate:0.973 true_positive:6107 true_negative:3017 false_positive:84 false_negative:10750 
csail_ocount_140_osize_7_otype_RANDOM.png threshold:0.300 precision:0.994 recall:0.262 true_negative_rate:0.992 true_positive:4415 true_negative:3076 false_positive:25 false_negative:12442 
csail_ocount_140_osize_7_otype_RANDOM.png threshold:0.350 precision:0.996 recall:0.194 true_negative_rate:0.996 true_positive:3265 true_negative:3088 false_positive:13 false_negative:13592 
csail_ocount_140_osize_7_otype_RANDOM.png threshold:0.400 precision:0.999 recall:0.141 true_negative_rate:0.999 true_positive:2369 true_negative:3098 false_positive:3 false_negative:14488 
csail_ocount_140_osize_7_otype_RANDOM.png threshold:0.450 precision:0.999 recall:0.098 true_negative_rate:1.000 true_positive:1655 true_negative:3100 false_positive:1 false_negative:15202 
csail_ocount_140_osize_7_otype_RANDOM.png threshold:0.500 precision:0.999 recall:0.062 true_negative_rate:1.000 true_positive:1040 true_negative:3100 false_positive:1 false_negative:15817 
csail_ocount_140_osize_7_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.037 true_negative_rate:1.000 true_positive:620 true_negative:3101 false_positive:0 false_negative:16237 
csail_ocount_140_osize_7_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.019 true_negative_rate:1.000 true_positive:321 true_negative:3101 false_positive:0 false_negative:16536 
csail_ocount_140_osize_7_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.008 true_negative_rate:1.000 true_positive:132 true_negative:3101 false_positive:0 false_negative:16725 
csail_ocount_140_osize_7_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.003 true_negative_rate:1.000 true_positive:50 true_negative:3101 false_positive:0 false_negative:16807 
csail_ocount_140_osize_7_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:24 true_negative:3101 false_positive:0 false_negative:16833 
csail_ocount_140_osize_7_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:17 true_negative:3101 false_positive:0 false_negative:16840 
csail_ocount_140_osize_7_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:12 true_negative:3101 false_positive:0 false_negative:16845 
csail_ocount_140_osize_7_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:4 true_negative:3101 false_positive:0 false_negative:16853 
csail_ocount_140_osize_7_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:2 true_negative:3101 false_positive:0 false_negative:16855 
csail_ocount_140_osize_7_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:3101 false_positive:0 false_negative:16856 
