fhw_ocount_40_osize_2_otype_RANDOM.png threshold:0.000 precision:0.995 recall:1.000 true_negative_rate:0.000 true_positive:34831 true_negative:0 false_positive:161 false_negative:0 
fhw_ocount_40_osize_2_otype_RANDOM.png threshold:0.050 precision:0.998 recall:0.934 true_negative_rate:0.590 true_positive:32541 true_negative:95 false_positive:66 false_negative:2290 
fhw_ocount_40_osize_2_otype_RANDOM.png threshold:0.100 precision:0.999 recall:0.778 true_negative_rate:0.857 true_positive:27095 true_negative:138 false_positive:23 false_negative:7736 
fhw_ocount_40_osize_2_otype_RANDOM.png threshold:0.150 precision:1.000 recall:0.591 true_negative_rate:0.950 true_positive:20582 true_negative:153 false_positive:8 false_negative:14249 
fhw_ocount_40_osize_2_otype_RANDOM.png threshold:0.200 precision:1.000 recall:0.463 true_negative_rate:0.969 true_positive:16129 true_negative:156 false_positive:5 false_negative:18702 
fhw_ocount_40_osize_2_otype_RANDOM.png threshold:0.250 precision:1.000 recall:0.387 true_negative_rate:0.975 true_positive:13494 true_negative:157 false_positive:4 false_negative:21337 
fhw_ocount_40_osize_2_otype_RANDOM.png threshold:0.300 precision:1.000 recall:0.324 true_negative_rate:0.981 true_positive:11268 true_negative:158 false_positive:3 false_negative:23563 
fhw_ocount_40_osize_2_otype_RANDOM.png threshold:0.350 precision:1.000 recall:0.269 true_negative_rate:0.981 true_positive:9368 true_negative:158 false_positive:3 false_negative:25463 
fhw_ocount_40_osize_2_otype_RANDOM.png threshold:0.400 precision:1.000 recall:0.223 true_negative_rate:0.988 true_positive:7772 true_negative:159 false_positive:2 false_negative:27059 
fhw_ocount_40_osize_2_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.183 true_negative_rate:1.000 true_positive:6357 true_negative:161 false_positive:0 false_negative:28474 
fhw_ocount_40_osize_2_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.140 true_negative_rate:1.000 true_positive:4891 true_negative:161 false_positive:0 false_negative:29940 
fhw_ocount_40_osize_2_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.109 true_negative_rate:1.000 true_positive:3793 true_negative:161 false_positive:0 false_negative:31038 
fhw_ocount_40_osize_2_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.075 true_negative_rate:1.000 true_positive:2624 true_negative:161 false_positive:0 false_negative:32207 
fhw_ocount_40_osize_2_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.048 true_negative_rate:1.000 true_positive:1671 true_negative:161 false_positive:0 false_negative:33160 
fhw_ocount_40_osize_2_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.036 true_negative_rate:1.000 true_positive:1238 true_negative:161 false_positive:0 false_negative:33593 
fhw_ocount_40_osize_2_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.027 true_negative_rate:1.000 true_positive:951 true_negative:161 false_positive:0 false_negative:33880 
fhw_ocount_40_osize_2_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.018 true_negative_rate:1.000 true_positive:638 true_negative:161 false_positive:0 false_negative:34193 
fhw_ocount_40_osize_2_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.005 true_negative_rate:1.000 true_positive:191 true_negative:161 false_positive:0 false_negative:34640 
fhw_ocount_40_osize_2_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:43 true_negative:161 false_positive:0 false_negative:34788 
fhw_ocount_40_osize_2_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:14 true_negative:161 false_positive:0 false_negative:34817 
fhw_ocount_40_osize_2_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:161 false_positive:0 false_negative:34830 
