aces_publicb_ocount_140_osize_8_otype_RECTANGLE.png threshold:0.000 precision:0.935 recall:1.000 true_negative_rate:0.000 true_positive:37795 true_negative:0 false_positive:2623 false_negative:0 
aces_publicb_ocount_140_osize_8_otype_RECTANGLE.png threshold:0.050 precision:0.981 recall:0.862 true_negative_rate:0.764 true_positive:32568 true_negative:2003 false_positive:620 false_negative:5227 
aces_publicb_ocount_140_osize_8_otype_RECTANGLE.png threshold:0.100 precision:0.997 recall:0.720 true_negative_rate:0.972 true_positive:27203 true_negative:2549 false_positive:74 false_negative:10592 
aces_publicb_ocount_140_osize_8_otype_RECTANGLE.png threshold:0.150 precision:0.998 recall:0.619 true_negative_rate:0.984 true_positive:23402 true_negative:2580 false_positive:43 false_negative:14393 
aces_publicb_ocount_140_osize_8_otype_RECTANGLE.png threshold:0.200 precision:0.999 recall:0.541 true_negative_rate:0.990 true_positive:20439 true_negative:2597 false_positive:26 false_negative:17356 
aces_publicb_ocount_140_osize_8_otype_RECTANGLE.png threshold:0.250 precision:0.999 recall:0.475 true_negative_rate:0.992 true_positive:17959 true_negative:2601 false_positive:22 false_negative:19836 
aces_publicb_ocount_140_osize_8_otype_RECTANGLE.png threshold:0.300 precision:0.999 recall:0.421 true_negative_rate:0.995 true_positive:15896 true_negative:2609 false_positive:14 false_negative:21899 
aces_publicb_ocount_140_osize_8_otype_RECTANGLE.png threshold:0.350 precision:1.000 recall:0.359 true_negative_rate:0.998 true_positive:13551 true_negative:2618 false_positive:5 false_negative:24244 
aces_publicb_ocount_140_osize_8_otype_RECTANGLE.png threshold:0.400 precision:1.000 recall:0.286 true_negative_rate:0.998 true_positive:10818 true_negative:2618 false_positive:5 false_negative:26977 
aces_publicb_ocount_140_osize_8_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.231 true_negative_rate:0.998 true_positive:8730 true_negative:2619 false_positive:4 false_negative:29065 
aces_publicb_ocount_140_osize_8_otype_RECTANGLE.png threshold:0.500 precision:0.999 recall:0.184 true_negative_rate:0.998 true_positive:6972 true_negative:2619 false_positive:4 false_negative:30823 
aces_publicb_ocount_140_osize_8_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.141 true_negative_rate:1.000 true_positive:5321 true_negative:2622 false_positive:1 false_negative:32474 
aces_publicb_ocount_140_osize_8_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.100 true_negative_rate:1.000 true_positive:3781 true_negative:2622 false_positive:1 false_negative:34014 
aces_publicb_ocount_140_osize_8_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.067 true_negative_rate:1.000 true_positive:2535 true_negative:2623 false_positive:0 false_negative:35260 
aces_publicb_ocount_140_osize_8_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.035 true_negative_rate:1.000 true_positive:1312 true_negative:2623 false_positive:0 false_negative:36483 
aces_publicb_ocount_140_osize_8_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.014 true_negative_rate:1.000 true_positive:513 true_negative:2623 false_positive:0 false_negative:37282 
aces_publicb_ocount_140_osize_8_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:65 true_negative:2623 false_positive:0 false_negative:37730 
aces_publicb_ocount_140_osize_8_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:35 true_negative:2623 false_positive:0 false_negative:37760 
aces_publicb_ocount_140_osize_8_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:26 true_negative:2623 false_positive:0 false_negative:37769 
aces_publicb_ocount_140_osize_8_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:12 true_negative:2623 false_positive:0 false_negative:37783 
aces_publicb_ocount_140_osize_8_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:2623 false_positive:0 false_negative:37794 
