fhw_ocount_60_osize_12_otype_RANDOM.png threshold:0.000 precision:0.899 recall:1.000 true_negative_rate:0.000 true_positive:34831 true_negative:0 false_positive:3933 false_negative:0 
fhw_ocount_60_osize_12_otype_RANDOM.png threshold:0.050 precision:0.900 recall:0.937 true_negative_rate:0.082 true_positive:32654 true_negative:322 false_positive:3611 false_negative:2177 
fhw_ocount_60_osize_12_otype_RANDOM.png threshold:0.100 precision:0.911 recall:0.793 true_negative_rate:0.313 true_positive:27628 true_negative:1231 false_positive:2702 false_negative:7203 
fhw_ocount_60_osize_12_otype_RANDOM.png threshold:0.150 precision:0.923 recall:0.620 true_negative_rate:0.545 true_positive:21584 true_negative:2145 false_positive:1788 false_negative:13247 
fhw_ocount_60_osize_12_otype_RANDOM.png threshold:0.200 precision:0.960 recall:0.486 true_negative_rate:0.819 true_positive:16932 true_negative:3223 false_positive:710 false_negative:17899 
fhw_ocount_60_osize_12_otype_RANDOM.png threshold:0.250 precision:0.988 recall:0.395 true_negative_rate:0.957 true_positive:13758 true_negative:3765 false_positive:168 false_negative:21073 
fhw_ocount_60_osize_12_otype_RANDOM.png threshold:0.300 precision:0.995 recall:0.332 true_negative_rate:0.986 true_positive:11572 true_negative:3876 false_positive:57 false_negative:23259 
fhw_ocount_60_osize_12_otype_RANDOM.png threshold:0.350 precision:0.998 recall:0.278 true_negative_rate:0.994 true_positive:9675 true_negative:3911 false_positive:22 false_negative:25156 
fhw_ocount_60_osize_12_otype_RANDOM.png threshold:0.400 precision:0.999 recall:0.231 true_negative_rate:0.997 true_positive:8035 true_negative:3922 false_positive:11 false_negative:26796 
fhw_ocount_60_osize_12_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.189 true_negative_rate:0.999 true_positive:6569 true_negative:3930 false_positive:3 false_negative:28262 
fhw_ocount_60_osize_12_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.145 true_negative_rate:1.000 true_positive:5062 true_negative:3933 false_positive:0 false_negative:29769 
fhw_ocount_60_osize_12_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.112 true_negative_rate:1.000 true_positive:3885 true_negative:3933 false_positive:0 false_negative:30946 
fhw_ocount_60_osize_12_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.080 true_negative_rate:1.000 true_positive:2795 true_negative:3933 false_positive:0 false_negative:32036 
fhw_ocount_60_osize_12_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.051 true_negative_rate:1.000 true_positive:1763 true_negative:3933 false_positive:0 false_negative:33068 
fhw_ocount_60_osize_12_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.036 true_negative_rate:1.000 true_positive:1265 true_negative:3933 false_positive:0 false_negative:33566 
fhw_ocount_60_osize_12_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.028 true_negative_rate:1.000 true_positive:989 true_negative:3933 false_positive:0 false_negative:33842 
fhw_ocount_60_osize_12_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.020 true_negative_rate:1.000 true_positive:690 true_negative:3933 false_positive:0 false_negative:34141 
fhw_ocount_60_osize_12_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.008 true_negative_rate:1.000 true_positive:264 true_negative:3933 false_positive:0 false_negative:34567 
fhw_ocount_60_osize_12_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:53 true_negative:3933 false_positive:0 false_negative:34778 
fhw_ocount_60_osize_12_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:12 true_negative:3933 false_positive:0 false_negative:34819 
fhw_ocount_60_osize_12_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:3933 false_positive:0 false_negative:34830 
