csail_ocount_40_osize_9_otype_RANDOM.png threshold:0.000 precision:0.925 recall:1.000 true_negative_rate:0.000 true_positive:16857 true_negative:0 false_positive:1366 false_negative:0 
csail_ocount_40_osize_9_otype_RANDOM.png threshold:0.050 precision:0.925 recall:0.965 true_negative_rate:0.034 true_positive:16275 true_negative:47 false_positive:1319 false_negative:582 
csail_ocount_40_osize_9_otype_RANDOM.png threshold:0.100 precision:0.934 recall:0.869 true_negative_rate:0.242 true_positive:14643 true_negative:331 false_positive:1035 false_negative:2214 
csail_ocount_40_osize_9_otype_RANDOM.png threshold:0.150 precision:0.950 recall:0.690 true_negative_rate:0.553 true_positive:11633 true_negative:755 false_positive:611 false_negative:5224 
csail_ocount_40_osize_9_otype_RANDOM.png threshold:0.200 precision:0.972 recall:0.501 true_negative_rate:0.821 true_positive:8444 true_negative:1122 false_positive:244 false_negative:8413 
csail_ocount_40_osize_9_otype_RANDOM.png threshold:0.250 precision:0.985 recall:0.357 true_negative_rate:0.931 true_positive:6011 true_negative:1272 false_positive:94 false_negative:10846 
csail_ocount_40_osize_9_otype_RANDOM.png threshold:0.300 precision:0.995 recall:0.259 true_negative_rate:0.984 true_positive:4369 true_negative:1344 false_positive:22 false_negative:12488 
csail_ocount_40_osize_9_otype_RANDOM.png threshold:0.350 precision:0.999 recall:0.193 true_negative_rate:0.999 true_positive:3259 true_negative:1364 false_positive:2 false_negative:13598 
csail_ocount_40_osize_9_otype_RANDOM.png threshold:0.400 precision:1.000 recall:0.138 true_negative_rate:0.999 true_positive:2332 true_negative:1365 false_positive:1 false_negative:14525 
csail_ocount_40_osize_9_otype_RANDOM.png threshold:0.450 precision:0.999 recall:0.099 true_negative_rate:0.999 true_positive:1661 true_negative:1365 false_positive:1 false_negative:15196 
csail_ocount_40_osize_9_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.060 true_negative_rate:1.000 true_positive:1012 true_negative:1366 false_positive:0 false_negative:15845 
csail_ocount_40_osize_9_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.037 true_negative_rate:1.000 true_positive:619 true_negative:1366 false_positive:0 false_negative:16238 
csail_ocount_40_osize_9_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.021 true_negative_rate:1.000 true_positive:346 true_negative:1366 false_positive:0 false_negative:16511 
csail_ocount_40_osize_9_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:152 true_negative:1366 false_positive:0 false_negative:16705 
csail_ocount_40_osize_9_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.003 true_negative_rate:1.000 true_positive:47 true_negative:1366 false_positive:0 false_negative:16810 
csail_ocount_40_osize_9_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:23 true_negative:1366 false_positive:0 false_negative:16834 
csail_ocount_40_osize_9_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:17 true_negative:1366 false_positive:0 false_negative:16840 
csail_ocount_40_osize_9_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:11 true_negative:1366 false_positive:0 false_negative:16846 
csail_ocount_40_osize_9_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:5 true_negative:1366 false_positive:0 false_negative:16852 
csail_ocount_40_osize_9_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:2 true_negative:1366 false_positive:0 false_negative:16855 
csail_ocount_40_osize_9_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1366 false_positive:0 false_negative:16856 
