aces_publicb_ocount_120_osize_8_otype_RANDOM.png threshold:0.000 precision:0.920 recall:1.000 true_negative_rate:0.000 true_positive:37795 true_negative:0 false_positive:3299 false_negative:0 
aces_publicb_ocount_120_osize_8_otype_RANDOM.png threshold:0.050 precision:0.963 recall:0.867 true_negative_rate:0.613 true_positive:32751 true_negative:2023 false_positive:1276 false_negative:5044 
aces_publicb_ocount_120_osize_8_otype_RANDOM.png threshold:0.100 precision:0.992 recall:0.722 true_negative_rate:0.930 true_positive:27298 true_negative:3067 false_positive:232 false_negative:10497 
aces_publicb_ocount_120_osize_8_otype_RANDOM.png threshold:0.150 precision:0.995 recall:0.624 true_negative_rate:0.963 true_positive:23572 true_negative:3178 false_positive:121 false_negative:14223 
aces_publicb_ocount_120_osize_8_otype_RANDOM.png threshold:0.200 precision:0.996 recall:0.542 true_negative_rate:0.976 true_positive:20503 true_negative:3220 false_positive:79 false_negative:17292 
aces_publicb_ocount_120_osize_8_otype_RANDOM.png threshold:0.250 precision:0.998 recall:0.477 true_negative_rate:0.988 true_positive:18046 true_negative:3259 false_positive:40 false_negative:19749 
aces_publicb_ocount_120_osize_8_otype_RANDOM.png threshold:0.300 precision:0.998 recall:0.422 true_negative_rate:0.989 true_positive:15944 true_negative:3264 false_positive:35 false_negative:21851 
aces_publicb_ocount_120_osize_8_otype_RANDOM.png threshold:0.350 precision:0.998 recall:0.360 true_negative_rate:0.992 true_positive:13601 true_negative:3271 false_positive:28 false_negative:24194 
aces_publicb_ocount_120_osize_8_otype_RANDOM.png threshold:0.400 precision:0.999 recall:0.289 true_negative_rate:0.995 true_positive:10928 true_negative:3283 false_positive:16 false_negative:26867 
aces_publicb_ocount_120_osize_8_otype_RANDOM.png threshold:0.450 precision:1.000 recall:0.232 true_negative_rate:0.999 true_positive:8755 true_negative:3295 false_positive:4 false_negative:29040 
aces_publicb_ocount_120_osize_8_otype_RANDOM.png threshold:0.500 precision:1.000 recall:0.186 true_negative_rate:0.999 true_positive:7028 true_negative:3297 false_positive:2 false_negative:30767 
aces_publicb_ocount_120_osize_8_otype_RANDOM.png threshold:0.550 precision:1.000 recall:0.142 true_negative_rate:1.000 true_positive:5374 true_negative:3298 false_positive:1 false_negative:32421 
aces_publicb_ocount_120_osize_8_otype_RANDOM.png threshold:0.600 precision:1.000 recall:0.100 true_negative_rate:1.000 true_positive:3786 true_negative:3299 false_positive:0 false_negative:34009 
aces_publicb_ocount_120_osize_8_otype_RANDOM.png threshold:0.650 precision:1.000 recall:0.068 true_negative_rate:1.000 true_positive:2568 true_negative:3299 false_positive:0 false_negative:35227 
aces_publicb_ocount_120_osize_8_otype_RANDOM.png threshold:0.700 precision:1.000 recall:0.037 true_negative_rate:1.000 true_positive:1384 true_negative:3299 false_positive:0 false_negative:36411 
aces_publicb_ocount_120_osize_8_otype_RANDOM.png threshold:0.750 precision:1.000 recall:0.014 true_negative_rate:1.000 true_positive:527 true_negative:3299 false_positive:0 false_negative:37268 
aces_publicb_ocount_120_osize_8_otype_RANDOM.png threshold:0.800 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:66 true_negative:3299 false_positive:0 false_negative:37729 
aces_publicb_ocount_120_osize_8_otype_RANDOM.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:35 true_negative:3299 false_positive:0 false_negative:37760 
aces_publicb_ocount_120_osize_8_otype_RANDOM.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:26 true_negative:3299 false_positive:0 false_negative:37769 
aces_publicb_ocount_120_osize_8_otype_RANDOM.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:13 true_negative:3299 false_positive:0 false_negative:37782 
aces_publicb_ocount_120_osize_8_otype_RANDOM.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:3299 false_positive:0 false_negative:37794 
