aces_publicb_ocount_80_osize_13_otype_SQUARE.png threshold:0.000 precision:0.871 recall:1.000 true_negative_rate:0.000 true_positive:37795 true_negative:0 false_positive:5617 false_negative:0 
aces_publicb_ocount_80_osize_13_otype_SQUARE.png threshold:0.050 precision:0.872 recall:0.862 true_negative_rate:0.145 true_positive:32589 true_negative:815 false_positive:4802 false_negative:5206 
aces_publicb_ocount_80_osize_13_otype_SQUARE.png threshold:0.100 precision:0.976 recall:0.719 true_negative_rate:0.880 true_positive:27192 true_negative:4944 false_positive:673 false_negative:10603 
aces_publicb_ocount_80_osize_13_otype_SQUARE.png threshold:0.150 precision:0.990 recall:0.618 true_negative_rate:0.958 true_positive:23347 true_negative:5383 false_positive:234 false_negative:14448 
aces_publicb_ocount_80_osize_13_otype_SQUARE.png threshold:0.200 precision:0.995 recall:0.535 true_negative_rate:0.983 true_positive:20221 true_negative:5520 false_positive:97 false_negative:17574 
aces_publicb_ocount_80_osize_13_otype_SQUARE.png threshold:0.250 precision:0.997 recall:0.469 true_negative_rate:0.989 true_positive:17717 true_negative:5558 false_positive:59 false_negative:20078 
aces_publicb_ocount_80_osize_13_otype_SQUARE.png threshold:0.300 precision:0.997 recall:0.414 true_negative_rate:0.991 true_positive:15654 true_negative:5569 false_positive:48 false_negative:22141 
aces_publicb_ocount_80_osize_13_otype_SQUARE.png threshold:0.350 precision:0.997 recall:0.344 true_negative_rate:0.993 true_positive:13010 true_negative:5578 false_positive:39 false_negative:24785 
aces_publicb_ocount_80_osize_13_otype_SQUARE.png threshold:0.400 precision:0.996 recall:0.274 true_negative_rate:0.993 true_positive:10357 true_negative:5578 false_positive:39 false_negative:27438 
aces_publicb_ocount_80_osize_13_otype_SQUARE.png threshold:0.450 precision:0.995 recall:0.222 true_negative_rate:0.993 true_positive:8390 true_negative:5578 false_positive:39 false_negative:29405 
aces_publicb_ocount_80_osize_13_otype_SQUARE.png threshold:0.500 precision:0.996 recall:0.175 true_negative_rate:0.995 true_positive:6610 true_negative:5591 false_positive:26 false_negative:31185 
aces_publicb_ocount_80_osize_13_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.130 true_negative_rate:1.000 true_positive:4932 true_negative:5615 false_positive:2 false_negative:32863 
aces_publicb_ocount_80_osize_13_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.090 true_negative_rate:1.000 true_positive:3393 true_negative:5617 false_positive:0 false_negative:34402 
aces_publicb_ocount_80_osize_13_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.057 true_negative_rate:1.000 true_positive:2151 true_negative:5617 false_positive:0 false_negative:35644 
aces_publicb_ocount_80_osize_13_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.028 true_negative_rate:1.000 true_positive:1047 true_negative:5617 false_positive:0 false_negative:36748 
aces_publicb_ocount_80_osize_13_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:344 true_negative:5617 false_positive:0 false_negative:37451 
aces_publicb_ocount_80_osize_13_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:59 true_negative:5617 false_positive:0 false_negative:37736 
aces_publicb_ocount_80_osize_13_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:31 true_negative:5617 false_positive:0 false_negative:37764 
aces_publicb_ocount_80_osize_13_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:19 true_negative:5617 false_positive:0 false_negative:37776 
aces_publicb_ocount_80_osize_13_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:8 true_negative:5617 false_positive:0 false_negative:37787 
aces_publicb_ocount_80_osize_13_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:5617 false_positive:0 false_negative:37794 
