edmonton_ocount_20_osize_8_otype_SQUARE.png threshold:0.000 precision:0.986 recall:1.000 true_negative_rate:0.000 true_positive:44587 true_negative:0 false_positive:612 false_negative:0 
edmonton_ocount_20_osize_8_otype_SQUARE.png threshold:0.050 precision:1.000 recall:0.702 true_negative_rate:0.975 true_positive:31291 true_negative:597 false_positive:15 false_negative:13296 
edmonton_ocount_20_osize_8_otype_SQUARE.png threshold:0.100 precision:1.000 recall:0.441 true_negative_rate:1.000 true_positive:19655 true_negative:612 false_positive:0 false_negative:24932 
edmonton_ocount_20_osize_8_otype_SQUARE.png threshold:0.150 precision:1.000 recall:0.303 true_negative_rate:1.000 true_positive:13496 true_negative:612 false_positive:0 false_negative:31091 
edmonton_ocount_20_osize_8_otype_SQUARE.png threshold:0.200 precision:1.000 recall:0.216 true_negative_rate:1.000 true_positive:9650 true_negative:612 false_positive:0 false_negative:34937 
edmonton_ocount_20_osize_8_otype_SQUARE.png threshold:0.250 precision:1.000 recall:0.165 true_negative_rate:1.000 true_positive:7365 true_negative:612 false_positive:0 false_negative:37222 
edmonton_ocount_20_osize_8_otype_SQUARE.png threshold:0.300 precision:1.000 recall:0.128 true_negative_rate:1.000 true_positive:5725 true_negative:612 false_positive:0 false_negative:38862 
edmonton_ocount_20_osize_8_otype_SQUARE.png threshold:0.350 precision:1.000 recall:0.109 true_negative_rate:1.000 true_positive:4860 true_negative:612 false_positive:0 false_negative:39727 
edmonton_ocount_20_osize_8_otype_SQUARE.png threshold:0.400 precision:1.000 recall:0.089 true_negative_rate:1.000 true_positive:3946 true_negative:612 false_positive:0 false_negative:40641 
edmonton_ocount_20_osize_8_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.081 true_negative_rate:1.000 true_positive:3620 true_negative:612 false_positive:0 false_negative:40967 
edmonton_ocount_20_osize_8_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.074 true_negative_rate:1.000 true_positive:3318 true_negative:612 false_positive:0 false_negative:41269 
edmonton_ocount_20_osize_8_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.070 true_negative_rate:1.000 true_positive:3107 true_negative:612 false_positive:0 false_negative:41480 
edmonton_ocount_20_osize_8_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.068 true_negative_rate:1.000 true_positive:3049 true_negative:612 false_positive:0 false_negative:41538 
edmonton_ocount_20_osize_8_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.060 true_negative_rate:1.000 true_positive:2697 true_negative:612 false_positive:0 false_negative:41890 
edmonton_ocount_20_osize_8_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.015 true_negative_rate:1.000 true_positive:669 true_negative:612 false_positive:0 false_negative:43918 
edmonton_ocount_20_osize_8_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:400 true_negative:612 false_positive:0 false_negative:44187 
edmonton_ocount_20_osize_8_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:6 true_negative:612 false_positive:0 false_negative:44581 
edmonton_ocount_20_osize_8_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:612 false_positive:0 false_negative:44586 
edmonton_ocount_20_osize_8_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:612 false_positive:0 false_negative:44586 
edmonton_ocount_20_osize_8_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:612 false_positive:0 false_negative:44586 
edmonton_ocount_20_osize_8_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:612 false_positive:0 false_negative:44586 
