csail_ocount_180_osize_5_otype_SQUARE.png threshold:0.000 precision:0.901 recall:1.000 true_negative_rate:0.000 true_positive:16857 true_negative:0 false_positive:1857 false_negative:0 
csail_ocount_180_osize_5_otype_SQUARE.png threshold:0.050 precision:0.911 recall:0.969 true_negative_rate:0.139 true_positive:16328 true_negative:259 false_positive:1598 false_negative:529 
csail_ocount_180_osize_5_otype_SQUARE.png threshold:0.100 precision:0.949 recall:0.877 true_negative_rate:0.577 true_positive:14777 true_negative:1071 false_positive:786 false_negative:2080 
csail_ocount_180_osize_5_otype_SQUARE.png threshold:0.150 precision:0.977 recall:0.709 true_negative_rate:0.846 true_positive:11956 true_negative:1571 false_positive:286 false_negative:4901 
csail_ocount_180_osize_5_otype_SQUARE.png threshold:0.200 precision:0.985 recall:0.515 true_negative_rate:0.928 true_positive:8681 true_negative:1724 false_positive:133 false_negative:8176 
csail_ocount_180_osize_5_otype_SQUARE.png threshold:0.250 precision:0.989 recall:0.364 true_negative_rate:0.964 true_positive:6132 true_negative:1790 false_positive:67 false_negative:10725 
csail_ocount_180_osize_5_otype_SQUARE.png threshold:0.300 precision:0.994 recall:0.267 true_negative_rate:0.987 true_positive:4503 true_negative:1832 false_positive:25 false_negative:12354 
csail_ocount_180_osize_5_otype_SQUARE.png threshold:0.350 precision:0.996 recall:0.201 true_negative_rate:0.994 true_positive:3395 true_negative:1845 false_positive:12 false_negative:13462 
csail_ocount_180_osize_5_otype_SQUARE.png threshold:0.400 precision:0.998 recall:0.147 true_negative_rate:0.997 true_positive:2481 true_negative:1851 false_positive:6 false_negative:14376 
csail_ocount_180_osize_5_otype_SQUARE.png threshold:0.450 precision:0.999 recall:0.103 true_negative_rate:0.999 true_positive:1741 true_negative:1856 false_positive:1 false_negative:15116 
csail_ocount_180_osize_5_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.066 true_negative_rate:1.000 true_positive:1111 true_negative:1857 false_positive:0 false_negative:15746 
csail_ocount_180_osize_5_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.040 true_negative_rate:1.000 true_positive:678 true_negative:1857 false_positive:0 false_negative:16179 
csail_ocount_180_osize_5_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.024 true_negative_rate:1.000 true_positive:402 true_negative:1857 false_positive:0 false_negative:16455 
csail_ocount_180_osize_5_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.010 true_negative_rate:1.000 true_positive:162 true_negative:1857 false_positive:0 false_negative:16695 
csail_ocount_180_osize_5_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.003 true_negative_rate:1.000 true_positive:58 true_negative:1857 false_positive:0 false_negative:16799 
csail_ocount_180_osize_5_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:27 true_negative:1857 false_positive:0 false_negative:16830 
csail_ocount_180_osize_5_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:20 true_negative:1857 false_positive:0 false_negative:16837 
csail_ocount_180_osize_5_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:12 true_negative:1857 false_positive:0 false_negative:16845 
csail_ocount_180_osize_5_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:6 true_negative:1857 false_positive:0 false_negative:16851 
csail_ocount_180_osize_5_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:3 true_negative:1857 false_positive:0 false_negative:16854 
csail_ocount_180_osize_5_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:1857 false_positive:0 false_negative:16856 
